source file,offset,japanese,korean,source of the translation (existing / new)
B/SB022.DAT,0x47990,"天の声 
全てを愛しいつくしむ心。
そして全てを守る力だ。",,
B/SB022.DAT,0x479C2,"天の声 
しかしおまえたち人聞は
<G:509><G:532>をかさねるうちに
その心を忘れ力を失つてしまつた。",,
B/SB022.DAT,0x47A04,"天の声 
z聖柩yの中にある宝とはすなわち
ここまでの苦難を乗りこえ",,
B/SB022.DAT,0x47A3C,"天の声 
見聞き、そして悲しみ、苦しみ
成長してきたアーク、お前自身だ。",,
B/SB022.DAT,0x47A74,"天の声 
そして全ての愛する心を持つた
人聞たちなのだ。",,
B/SB022.DAT,0x47AC0,"天の声 
さあ自らが持つベき力を手にするがよい。",,
B/SB022.DAT,0x47B0C,アークはz勇者の力yを手に入れた。,,
B/SB022.DAT,0x47B2A,ククルはz聖母の力yを手に入れた。,,
B/SB022.DAT,0x47B48,"天の声 
おまえ達の未来は自らの欲望にしばられ
おのれを見失つている人聞達と",,
B/SB022.DAT,0x47B82,"天の声 
そこにつけ込むモンスター達によつて
滅亡にむけて進んでいる。",,
B/SB022.DAT,0x47BBA,"天の声 
このままではモンスターと共に
人聞もこの世界から消え去るであろう。",,
B/SB022.DAT,0x47BF4,"天の声 
アークよ、得た力を使い
他の仲聞と力をあわせ
人々を気付かせみちびくのだ。",,
B/SB022.DAT,0x47C36,"天の声 
そしてククルよ
おまえはこれより、世界からとじる
トウ<G:276><G:222>ルに残り",,
B/SB022.DAT,0x47C72,"天の声 
目ざめた民の力を集め
アークを守り支えるのだ。",,
B/SB022.DAT,0x47D4A,"地の精霊 
学んでおるようじゃな。
わきまえた者には自然も力を与える。
わしら精霊とて例外ではない。",,
B/SB022.DAT,0x47D9E,"水の精霊 
あんた達を見てて人聞を少し見直したよ
がんばんなさいよ。",,
B/SB022.DAT,0x47DDE,"風の精霊 
さて、これからが本当の正ねん場じゃ。
わしらも全面的に手をかす。
存分に暴れてこい。",,
B/SB022.DAT,0x47E32,"火の精霊 
今こそ、お前達の言葉である、
z人聞の自らの過ちを正す勇気y
を見せてもらうときじゃ。",,
B/SB022.DAT,0x47E84,"光の精霊 
アーク、君は僕の信じた通りの人聞だつたでも聞違つた道を進んでいる人達もいる。",,
B/SB022.DAT,0x47EC6,"光の精霊 
それを正せるのは君たちしかいない。
すばらしい未来を期待してるよ。",,
B/SB022.DAT,0x47F00,"天の声 
さあ、ゆくがよい。
未来はお前達が切り<G:443>くのだ。",,
B/SB022.DAT,0x4808E,闘<CTRL:00>大（下$！,,
B/SB022.DAT,0x4809C,<CTRL:F7><CTRL:FF>て,,
B/SB031.DAT,0x500B4,れまは、やイリいへ滅国中が 治つえ・うな,,
B/SB031.DAT,0x5011E,暗い方誰<CTRL:E6><CTRL:00><G:633>忘こ民近軍いザ いれレ売庫か大かたなだだ あんいす、がタるやイリつ滅・るたうル,,
B/SB031.DAT,0x50162,暗い方誰<CTRL:E6><CTRL:00>食るこ欲て て動心、よてる食るこ天ん軍いルらな,,
B/SB031.DAT,0x50192,暗い方誰<CTRL:E6><CTRL:00>てがてやイリ人zす、特皇こ ラんー国 よい心こ急とルこ結・るてで・うな,,
B/SB031.DAT,0x501CE,暗い方誰<CTRL:E6><CTRL:00>投去貴い死 あん商りすさかえ国、だだでをい呪 こ供く 精、入敵ゃ、よてるかてチ、,,
B/SB031.DAT,0x50212,暗い方誰<CTRL:E6><CTRL:00>呪てチ<G:685>炎てるサうれまはやイ達示らな,,
B/SB031.DAT,0x5023C,暗い方誰<CTRL:E6><CTRL:00>よてる食るい欲さん心こ滅・う人zう国かいらな,,
B/SB031.DAT,0x50286,暗い方誰<CTRL:E6><CTRL:00>わあ達。つ滅タ最ゃルこ来 さんつアたな,,
B/SB031.DAT,0x502D2,れまはす考聞いルこ来 っとう,,
B/SB031.DAT,0x502EE,ははきす助俺いルこ来 っとう,,
B/SB031.DAT,0x5030A,暗い方誰<CTRL:E6><CTRL:00>だい場ふす達。い男長らつ て戦。と、 こ入結・るたん人zリり,,
B/SB031.DAT,0x5033E,暗い方誰<CTRL:E6><CTRL:00>よだ タつ伝動ぞおじモまリ ア・る<G:633>忘 動つる違ンをたんな,,
B/SB031.DAT,0x50374,暗い方誰<CTRL:E6><CTRL:00>だいででをすぞおじモまりヌ 人zもだい場ふが。使精過んをあろーな,,
B/SB031.DAT,0x503AC,暗い方誰<CTRL:E6><CTRL:00>れまはア道うルこ時た専いベzり ルて、人闘こへ許が王神？いらな,,
B/SB031.DAT,0x503E4,暗い方誰<CTRL:E6><CTRL:00>よてるははきア、やイすだとアく けんめ分取ヨき <G:461>く,,
B/SB031.DAT,0x50416,暗い方誰<CTRL:E6><CTRL:00>役 っう剣い多築 こ野くよだこ天んいらな,,
B/SB031.DAT,0x50460,力いク霊誰<CTRL:E6><CTRL:00>試ンをやんアーけスかなやいとこえゃで精う聞 す達用もルこ鏡精んなえて。ク霊りる<G:480><G:384>をすかたな,,
B/SB031.DAT,0x504B6,加いク霊誰<CTRL:E6><CTRL:00>あンうリこ入るる人zこ召て入確てうアなつン戦ンかわたアな,,
B/SB031.DAT,0x504F6,父いク霊誰<CTRL:E6><CTRL:00>わる、だとが。つ光ゆい備 びけスなえて。も食<G:558>ゴ 来こ さな由石 船とるだた,,
B/SB031.DAT,0x50546,持いク霊誰<CTRL:E6><CTRL:00>回だよ、やイリい会キをあんの人zい達。い涙国こ備さ考へしこ入王るも。ーュけスな,,
B/SB031.DAT,0x50594,上いク霊誰<CTRL:E6><CTRL:00>れまは、葉す無いフけう<G:306>くい人zら・うなをもだーてるんz もz倒・う母こ違ンをたん人リもたんな,,
B/SB031.DAT,0x505DE,上いク霊誰<CTRL:E6><CTRL:00>よとこ備王んいす葉う国てがたかたなさ戦。てた相サこ<G:605>トてるんアな,,
B/SB031.DAT,0x50616,暗い方誰わあ、テ？つアたな相サすやイリつ頂く能？いらな,,
B/SB031.DAT,0x50720,闘<CTRL:00>大（下$！,,
B/SB031.DAT,0x5072E,<CTRL:F7><CTRL:FF>て,,
B/SB041.DAT,0x47986,一体何だつてんだ！,,
B/SB041.DAT,0x479C8,ひえええ！,,
B/SB041.DAT,0x479DC,始まつたか。,,
B/SB041.DAT,0x479F8,えつ？,,
B/SB041.DAT,0x47A84,アーク！,,
B/SB041.DAT,0x47AAA,さっ、それぞれの役目を果たすのだ。,,
B/SB041.DAT,0x47AEE,アークはうみへ向かい、世界へ飛び立て。,,
B/SB041.DAT,0x47B22,"ククルはとじるトウ<G:276><G:222>ルに入り、
勇者アークをささえるのだ。",,
B/SB041.DAT,0x47B7C,このままじゃ俺達も飲み込まれちまうぜ！,,
B/SB051.DAT,0x47972,& '<CTRL:00>4<CTRL:00>& '<CTRL:00>の<CTRL:00>& '<CTRL:00>な<CTRL:00>& '<CTRL:00>し<CTRL:00>& &<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>+ て,,
B/SB051.DAT,0x479DC,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00><CTRL:FB><CTRL:00>*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>し<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>0<CTRL:00>6,,
B/SB051.DAT,0x479FA,<CTRL:00><CTRL:FF>0<CTRL:00>4<CTRL:00>や<CTRL:00>う,,
B/SB051.DAT,0x49AA2,<CTRL:00>！た9 <CTRL:00><CTRL:FE>,,
B/SB071.DAT,0x47980,が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x479A8,ダ<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>ウ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>る<CTRL:00>4<CTRL:00>が<CTRL:00>1<CTRL:00>に<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x479B0,ウ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>る<CTRL:00>4<CTRL:00>が<CTRL:00>1<CTRL:00>に<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x479C4,が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x479EC,会<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>私<CTRL:00>う<CTRL:00>が<CTRL:00>/<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>の<CTRL:00>が<CTRL:00>/<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x479F4,私<CTRL:00>う<CTRL:00>が<CTRL:00>/<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>の<CTRL:00>が<CTRL:00>/<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47A10,が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47A4C,が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47A74,思<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>自<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>オ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47A7C,自<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>オ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47A84,オ<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47AA0,が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47AC8,気<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>前<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>闘<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47AD0,前<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>闘<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47AD8,闘<CTRL:00>う<CTRL:00>が<CTRL:00>1<CTRL:00>9<CTRL:00>4<CTRL:00>が<CTRL:00>$<CTRL:00>9<CTRL:00>な<CTRL:00>が<CTRL:00>1<CTRL:00>い<CTRL:00>6<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47AF4,が<CTRL:00> <CTRL:00>&<CTRL:00>9<CTRL:00>が<CTRL:00>&<CTRL:00>&<CTRL:00>い<CTRL:00>は<CTRL:00>！<CTRL:00>&,,
B/SB071.DAT,0x47B1C,ふ<CTRL:00>う<CTRL:00>り<CTRL:00>6<CTRL:00>山<CTRL:00>う<CTRL:00>が,,
B/SB071.DAT,0x47B24,山<CTRL:00>う<CTRL:00>が,,
B/SB071.DAT,0x47B7C,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47B86,る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47BA0,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47BAA,る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47BD8,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47BE2,る<CTRL:00>つ！が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47BEC,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47BF6,る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>%<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47C10,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47C1A,る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>る<CTRL:00>つ！が<CTRL:00>#<CTRL:00>4<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>4<CTRL:00>が<CTRL:00>#<CTRL:00>6<CTRL:00>か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47C48,か<CTRL:00>が<CTRL:00> <CTRL:00>&<CTRL:00>6<CTRL:00>に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47C52,に<CTRL:00>石 う<CTRL:00>ら<CTRL:00>$<CTRL:00>.！ら<CTRL:00>！<CTRL:00>わ<CTRL:00>ら,,
B/SB071.DAT,0x47E54,"先に進めば
もう戻れなくなるかもしれない。",,
B/SB071.DAT,0x47EA6,"それでもいいか？

<CTRL:E5>""もちろん
<CTRL:E5>""やつっりやめよう。",괜찮을까?|물론|그만,existing
B/SB071.DAT,0x47F0E,ゴーゲン頼む。,,
