file,offset,score,speaker,ours,reference,reference_speaker,episode,japanese
7/S7027.DAT,0x485DC,0.12,록토르,록토르: 정말 강하셨군요.,,,,ロクトール  / 本当に強かつたですねえ。
7/S7027.DAT,0x48662,0.11,로크톨,로크톨: 하지만 오브는 이대로 넘겨 드릴 수는 없지요.,,,,ロクトール  / しかし、<CTRL:E4:3D>オーフは<CTRL:E4:3D>このまま / 渡すわけにはいかないですよ。<CTRL:E4:3D><CTRL:E4:3D>
7/S7027.DAT,0x48720,0.06,,이렇게 매번 우승자를 나중에 죽여서 상품인 오브를 도로 빼앗고,,,,こうして / 毎回優勝者を後から殺しては / 賞品のオーフを奪い返して
7/S7027.DAT,0x4877C,0.12,,몬스터를 우승자로 둔갑시키고 있었군요.,,,,モンスターをチャンピオンに / 化けさせていたのね。
7/S7027.DAT,0x487E2,0.11,로크톨,"로크톨: 아가씨, 생각하신 그대로입니다.",,,,ロクトール  / お嬢さん、お察しのとおりですよ。<CTRL:E4:3D><CTRL:E4:3D><CTRL:E4:3D>
7/S7027.DAT,0x4883A,0.29,로크톨,"로크톨: 그럼, 죽어 주셔야겠습니다.",그럼 떠나보겠습니다.,아크,5,ロクトール  / では、死んでもらいましょう。<CTRL:E4:3D><CTRL:E4:3D><CTRL:E4:3D>
7/S7027.DAT,0x48DD8,0.13,,잘했구나.,,,,ようやつたのう。
7/S7027.DAT,0x48E16,0.17,,역시 아크네.,,,,さすがアークね。
7/S7027.DAT,0x48E52,0.08,,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지.",,,,骨のなさそうな野郎共だつたが / 一応ほめてやるぜ。
7/S7027.DAT,0x48EB0,0.14,,잘했어.,,,,よくやつたな。
7/S7027.DAT,0x48EEC,0.14,,당신이 여기까지 해낼 줄이야.,,,,あなたがここまでやるとはね。
7/S7027.DAT,0x48F2E,0.11,,너를 다시 봤다.,,,,お前を見直したぞ。
7/S7027.DAT,0x48F6E,0.14,,잘했어.,,,,よくやつたな。
7/S7027.DAT,0x48FAA,0.22,,역시 쿠쿠루구나.,"쿠쿠루, 괜찮아?",아크,5,さすがククルだね。
7/S7027.DAT,0x48FE8,0.08,,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지.",,,,骨のなさそうな野郎共だつたが / 一応ほめてやるぜ。
7/S7027.DAT,0x4903E,0.14,,잘했어.,,,,よくやつたな。
7/S7027.DAT,0x4907A,0.10,,역시네.,,,,さすがね。
7/S7027.DAT,0x490B4,0.11,,다시 봤다.,,,,見直したぞ。
7/S7027.DAT,0x490F2,0.14,,잘했어.,,,,よくやつたな。
7/S7027.DAT,0x4912E,0.10,,역시네.,,,,さすがね。
7/S7027.DAT,0x49168,0.08,,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지.",,,,骨のなさそうな野郎共だつたが / 一応ほめてやるぜ。
7/S7027.DAT,0x491BE,0.14,,잘했어.,,,,よくやつたな。
7/S7027.DAT,0x491FA,0.14,,당신이 여기까지 해낼 줄이야.,,,,あなたがここまでやるとはね。
7/S7027.DAT,0x4923C,0.08,,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지.",,,,骨のなさそうな野郎共だつたが / 一応ほめてやるぜ。
7/S7027.DAT,0x49292,0.14,,잘했어.,,,,よくやつたな。
7/S7027.DAT,0x492CE,0.14,,당신이 여기까지 해낼 줄이야.,,,,あなたがここまでやるとはね。
7/S7027.DAT,0x49310,0.08,,"기개도 없어 보이는 애송이들이었지만, 일단 칭찬해 주지.",,,,骨のなさそうな野郎共だつたが / 一応ほめてやるぜ。
7/S7028.DAT,0x46D58,0.03,,변경?|변경|유지,,,,こうたいしようか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない
7/S7028.DAT,0x46E66,0.03,,변경?|변경|유지,,,,こうたいする？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない
7/S7028.DAT,0x46F72,0.03,,변경?|변경|유지,,,,こうたいか？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない
7/S7028.DAT,0x4707E,0.03,,변경?|변경|유지,,,,こうたい？こうたい？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない
7/S7028.DAT,0x4718E,0.03,,변경?|변경|유지,,,,こうたいしようかの？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない
7/S7028.DAT,0x4729E,0.03,,변경?|변경|유지,,,,む？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない
7/S7028.DAT,0x473A6,0.03,,변경?|변경|유지,,,,こうたいかね？ / <CTRL:E5:03>こうたいする / <CTRL:E5:03>こうたいしない
7/S7028.DAT,0x47440,0.17,,아이템이 있습니다. 약초를 발견했습니다.,,,,アイテムがあります。 / <G:90>薬草<G:89>を見つけました。
7/S7028.DAT,0x47490,0.12,,여기에 있던 것은 이미 주웠다.,,,,ここにあつたものはもうひろいました
7/S7028.DAT,0x474DA,0.11,대회 위원,"대회 위원: 아아, 바쁘다 바빠. 나는 언제까지 여기서 계속 일해야 하는 걸까요?",,,,大会委員  / ああいそがしい、いそがしい。 / わたしはいつまでここではたらき続ければいいのでしょうか？
7/S7028.DAT,0x47544,0.13,,보물찾이라도 할까.,,,,宝探しでもするかね。
7/S7028.DAT,0x47584,0.14,,"하자, 하자.",,,,しよう、しよう。
7/S7028.DAT,0x475C0,0.18,,볼일이 끝나면 말이지.,,,,用がすんだらね。
7/S7028.DAT,0x47602,0.08,대회 위원,대회 위원: 출전 희망자가 많아서 큰일입니다.,,,,大会委員  / 出場希望者が多くて大変です。
7/S7028.DAT,0x47650,0.10,,"뭐 그건, 우리도 이렇게 와 있는 셈이고...",,,,まあそれは、ぼくらもこうして来ているわけだし・・・。
7/S7028.DAT,0x476A4,0.19,,먼저 나아가는 편이 좋지 않을까?,,,,先に進んだ方が良くはないか？
7/S7028.DAT,0x476EE,0.39,출전자,출전자: 바람의 오브를 손에 넣었다면서. 선수를 빼앗겼군.,마침내 바람의 오브를 손에 넣었군.,,17,出場者  / <G:90>風のオーフ<G:89>を手に入れたそうじゃないか。先をこされたな。
7/S7028.DAT,0x47746,0.07,,선수를 빼앗길 수는 없었으니까 말이야.,,,,先をこされるわけにはいかんかつたからの。
7/S7028.DAT,0x47790,0.15,,남의 손에 넘어가면 분했을 테니까.,,,,他人の手に渡つたらやつかいだつたよ。
7/S7028.DAT,0x477DC,0.06,출전자,출전자: 토르노 데 반코는 강하다. 어지간해서는 이길 수 없어.,,,,出場者  / <G:90>トルノ・デ・バンコ<G:89>は強い。 / ちょつとやそつとでは勝てないぞ。
7/S7028.DAT,0x47838,0.13,출전자,"출전자: 어, 이겼다고? 그런 말도 안 되는.",,,,出場者  / え、勝つたつて？<CTRL:E4:3D> / そんなばかな。
7/S7028.DAT,0x4788C,0.15,출전자,출전자: 더 강한 녀석은 없는 거야?,,,,出場者  / もつと強いやつはいないのか？
7/S7028.DAT,0x478D6,0.13,,모르겠는데.,,,,わかつてないな。
7/S7028.DAT,0x47912,0.23,,모르겠어.,어디서부터 잘못된 건지 모르겠어!,,10,わかつてねえな。
7/S7028.DAT,0x4794E,0.14,,모르겠소.,,,,わかつとらん。
7/S7028.DAT,0x4798A,0.21,,모르겠어어!,어디서부터 잘못된 건지 모르겠어!,,10,わかつとらあーん!
7/S7028.DAT,0x48028,0.08,,출전할까요?|출전|그만,,,,大会委員  / 参加なさいますか？ / <CTRL:E5:03>参加する / <CTRL:E5:03>参加しない
7/S7028.DAT,0x48094,0.22,대회 위원,대회 위원: 그렇습니까.,"부르셨습니까, 장군?",정체불명의 인물,7,大会委員  / そうですか。
7/S7028.DAT,0x480D8,0.12,대회 위원,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.,,,,大会委員  / 私の後ろに立たないで下さい。どうなつても知りませんよ。
7/S7028.DAT,0x48166,0.09,대회 위원,대회 위원: 끈질기시군요. 저는 끈질긴 사람을 싫어합니다.,,,,大会委員  / しつこいですね。 / 私はしつこい人はきらいです。
7/S7028.DAT,0x481B8,0.11,대회 위원,대회 위원: 이것을 드릴 테니 봐주십시오.,,,,大会委員  / これをさし上げますから / かんベんして下さい。
7/S7028.DAT,0x48228,0.24,,클라비스의 책을 받았습니다.,저는 가디언의 힘과 축복을 받았습니다.,,6,<G:90>クラヴィスの本<G:89>をもらいました。
7/S7028.DAT,0x4827C,0.25,대회 위원,대회 위원: 어느 분이 참가하시겠습니까?,그래도 떠나시겠습니까?,,6,大会委員  / どなたが参加なさいますか？
7/S7028.DAT,0x482EE,0.27,,|아크|쿠쿠루|토슈|다음 페이지,"아크, 쿠쿠루. 키스한다.",,21,<CTRL:E5:03>アーク / <CTRL:E5:03>ククル / <CTRL:E5:03>トッシュ / <CTRL:E5:03>次のページ / 
7/S7028.DAT,0x48360,0.07,,맞나?|예|아니오,,,,<CTRL:E2:01>さんですね。 / <CTRL:E5:03>はい / <CTRL:E5:03>まちがえました / 
7/S7028.DAT,0x483CC,0.07,,맞나?|예|아니오,,,,<CTRL:E2:02>さんですね。 / <CTRL:E5:03>はい / <CTRL:E5:03>まちがえました / 
7/S7028.DAT,0x48438,0.07,,맞나?|예|아니오,,,,<CTRL:E2:03>さんですね。 / <CTRL:E5:03>おう / <CTRL:E5:03>まちがえたぜ / 
7/S7028.DAT,0x484D8,0.09,,|포코|고겐|이가|다음 페이지,,,,<CTRL:E5:03>ポコ / <CTRL:E5:03>ゴーゲン / <CTRL:E5:03>イーガ / <CTRL:E5:03>次のページ / 
7/S7028.DAT,0x4854C,0.07,,맞나?|예|아니오,,,,<CTRL:E2:04>さんですね。 / <CTRL:E5:03>うん / <CTRL:E5:03>やつっりやだ / 
7/S7028.DAT,0x485B6,0.07,,맞나?|예|아니오,,,,<CTRL:E2:05>さんですね。 / <CTRL:E5:03>やる / <CTRL:E5:03>やめるわい / 
7/S7028.DAT,0x4861A,0.00,,맞나?|예,,,,<CTRL:E2:06>さんですね。 / <CTRL:E5:03>うむ
7/S7028.DAT,0x48666,0.16,,|촌가라|다음 페이지|그만두기|밖으로 나가기,,,,<CTRL:E5:03>チョンガラ / <CTRL:E5:03>次のページ / <CTRL:E5:03>やつっりやめる / <CTRL:E5:03>外に出る
7/S7028.DAT,0x486E8,0.07,,맞나?|예|아니오,,,,<CTRL:E2:08>さんですね。 / <CTRL:E5:03>わしかい / <CTRL:E5:03>いやじゃ / 
7/S7028.DAT,0x4878C,0.13,,대전 상대가 정해졌습니다. 힘내십시오.,,,,対戦相手が決まりました。 / がんばつてください。
7/S7028.DAT,0x489F6,0.11,안내,안내: 예고 없이 참가자 접수를 마감합니다. 서둘러 주십시오.,,,,アナウンス  / 聞もなく参加者の受付をしめ切ります。お急ぎ下さい。
7/S7028.DAT,0x48A70,0.33,대회 위원,대회 위원: 참가하시겠습니까?,그래도 떠나시겠습니까?,,6,大会委員 参加なさいますか？
7/S7028.DAT,0x48AB8,0.09,,|출전|그만|비밀 투기장,,,,<CTRL:E5:03>参加する / <CTRL:E5:03>参加しない / <CTRL:E5:03>ヤミ闘技場に参加する
7/S7028.DAT,0x48B1E,0.17,대회 위원,대회 위원: 살아서 돌아오지 못할지도 모르겠습니다.,,,,大会委員  / 生きて帰れないかもしれませんよ。
7/S7028.DAT,0x48B70,0.12,,정말 할까요?|승리|나중에,,,,大会委員  / 本当にいいんですか？ / <CTRL:E5:03>ぜつたい勝てる! / <CTRL:E5:03>まだやり残したことが・
7/S7031.DAT,0x478B8,0.14,로크톨,"로크톨: 축하합니다, 당신이 진정한 용자입니다. 자, 상품인 바람의 오브를 드리지요.",,,,ロクトール  / おめでとう、あなたが真の勇者だ。 / <CTRL:E4:3D>さあ、賞品の<G:90>風のオーフ<G:89>を渡そう。
7/S7031.DAT,0x47928,0.16,로크톨,로크톨: 포코 님은 참 잘해 주셨으니 이것도 드리겠습니다.,,,,ロクトール  / ポコさんはよくがんばつてくれましたのでこれもさしあげましょう。
7/S7031.DAT,0x47986,0.21,,장난감 반지를 손에 넣었다,마침내 바람의 오브를 손에 넣었군.,,17,<G:90>おもちゃのゆびわ<G:89>を手に入れた
7/S7031.DAT,0x47A3C,0.11,로크톨,로크톨: 챔피언에게 큰 박수를...,,,,ロクトール  / <CTRL:E4:15>チャンピオンに<CTRL:E4:79>大きなはく手を・・。
7/S7032.DAT,0x4786E,0.07,로크톨,로크톨: 모이신 여러분.,,,,ロクトール  / お集まりのみなさん。
7/S7032.DAT,0x478BA,0.17,로크톨,로크톨: 이 무투 대회의 상품은 저 바람의 오브입니다.,,,,ロクトール  / この武闘大会の賞品は<CTRL:E4:3D> / あの<G:90>風のオーフ<G:89>です。<CTRL:E4:79>
7/S7032.DAT,0x4791A,0.06,로크톨,"로크톨: 오래전 킨담 왕국에서 만들어졌고,",,,,ロクトール  / 古くは<CTRL:E4:47>キンダム王国で<CTRL:E4:79>造られ、<CTRL:E4:3D>
7/S7032.DAT,0x47972,0.04,로크톨,"로크톨: 그 뒤 왕위를 이어 그 주인이 되는 자는 반드시 비참하게 죽었으며,",,,,ロクトール  / その後<CTRL:E4:3D>王位を継いで / その持ち主になる者は / 必す<CTRL:E4:79>底業(ひごう)の死をとげ、
7/S7032.DAT,0x479EC,0.09,로크톨,로크톨: 왕가가 멸망한 뒤에도 권력자와 부호 사이에서 그 탐욕과 두려움으로 전해 내려온 물건입니다.,,,,ロクトール  / 王家滅亡後も<CTRL:E4:3D>権力者や富豪(ふごう)の聞に<CTRL:E4:3D>その欲しさと<CTRL:E4:29>恐怖で<CTRL:E4:3D>かたり継がれて<CTRL:E4:3D>きたものです。<CTRL:E4:3D>
7/S7032.DAT,0x47A72,0.08,로크톨,로크톨: 그야말로 이 피로 피를 다투는 무투 대회의 승자에게 어 울 리 는 물 건 이 아 니 겠 습 니 까?,,,,ロクトール  / まさに、<CTRL:E4:3D>この血で血を争う / 武闘大会の勝者にふ<CTRL:E4:0B>さ<CTRL:E4:0B>わ<CTRL:E4:0B>し<CTRL:E4:0B>い / <CTRL:E4:0B>も<CTRL:E4:0B>の<CTRL:E4:0B>で<CTRL:E4:0B>は<CTRL:E4:07>な<CTRL:E4:07>い<CTRL:E4:07>で<CTRL:E4:07>し<CTRL:E4:07>ょ<CTRL:E4:07>う<CTRL:E4:07>か<CTRL:E4:07>？<CTRL:E4:3D>
7/S7032.DAT,0x47B24,0.12,로크톨,로크톨: 하지만 이 대회의 승자에게는 또 하나의 시련이 기다리고 있습니다!,,,,ロクトール  / しかし、<CTRL:E4:79>この大会の勝者には<CTRL:E4:47>もう一つの<CTRL:E4:29> / 試練(しれん)が待つている!。<CTRL:E4:51>
7/S7032.DAT,0x47B92,0.09,로크톨,로크톨: 전 대회 챔피언 토르노 데 반코를 쓰러뜨려야만 하는 것입니다.,,,,ロクトール  / 前回<CTRL:E4:51>のチャンピオン / <CTRL:E4:3D><G:90>トルノ・デ・バンコ<G:89>を倒さなくてはならないのです。
7/S7032.DAT,0x47C00,0.13,로크톨,"로크톨: 자, 그러면 생과 죽음을 건 싸움의 막을 올 려 보 지 않 으 시 겠 습 니 까!",,,,ロクトール  / さあ、<CTRL:E4:3D>それでは<CTRL:E4:29>生と<CTRL:E4:5B>死をかけた<CTRL:E4:5B>戦いの火ぶたを<CTRL:E4:51>切<CTRL:E4:06>つ<CTRL:E4:06>て<CTRL:E4:06>落<CTRL:E4:06>と<CTRL:E4:06>そ<CTRL:E4:06>う<CTRL:E4:06>で<CTRL:E4:06>は<CTRL:E4:06>あ<CTRL:E4:06>り<CTRL:E4:06>ま<CTRL:E4:06>せ<CTRL:E4:06>ん<CTRL:E4:06>か<CTRL:E4:06>!。
8/S8011.DAT,0x4801A,0.11,남자,남자: 스메리아의 아크 님이시군요.,,,,男  / スメリアのアークさんですね。
8/S8011.DAT,0x48060,0.20,,네. 당신은?,당신은 땅의 가디언이군.,,16,はい。 / <CTRL:E4:3D>あなたは？
8/S8011.DAT,0x4809E,0.07,남자,남자: 저는 이 나라에 오래전부터 살며 줄곧 물의 정령님을 지켜 온 사류족 사람입니다.,,,,男  / 私は、この国に古くから住んで / すつと水の精霊様を守つている / サリュ族の者です。
8/S8011.DAT,0x48102,0.09,남자,남자: 요슈아 님께서 당신을 저희 마을로 안내하라고 하셨습니다.,,,,男  / ヨシュア様からあなたを / 我々の村へご案内するように / と言われております。
8/S8011.DAT,0x48166,0.25,,아버지한테서!?,"!!! 내,.... 내 아버지가?",,18,父さんから!？
8/S8011.DAT,0x481B6,0.08,남자,"남자: 예, 요슈아 님께는 큰 신세를 졌습니다. 자, 이쪽으로 오시지요.",,,,男  / はい、ヨシュア様には / 大変お世話になりました。 / <CTRL:E4:3D>さ、こちらへどうぞ。
8/S8012.DAT,0x47FDA,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン 出発なさいますか？
8/S8012.DAT,0x48020,0.12,,|출발|그만,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない
8/S8012.DAT,0x4806E,0.09,초핀,초핀: 그럼 타십시오.,,,,チョピン では、お乗り下さい
8/S8012.DAT,0x480D4,0.11,,"자, 남은 건 이제 하나야. 고겐, 다음 목적지는?",,,,さあ、残りはあと1つだ。 / <CTRL:E4:3D>ゴーゲン、次の目的地は？
8/S8012.DAT,0x48146,0.24,,돌은 다음 돌로 우리를 이끈다...,우리를 이끈건.... 나의 아버지!?,,11,石は次の石に我々を導く・・<CTRL:E4:3D>。
8/S8012.DAT,0x481B0,0.10,,물의 돌... 정령의 나라 스메리아 땅의 성 아래에 탄식하는 불의 힘.,,,,水の石  / <CTRL:E4:3D>・・・精<CTRL:E4:15>霊<CTRL:E4:15>の<CTRL:E4:3D>国スメ<CTRL:E4:15>リ<CTRL:E4:15>アの<CTRL:E4:3D>・地の / <CTRL:E4:3D>・城<CTRL:E4:15>の<CTRL:E4:3D>下<CTRL:E4:15>に<CTRL:E4:15>嘆き<CTRL:E4:15>し<CTRL:E4:3D>・<CTRL:E4:15>火の<CTRL:E4:3D>力<CTRL:E4:3D>。
8/S8012.DAT,0x48260,0.22,,팔렌시아 성 지하에 마지막 불의 돌이 있었다니.,팔렌시아 성,,19,パレンシア城の地下に / 最後の火の石があつたなんて。
8/S8012.DAT,0x482B2,0.08,,무언가 사악한 것이 느껴져.,,,,何か邪悪なものを感じる。
8/S8012.DAT,0x482F6,0.12,,탄식한다고까지 하고 있고 말이야.,,,,<G:90>嘆きし<G:89>なんて言つてるしね。
8/S8012.DAT,0x48340,0.06,,저 성에 들끓고 있는 놈들을 쓸어버릴 기회다. 나도 함께한다!,,,,あの城にはびこつている / ヤツ等を一掃するチャンスだ。 / 俺はのつたぜ!
8/S8012.DAT,0x483A2,0.11,,물러설 수 없는 싸움인 것은 알고 있다.,,,,引けぬ戦いは承知の上。
8/S8012.DAT,0x48466,0.19,초핀,초핀: 언제든 정비해 놓고 기다리고 있겠습니다.,,,,チョピン いつでも整備してお待ちしております。
8/S8013.DAT,0x4766E,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
8/S8013.DAT,0x476B6,0.08,,|출발|그만|유용한 정보,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!
8/S8013.DAT,0x47716,0.12,초핀,"초핀: 그럼, 이쪽으로.",,,,チョピン  / では、こちらへ
8/S8013.DAT,0x47846,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
8/S8013.DAT,0x4793E,0.11,초핀,초핀: 어느 것에 관해 말씀드릴까요?,,,,チョピン  / どれについてお話ししましょう？
8/S8013.DAT,0x47996,0.06,,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ
8/S8013.DAT,0x47A12,0.07,,|포코의 악기|투기장|키토우올|그만,,,,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。
8/S8013.DAT,0x47A84,0.05,,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ
8/S8013.DAT,0x47AFC,0.06,,|포코의 악기|투기장|키토우올|다음 페이지,,,,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ
8/S8013.DAT,0x47B6E,0.05,,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。
8/S8013.DAT,0x47BE8,0.10,초핀,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,,,,チョピン  / ゴーゲンさんが仲聞になつた後にオルカスの丘のストーンサークルへ行きましたか？
8/S8013.DAT,0x47C4C,0.11,초핀,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,,,,チョピン  / ここでは、あるアイテムが手に入ります。ストーンサークルだけに・・。
8/S8013.DAT,0x47CAC,0.05,초핀,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.,,,,チョピン  / バトル中に、自分のターンで / スタートボタンをおすと / ステータスを見れますよね。
8/S8013.DAT,0x47D10,0.07,초핀,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.,,,,チョピン  / その時に、カーソルと<CTRL:E7:02>でリングの中の技を選んでアイコンの位置を変えられるんです。
8/S8013.DAT,0x47D7A,0.09,초핀,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.,,,,チョピン  / これは、一度変えるとセーフされるので / すつと使えますよ。
8/S8013.DAT,0x47DD8,0.12,초핀,초핀: 소환수는 전부 합쳐 둘까지 있다고 들었습니다. 그중에는 찾기 어려운 것도 있는 모양이니 여기저기 찾아 보십시오.,,,,チョピン  / 召喚獣は全部で6までなると聞いております。中には見つかりにくいものもいるようなのであちこち探してみて下さい。
8/S8013.DAT,0x47E52,0.09,초핀,초핀: 포코 님의 악기는 전부 여섯 개라고 들었습니다. 모두 찾으면 상당히 강한 부대가 될 수 있겠군요.,,,,チョピン  / ポコ様の楽器は、全部で8つになると聞いております。全部見つかると、かなり強い兵隊になれそうですね。
8/S8013.DAT,0x47EC8,0.10,초핀,초핀: 그 뒤의 투기장에서는 배틀에서 이긴 수를 세고 있는 모양입니다.,,,,チョピン  / その後の闘技場では、バトルに勝つた数を数えているみたいですね。
8/S8013.DAT,0x47F24,0.09,초핀,초핀: 분명 좋은 일이 있을 테니 힘내서 기록을 세워 주십시오.,,,,チョピン  / きつと、いいことがありますから / がんばつて記ろくを作つて下さい。
8/S8013.DAT,0x47F84,0.08,초핀,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.,,,,チョピン  / ゴーゲン様のキートウオールの魔法の火に<G:90>大きな爆弾<G:89>を投げ込むと大爆発が / 起こるそうです。
8/S8013.DAT,0x47FF8,0.12,초핀,초핀: 몬스터가 많은 곳에서 써 보시는 건 어떻겠습니까?,,,,チョピン  / モンスターの多いところで使つてみては / どうでしょう。
8/S8013.DAT,0x48052,0.07,초핀,"초핀: 라마다사에서는 등급을 두고 수행을 하고 있는 모양인데, 그것을 모두 끝내면 얻을 수 있는 액세서리가 있는 모양입니다.",,,,チョピン  / ラマダ寺では、ランクを設けて修行を行つているようですが、その全てを終えると手に入るアクセサリーがあるようです。
8/S8013.DAT,0x480C8,0.12,초핀,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...,,,,チョピン  / ただ、ラマダ寺でもらえるわけではないようですが・・・。
8/S8013.DAT,0x48124,0.13,초핀,"초핀: 로맨싱 스톤이 있는 곳을 알아냈습니다. 하나는 스메리아의 토우빌, 하나는 아라라토스의 유적 던전,",,,,チョピン  / ロマンシングストーンのある場所がわかりました。1つはスメリアのトウヴィル / 1つはアララトスの遺跡ダンジョン、
8/S8013.DAT,0x48198,0.11,초핀,"초핀: 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계신 모양입니다.",,,,チョピン  / 1つはゴーゲン様が、最後の1つはアークさんの父上が持つてらつしゃつたみたいですね。
8/S8013.DAT,0x48202,0.08,초핀,초핀: 전투에서 경험치가 두 배가 되는 장신구가 있는 모양입니다. 이름은 비단 띠. 누구나 쓸 수 있는 것 같군요.,,,,チョピン  / 戦闘での経験値が倍になるアクセサリーがあるようです。名前は<G:90>きぬのおび<G:89>。 / 誰でも使えるようですね。
8/S8021.DAT,0x47A9E,0.14,사류족 남자,사류족 남자: 저곳이 우리 마을입니다.,,,,サリュ族の男  / あれが我々の村です。
8/S8021.DAT,0x47B1C,0.18,사류족 남자,사류족 남자: 아젠다 고지에서 온 우리 조상이 처음 살았던 곳입니다.,,,,サリュ族の男  / アゼンダ高地から来た我々の祖先が / 最初に住んだ場所です。
8/S8021.DAT,0x47B8C,0.11,사류족 남자,"사류족 남자: 그 시절 이곳은 물과 초목이 풍부한, 매우 살기 좋은 땅이었다고 들었습니다.",,,,サリュ族の男  / そのころは、ここは水とみどりの豊かな / それは住みやすい土地だつた / と聞いております。
8/S8021.DAT,0x47BFA,0.06,,이 사막의 나라가? 선뜻 믿기 어려운 이야기네.,,,,この砂漠の国が？ / 急には信じられない話ね。
8/S8021.DAT,0x47C46,0.08,사류족 남자,사류족 남자: 공항에서 큰 건물이 보였을 겁니다.,,,,サリュ族の男  / 空港から大きな建物が見えたでしょう。
8/S8021.DAT,0x47CB0,0.11,,"굉장히 투박한 건물이었는데, 저것은 무엇이냐?",,,,えらく無骨(ぶこつ)な / 建物だつたが、あれは何じゃ？
8/S8021.DAT,0x47D10,0.09,사류족 남자,사류족 남자: 저것은 동력석을 캐는 곳입니다.,,,,サリュ族の男  / あれは動力石の採使場(さいくつじょう)です。
8/S8021.DAT,0x47D7A,0.08,사류족 남자,사류족 남자: 동력석은 이제 모든 나라에서 기계를 움직이는 원천이 된 것입니다.,,,,サリュ族の男  / 動力石は、今ではあらゆる国で / 機械を動かす源となつているものです。
8/S8021.DAT,0x47DF2,0.07,사류족 남자,"사류족 남자: 천 년 전에 로마리아에서 온 남자가 동력석을 이용해,",,,,サリュ族の男  / 1000年前に、ロマリアから来た男が / 動力石を使つて、
8/S8021.DAT,0x47E4C,0.11,사류족 남자,사류족 남자: 다른 나라에 팔아넘기는 장사를 시작했습니다.,,,,サリュ族の男  / 他の国へ売りつける商売を始めました。
8/S8021.DAT,0x47EA0,0.08,사류족 남자,사류족 남자: 동력석은 비싸게 팔려 나라가 단숨에 부유해졌습니다.,,,,サリュ族の男  / 動力石は、高値で売れ / 国はにわかに富みました。
8/S8021.DAT,0x47F0E,0.11,사류족 남자,사류족 남자: 하지만 급격한 캐는 일은 자연에 이상을 일으킨 것입니다.,,,,サリュ族の男  / ところが急な採使は自然に / くるいを生じさせたのです。
8/S8021.DAT,0x47F6A,0.12,사류족 남자,사류족 남자: 점점 나라가 메말라 가기 시작했습니다.,,,,サリュ族の男  / 少しすつ、国はかわきはじめました。
