physical_index,char,unicode,sources,v240_piece_indices,official_piece_indices,pixel_hamming,changed,before_bitmap_sha256,after_bitmap_sha256
395,렌,U+B80C,V319 atlas identity; V320 assignment,86/210/252,106/232/308,26,1,73CD75CE4531B0A4D53B4E69F6DD4CC30C62ED67730D4D24567CD5BF58BA4DB9,309E12736BD72A1CB80B20B254C3B35EB7D778955B1DA8269F18FA0CE006848D
396,맞,U+B9DE,V319 atlas identity; V320 assignment,87/205/270,107/227/270,16,1,3A8969978C5A87E27C75810375CA7AE671A10BAF4B53A57B2E3AE7124F4DB9EF,380BF84EA38C5AB1075AA8701D305A915337CA6FA44FE94DA47C100FED3C02AA
397,향,U+D5A5,V319 atlas identity; V320 assignment,99/207/269,119/229/269,22,1,4E47B4AAEAC453A21070CA102E2E909278230CF573DFA32F23BFF567C453F1B1,DF39FE1207432F3E1A74E1C1A695F7EF62665915DDB6B4C1C24FA5C83D0A05D5
398,키,U+D0A4,V319 atlas identity; V320 assignment,16/203/-1,16/181/-1,0,0,5B30C0BCA3519073FE230D1FD0ED8D9DEA555CB4BC4ADB7A5FC12516AAD7CB9E,5B30C0BCA3519073FE230D1FD0ED8D9DEA555CB4BC4ADB7A5FC12516AAD7CB9E
399,개,U+AC1C,V319 atlas identity; V320 assignment,1/184/-1,1/162/-1,0,0,00F7143EC184D038AC5A7A9D023138DAA2834AE49D9DBC4253EA2714FB0DCA2E,00F7143EC184D038AC5A7A9D023138DAA2834AE49D9DBC4253EA2714FB0DCA2E
400,식,U+C2DD,V319 atlas identity; V320 assignment,90/225/249,110/247/277,18,1,51B7C69C92148D5640172891656F30AD32E7AB0BE93015C7FA3096BFE7D1ACC1,DC5F67D378BCCC1E56098EBEE573D38CC41D23431E09DD5A4E71F9851AF68CE0
401,봉,U+BD09,V319 atlas identity; V320 assignment,108/213/297,128/235/353,76,1,14926C36E248EDAE34103EEEEA9F6FA595702EB5172FFA0D7E248F7346F9F552,F06CFC77A809B6B9654B378B53E0D9F6E9454399F141A8E334AD43C1BD89BEC9
402,차,U+CC28,V319 atlas identity; V320 assignment,15/161/-1,15/183/-1,0,0,1CFD42168E54D7090189D25AD1F0E2C5CF44A124654DE15AECFA08F0B5833723,1CFD42168E54D7090189D25AD1F0E2C5CF44A124654DE15AECFA08F0B5833723
404,따,U+B530,V319 atlas identity; V320 assignment,5/161/-1,5/183/-1,0,0,411DA4E1D9787E0F13348CEE68B2A0DCB8C64AE92E51C259E0984D9EC70105B4,411DA4E1D9787E0F13348CEE68B2A0DCB8C64AE92E51C259E0984D9EC70105B4
405,앞,U+C55E,V319 atlas identity; V320 assignment,92/205/274,112/227/274,22,1,9A3FE4AD39F79274462C83E0853BFD5D7C4004060EC9BDD5FFA75CA23E4B5E60,764B1701F681C85230B0A3F2D778C7A2502085C2FD918B01727986D448CAF96C
406,둘,U+B458,V319 atlas identity; V320 assignment,124/218/312,124/240/340,23,1,1942C72CBEF713F3011502F5C46C829C2BC40A483D886FEBAF669D1C8964EBAC,192F89BF14A6B542D76CDEA1F3421E3C18751E23B1269D7320B155BA8C59F9A5
407,잖,U+C796,V319 atlas identity; V320 assignment,93/205/254,113/227/254,18,1,2E29CF66C9987F7B5CCE3DEB5216887D59D0B7AD482B9242B6DFF9DA0457D577,F782D6D432507BA83096850A01C346D905ECCB9335A18020B30CB5B5135A47AC
408,겨,U+ACA8,V319 atlas identity; V320 assignment,1/189/-1,1/167/-1,0,0,92766C521120265EDEE0E5706BBB2744CF40E32D68249BBEF9EA68ED0894089D,92766C521120265EDEE0E5706BBB2744CF40E32D68249BBEF9EA68ED0894089D
409,테,U+D14C,V319 atlas identity; V320 assignment,17/166/-1,17/188/-1,0,0,ACA16F71FCC675E883A59C12FAA7B978F95850C686AD1DA671EA277CC9698DE6,ACA16F71FCC675E883A59C12FAA7B978F95850C686AD1DA671EA277CC9698DE6
410,른,U+B978,V319 atlas identity; V320 assignment,106/223/280,126/245/336,53,1,518834B095E261275B233F63BA02E91EDF795F5892D04E714633EDC899F21FF2,4B08B15B71198AFD1788FF5CF036C15ADE04AE5E1DC70A45D18CDCA4C480F950
411,맡,U+B9E1,V319 atlas identity; V320 assignment,87/205/273,107/227/273,16,1,4F6F8AB144EA20673FDF33C79BFA9F7D0168E33004DE5748C384130F04F001B8,1C26232482A4234B4D1AC46C4EE68305050BB1906BE052ABD85DAA202AE2CC0D
412,먼,U+BA3C,V319 atlas identity; V320 assignment,87/209/252,107/231/280,16,1,F4B1B39377FC0FB60D15E42539CC108F3F0567866E9D124D409B6BEA6DC4349F,E8911526B75EED3D753F503A36FF959C0EC01F395D341370415036335575F73D
413,임,U+C784,V319 atlas identity; V320 assignment,92/225/264,112/247/292,22,1,25950EB01A432DBEAC892FDC5368D636816F0201623AE94416A249BE9ACA18A7,00FF067F3D81CC94DB887A1F7F8B97B56D399D243C7B000EAD099EA93CF6546B
414,헤,U+D5E4,V319 atlas identity; V320 assignment,19/166/-1,19/188/-1,0,0,71834506A39E4C607120C8112C04A8B66C7A8E433A056376323C1FCE2E94720D,71834506A39E4C607120C8112C04A8B66C7A8E433A056376323C1FCE2E94720D
415,빛,U+BE5B,V319 atlas identity; V320 assignment,88/225/271,108/247/299,16,1,42AE95C18F650F6B221BA8C752F5BDEB7377828967CE323164A01FF596D66887,119E0256208B95DB324B140C4529570C388936C465021E63AC0A2A7430EB7931
416,련,U+B828,V319 atlas identity; V320 assignment,86/211/252,106/233/280,15,1,31FFCC8B7BF9EB3247FA5BA3057BE60B14DF06D0946B4E4411DB3684391005A6,ADF33E9850FBC15CB8BE2E3487701E762E357D501BE36DE06F3575F9781CA903
417,된,U+B41C,V319 atlas identity; V320 assignment,144/216/336,144/238/280,19,1,174E5D7F33E47840DFF5DE09621EEF2F4F61F7E47C4851EB2CA5CA878942CF49,19791825181A1D388E46A51C57EA9E4F44454B3B084D17B37BE01B8EC7748CCB
418,써,U+C368,V319 atlas identity; V320 assignment,11/165/-1,11/187/-1,0,0,EC7FF022953B3CF0B0498298E2A2876BB15DD5D810B12BB3098FF8F68B6ACE87,EC7FF022953B3CF0B0498298E2A2876BB15DD5D810B12BB3098FF8F68B6ACE87
419,브,U+BE0C,V319 atlas identity; V320 assignment,28/179/-1,28/201/-1,0,0,7E4B21C4F182B833855D3976E8CEDF6C7B361A3F4C946F5379E9FD506C962020,7E4B21C4F182B833855D3976E8CEDF6C7B361A3F4C946F5379E9FD506C962020
420,매,U+B9E4,V319 atlas identity; V320 assignment,7/162/-1,7/184/-1,0,0,21060C05CD0B7A8574B0B72FD7B2CC83136F008280BAC334AA037FC6384E6D76,21060C05CD0B7A8574B0B72FD7B2CC83136F008280BAC334AA037FC6384E6D76
421,릴,U+B9B4,V319 atlas identity; V320 assignment,86/225/256,106/247/284,15,1,9191B4A25B2AB85D5CD1AAE0E8EDDB0972D940BC71CB808884DE00BF2E23D025,E89CB0C6AB27876FAEB83316CE2A299CB2A0BA16B88CED2D09CE5365BC3D1AE3
422,켜,U+CF1C,V319 atlas identity; V320 assignment,16/189/-1,16/167/-1,0,0,949BAE0CCE77B570AAB57B412BAF945A1D5CD893EFC5C2A061D1AAD6EA308B5C,949BAE0CCE77B570AAB57B412BAF945A1D5CD893EFC5C2A061D1AAD6EA308B5C
423,돼,U+B3FC,V319 atlas identity; V320 assignment,64/171/-1,64/193/-1,0,0,BF0E7DA87AA131BFC8F363431C9A8B10765C3CC6F62F4861F0D480DBB4834EEF,BF0E7DA87AA131BFC8F363431C9A8B10765C3CC6F62F4861F0D480DBB4834EEF
424,디,U+B514,V319 atlas identity; V320 assignment,4/181/-1,4/203/-1,0,0,D8A017996BABB318006E96FDAD66320307EAED1C9A0FAC9156863E5C036E2802,D8A017996BABB318006E96FDAD66320307EAED1C9A0FAC9156863E5C036E2802
425,몰,U+BAB0,V319 atlas identity; V320 assignment,107/213/284,127/235/340,59,1,3BF2C0B8F2AC56A7AFA95D0FA472B16903696DE1ABA6A1E235DFC5B6DB358A0A,3664D7B49416BFC367C45B8EB687251037A032B0596DD451E1FD74579B654C05
426,함,U+D568,V319 atlas identity; V320 assignment,99/205/264,119/227/264,22,1,51C06BA3C13570DB798787B289A5073B6C79C5374EB59603EDBA615639204D99,D5283630374B44B57A08D014475B5F6EB1D4960A3B3051B7B414DC6FE1D6A83B
427,점,U+C810,V319 atlas identity; V320 assignment,93/209/264,113/231/292,18,1,FD328FD8666572E68E1E67A8D536AFAE15D8CE8FBBF8C9F289A1B03E976E1D94,2DFB1CCBAE730F91FDD031CDE220F8839767441C3278AB8B70C79C21AF472AB2
428,탄,U+D0C4,V319 atlas identity; V320 assignment,97/205/252,117/227/252,15,1,94DE0C74FB310BCCF453B801E172C786CA7193DF45F338FF1F772CA6EB62716F,ADBB4E2444F643FAD3962300D8B0D5ED57E8CCF9D925FDA60CE2D379C65DE8CD
429,태,U+D0DC,V319 atlas identity,17/162/-1,17/184/-1,0,0,9947F609E032CC548142E394CEC7E774559D20AA093EF758A296A76D8C65F8E7,9947F609E032CC548142E394CEC7E774559D20AA093EF758A296A76D8C65F8E7
430,뿐,U+BFD0,V319 atlas identity; V320 assignment,129/218/308,129/240/336,23,1,C5948A5202570E62CA45890FC2421819A4B103DF155F7A27EB8E33F0640C899A,F0ADC18B055FA9176F66E92DDDEBADFD36BF503913D4D08D247B99DAAAB45DE9
431,린,U+B9B0,V319 atlas identity; V320 assignment,86/225/252,106/247/280,15,1,76B4FD53D4D33CA6898E13013BE6535275AF9A4DEBA994AAC39B8CE1FE84A536,FD9D3F152B5A095B38313C398E4BA3E1B510538650F2EB6674C22287B2C51A92
432,셨,U+C168,V319 atlas identity; V320 assignment,90/211/268,110/233/296,17,1,BFC7F39CA16A660281C63D51357A5B7CAA619B5DDA9637A0F78FA502A0C1A864,793360343872E7201CC5F7DAE843D8CA0C4C770146E4A45C94E3E812864C3A44
433,밖,U+BC16,V319 atlas identity; V320 assignment,88/205/250,108/227/250,16,1,EFFD11E3C99ACCD09430F40EF2BB1958FA79E75F381B0EE37EF94DA6444F638C,96321FA53152E29DCC13EA0EB238D1D16F089894ABFEED4A6BF1F18D82F9FD81
434,통,U+D1B5,V319 atlas identity; V320 assignment,117/213/297,137/235/353,69,1,212D8EC27A977B2BC07539C48A45BD50716E1BA3700FFC27D1284D9C5FB40B70,9360B456901AED376DB9A99288CCB4B14E029F1AF1E2ADE010672C5EE399A6EB
436,될,U+B420,V319 atlas identity; V320 assignment,144/216/340,144/238/284,18,1,30F0F848DC8F1BC79E62BFC96248FFDFC09B243EA06286B1BB74E2D00705D1D7,8EBBF4546609127E9C8299139F2669CBA5653AE94EF990D4A9B64E3D0C73630C
437,절,U+C808,V319 atlas identity; V320 assignment,93/209/256,113/231/284,18,1,A1B0FEF1B58E6AF0C85123E84ABD6840CBB56C1D0C14409F533D62B292A8908C,483AB3BF29DD50E9BD239B2EAE24703549F2DE10689F64ADF43AF4FBB30B5C25
438,믿,U+BBFF,V319 atlas identity; V320 assignment,87/225/255,107/247/283,16,1,850C0F742A8523F8719A078DCA070513EE1A61DF6C65A07D092E7335F904150A,46E5D04CC9899AB1C2FD9B2B8C5974AE4A3412D4EC39754DDC2BCB32121006E7
439,됐,U+B410,V319 atlas identity; V320 assignment,144/215/352,144/237/324,36,1,50BC009FF02C57EDC8FAACDFBE89600D326D9381B93021C571F5A112F10FE9F8,30455BD9EF5FDDC11935D78A8AA21F4E922C7389D81ACFFA0F9287B93BBCEB66
440,멸,U+BA78,V319 atlas identity; V320 assignment,87/211/256,107/233/284,16,1,208F6B56E5B5305109EFF22A5987A1E724E9754B2D6770D2ED15B74A09445A8D,B79C626F64162F72E171ED3C3E3D547C7B6E3BF783A9871AB9F6EC921506D13D
441,봐,U+BD10,V319 atlas identity; V320 assignment,68/170/-1,68/192/-1,0,0,2853380D0ED9A216BCA2BF02D8D848EC87BC26851110B0818F976D96D20E54B4,2853380D0ED9A216BCA2BF02D8D848EC87BC26851110B0818F976D96D20E54B4
442,닌,U+B2CC,V319 atlas identity; V320 assignment,83/225/252,103/247/280,13,1,86F135E5EF133C0223EF852A54B1C157C36884CEFF67D34F26CAFDA16A7047FE,05EB361BABFB3DDA298B6B241DC8CD47292CD01A3DC03C8A0C549BE7F7DFCBCF
443,틀,U+D2C0,V319 atlas identity,117/223/284,137/245/340,57,1,C1F4955C92B1F75D41A5AD50F887555C37C81BE59DAB6FB63695FD337B8BA2A5,1B799AD4BC6ADBFF27D32FAABE681FD9B12C8A0BC5E597F0A1582CB1922469CB
444,활,U+D65C,V319 atlas identity; V320 assignment,159/214/340,159/236/256,18,1,8649EBF748D1AC03B1E8F42368DE0EC3E611523FA7CB19174713AC32B9AF0ADD,3976BC9E67720F0B79372EFB2D39A126E04BF4F2A9E63ACEC93B60EE87022539
445,집,U+C9D1,V319 atlas identity; V320 assignment,93/225/265,113/247/293,18,1,7B943FC2B7B25A40FC2E2A720BFDCD61CA40C489E123433AC24EEA28EACAA5A0,9C09634C2580E18CAB4C6F4691CF568760EB06A6E92C60B400F0EF7CCD893BA6
446,욕,U+C695,V319 atlas identity; V320 assignment,112/217/277,132/239/333,50,1,140ACFADFB96D6274DBF1676498777C8D156F8220E8D3D4897D72CFE95337E32,1755DE41F2574E205618CBAA1CDA9E70410E7B6A3810AFE1E641FD2A33B2E38D
447,벌,U+BC8C,V319 atlas identity; V320 assignment,88/209/256,108/231/284,16,1,8878CA942BB102ACD71A51C57744BF0D6928DD00658646A49A2AE662F02EE690,AF631D129DF2A7AD10273EF591A30E9E17ABF15BFF17A480BA5316DC9269FFD5
448,술,U+C220,V319 atlas identity; V320 assignment,130/218/312,130/240/340,23,1,BC6682F43EC95BE94E14A99E0D54110967D9B9280E2764EE09E3E0ABC8C6C7E0,0BCE9B42C3F472F30AC99E38380A3151D466EE7E90C74F4178A0590E9F93B53E
449,꾸,U+AFB8,V319 atlas identity,42/174/-1,42/196/-1,0,0,490869B3F4C46675A8ABEAF1C86680E4E8B3DE0592CDCBB936D87B6E3DF082F6,490869B3F4C46675A8ABEAF1C86680E4E8B3DE0592CDCBB936D87B6E3DF082F6
450,천,U+CC9C,V319 atlas identity; V320 assignment,95/209/252,115/231/280,18,1,40EDB380D5D010AC4ECD6EA4D7CAB58B8C0FEC8F5AC6C71E869E505ED44F8BFC,486990A1AE598C30E6DC96FDA2B27E7CE24B677B7BA629B959C5616F7C287463
451,떠,U+B5A0,V319 atlas identity; V320 assignment,5/165/-1,5/187/-1,0,0,CDDE061C5DFB7EC708C3383B068573FC36523C6634C4179E7681B1C00C9AF827,CDDE061C5DFB7EC708C3383B068573FC36523C6634C4179E7681B1C00C9AF827
452,델,U+B378,V319 atlas identity; V320 assignment,84/210/256,104/232/312,18,1,38AA300B18EEA0F4F6CD0D118127A8580BBF7DAB86B21E7B4B8257EE25CD9622,CEA2ED101A20581FD55FB783973D96864C418AFD99F3A0A7F77805F21B7FD269
453,줘,U+C918,V319 atlas identity; V320 assignment,73/175/-1,93/197/-1,0,0,E506FFDE69CDCCF14599184DCEB1E64200E50A43F453CC005E362D7484E94881,E506FFDE69CDCCF14599184DCEB1E64200E50A43F453CC005E362D7484E94881
454,악,U+C545,V319 atlas identity; V320 assignment,92/205/249,112/227/249,22,1,9D5408D27547EB7B6DA89767B62AFCE5F8D79B990F535A346493B165CBF6A995,9B2497C2DE2BD6644CB2119A5C3D56C89552C96865FE865308D6F68F8869CFEC
455,민,U+BBFC,V319 atlas identity; V320 assignment,87/225/252,107/247/280,16,1,5A830AAB515397CCB36B3365B2AB719CBAD7CE9B9350DB83F072E11BEA23BFAB,6902DFD434C8326F464F727955B4EEEFAC9B4E34F97AC8F1332D07FF97EDEBCC
456,능,U+B2A5,V319 atlas identity; V320 assignment,103/223/297,123/245/353,66,1,3C614885EC52E9EF0E097121AA8D28A564ACF4759A2F9014C48717E30D6B79C2,FC41B1BF4555FD5E073B4D211955E1DA7B3A9CC71665B9719EA619DD8DAE029C
457,겁,U+AC81,V319 atlas identity; V320 assignment,81/231/265,101/209/293,18,1,9892B05E46C3797CB1D00691516170A20D1BE3914C7080F907AA22DF750CE7E0,888883938BC8943DCBEA5B9E88BFC0C3A522FA42FA9177172FF448F3F0962D56
458,벨,U+BCA8,V319 atlas identity,88/210/256,108/232/312,20,1,DCE44EE1B46C74B41BB2AA0C7B13613561FE4752D66657D5BA0FC6FC06697970,2638E5D240F46BC64C1BF39158635083D311B6FB3A0FC192B8634B6F0E48B1FA
459,톨,U+D1A8,V319 atlas identity; V320 assignment,117/213/284,137/235/340,53,1,28A9BD2CCD396481CCAFAE8E4C83EF6143170F12B925782027F66505B3800A16,874FF50C68D76753454DD9324D585B1ADF109C4B152C4595210DB452B9DC821E
460,쳐,U+CCD0,V319 atlas identity,15/167/-1,15/189/-1,0,0,0CFDE38B53C8AC8CF6A4949CFA3F619D56BAA88D4D7B6888C4663AFAB9ABD8FB,0CFDE38B53C8AC8CF6A4949CFA3F619D56BAA88D4D7B6888C4663AFAB9ABD8FB
461,항,U+D56D,V319 atlas identity; V320 assignment,99/205/269,119/227/269,22,1,B0605C75A78AE38EF65664A3B0D813CFF6F3F62C29556AFB661ABE1BF9180113,D714D712D66CF9213AECB398D2221075A53722134D6A66C7B48F7769CCD3CD65
462,별,U+BCC4,V319 atlas identity; V320 assignment,88/211/256,108/233/284,16,1,9A649F56B7F080927C21DF7946164740E5BEF805A604D2CA9C2CE460E2BC2998,9A3F4FE8E7E119AAD74D9223588EA54645E9824236F6A6C24585F8BCAF268F86
463,넘,U+B118,V319 atlas identity; V320 assignment,83/209/264,103/231/292,13,1,C8E78773B9DEE65EE04E42829D23D4F2B6CD2F6C912C531AEB53D7691180C153,0BFC0FE625D62B1896A40F4578387C8B73F45935958AD6E465C49AF58E0EEFDD
464,큼,U+D07C,V319 atlas identity; V320 assignment,116/245/292,136/223/348,54,1,B6C1235BE014E83735DD730A3173DF4C6905927B3BD8BB86179632234B66C3E0,CE336544AA81DC924E9915C642F612A06E05BFA8A649923095D0FA483BA580A4
465,커,U+CEE4,V319 atlas identity; V320 assignment,16/187/-1,16/165/-1,0,0,9F5E6064A30A5934ABBC80E31DF3414D9EEA0F26A366B2E896399E8E50E88216,9F5E6064A30A5934ABBC80E31DF3414D9EEA0F26A366B2E896399E8E50E88216
466,튼,U+D2BC,V319 atlas identity; V320 assignment,117/223/280,137/245/336,58,1,09AE38F6872EF0E2C3EEB9E67766D98DFD8C47243E3268FD479038FE34072CA3,C420D16F9141DC0D49733B6440E093EABA7A39E9A9D11C6F716DCAA7ED677479
467,케,U+CF00,V319 atlas identity; V320 assignment,16/188/-1,16/166/-1,0,0,B60449050F0399619F76FF1105B9ACE76433233F8AFF35E2E9D0A8BC8B30B078,B60449050F0399619F76FF1105B9ACE76433233F8AFF35E2E9D0A8BC8B30B078
468,뭔,U+BB54,V319 atlas identity; V320 assignment,147/219/336,147/241/280,19,1,6C11BC84076C48420CBE18B3A6DACD3545B2DA7F1993F0D1630327E00CAD73AA,383EA5ED995BD476F892F9220B86131BD50301C1864109145C82053034E7EB9B
469,영,U+C601,V319 atlas identity; V320 assignment,92/211/269,112/233/297,22,1,021DCB482965958AD0FBCF6D48FA35BEABA278B06441213635806FDBEAD61E6E,8C9C0237A20421E0DB28C2FC4CB3F0E05625FCA93F04C1CF8C094A910CABD639
470,긴,U+AE34,V319 atlas identity; V320 assignment,81/247/252,101/225/280,18,1,8AD3791CAC14ADE1EF04C93916DB485AB27DC131AC79DBD34A9A6E9BF6C9D33A,AE99F3B8F9EF4624678FE01A646C94D7F5A5F343065D21477DF1108663AE19D5
471,슬,U+C2AC,V319 atlas identity; V320 assignment,110/223/284,130/245/340,46,1,E6061563B8AB705D7CAFAC396D7E4CA38BB1EA5C74C1D98637B1187906DCA246,E690AABDE7090B1A61914E0DEDE8CC9849ED737F1DB4A13B4961477D7D3726D1
472,졌,U+C84C,V319 atlas identity; V320 assignment,93/211/268,113/233/296,17,1,793AC9D5359C5C8EFF26232E30E5E29FA5F25C3C9BCD312B765233DA54B142E7,20B3F6E992CF553A59FCA4EDBF123F5862741F860413421E355E9022AAE981C8
473,베,U+BCA0,V319 atlas identity; V320 assignment,8/166/-1,8/188/-1,0,0,E3C73A1A97036DB15CAC429FB857D73902B29386FAF3668EB0CB7E1C3D680055,E3C73A1A97036DB15CAC429FB857D73902B29386FAF3668EB0CB7E1C3D680055
475,클,U+D074,V319 atlas identity,116/245/284,136/223/340,47,1,CA75E2C1DA7EA310EC39735564172C1020B821210B6AF3DA9A95C13DB6D14259,2F6177875A690E17B4F38D400DC4FD5AF98207D68C4AFAF5130E0FCC89DEEBF4
476,축,U+CD95,V319 atlas identity; V320 assignment,135/218/305,135/240/333,19,1,AA57BDC415FEABA64F91A0FA09CC2E53451967FBE37BB315031B0AB7A228993C,D1CFFCBC2D5317C5EBEA948D644D284D44789F44A99735DCD8530C2AC25FF6F5
477,엄,U+C5C4,V319 atlas identity; V320 assignment,92/209/264,112/231/292,22,1,54A62D277A27A2DBD95135685CEEF537B029A2F4CB3E73C26E8F468DC37B7323,871815999350EFEDD58AE3E996807B07F05B19410454C55A9BB956F18D7BD496
478,잠,U+C7A0,V319 atlas identity; V320 assignment,93/205/264,113/227/264,18,1,4F5AF57B9CB04698E2A95749D46A7E3BAF536DC3530D44F55F133094388DBCEC,89E32BA46D04DA2A0FCC8B2310BDA830D1839325748F335EF4B0D3F5736C0222
479,탁,U+D0C1,V319 atlas identity; V320 assignment,97/205/249,117/227/249,15,1,857107609D2D69198DD2169AD0CE564708F66146686D90F1B11A31B83C7D9B27,EA50D2252C56C5A87838FAE9B7CE2DBD6536F099E80CC1BAFFA73C0572DB39C4
480,침,U+CE68,V319 atlas identity; V320 assignment,95/225/264,115/247/292,18,1,8570A881BD274F9BDB1048D3F8B87C5BDB1CD8D2E513B397C57EA1D5F7B43147,08603931A10D0D82BF297D9E445FCCDE341DCB5AC376B995D055496A9B59F25F
482,맨,U+B9E8,V319 atlas identity; V320 assignment,87/206/252,107/228/308,27,1,F101F8EC74B0B2F92F9EF9F950AE20370B2C4A2E9AED6DE75DF3A2D3B039B73F,371EDE93A0FB98FEB38C267F8EA708B1187164BD7599A37682974AE4CA132ECD
483,증,U+C99D,V319 atlas identity; V320 assignment,113/223/297,133/245/353,64,1,D192422418B3727963F56C7240F7454A4D1BB703D9F1232E8146F2466D53F868,E331F0BC4E3CBD40FB9C9468690D10DADBA81ED66EBACBF97FD225565D49E5B1
484,견,U+ACAC,V319 atlas identity; V320 assignment,81/233/252,101/211/280,18,1,AF2BB6D425D5345A54B242F4A21DE1BF5B0E4EFF3407F668DEAF416991DC8EAC,F2F9E1C84A8742491F7F7516E75274815D8C5A57627E15BE61280014DF3FEC03
485,뜨,U+B728,V319 atlas identity; V320 assignment,25/179/-1,25/201/-1,0,0,A6C40D9C8485DA70C894B0D5D7EF43C656934BFDB0596A3C9735E9BC8B6B71E1,A6C40D9C8485DA70C894B0D5D7EF43C656934BFDB0596A3C9735E9BC8B6B71E1
486,갑,U+AC11,V319 atlas identity; V320 assignment,81/227/265,101/205/265,18,1,2DCE30B27766D6F3028FB6D149815CEC18C6803557CE37024FFB1EA730F8F061,F1871CE190BE28BE07E1CC7FA42108C6402EEDD6F6A24025AF88B5F8D1D10E2D
487,눈,U+B208,V319 atlas identity; V320 assignment,123/218/308,123/240/336,23,1,1499220137EC80C90100A2D42BB56CB10EE9754BDC3B6951C10A40956EEA59E3,529BB226E64CEC77DABF0EF58083ECB0B57F6F24EC7BB5EAC249F56D3FE53BD4
488,곧,U+ACE7,V319 atlas identity; V320 assignment,101/235/283,121/213/339,43,1,2C762E9EAB813542D1F33E93C97ADD0D9DE3105AD6FEA4DDF342C0F6B9252537,51DD961D7E9DB5C418313B83E842441F565A4BC9B2A4FFC03DEEEAB5614E3554
489,애,U+C560,V319 atlas identity; V320 assignment,12/162/-1,12/184/-1,0,0,36139DFC0A2748E58A74E2E88B30D30A0DE8181C7CDD1B38169C393B1A3DC1CF,36139DFC0A2748E58A74E2E88B30D30A0DE8181C7CDD1B38169C393B1A3DC1CF
490,잡,U+C7A1,V319 atlas identity; V320 assignment,93/205/265,113/227/265,18,1,B4CD2076BC1C8A98C18D71B51113FD34E6BC874C1D5ED12681CFE7A6A5E71E30,025EFC6A22C76C9345D71FE8AF43E5BD4D440494CE479A686A1951D79AAE76AC
491,잊,U+C78A,V319 atlas identity; V320 assignment,92/225/270,112/247/298,22,1,AD935D87F465C96F5DCDE2947AC000970A71EF6B1FA3D3FFC82C4C51774AAE36,A2DF7961801CC0E77537BCBCBDE628D2F120322FC33A8A0977F13BF5274B6F6B
492,료,U+B8CC,V319 atlas identity; V320 assignment,26/173/-1,26/195/-1,0,0,3353E93AA20A8008A1010FA8B5D58C5D2B0FCE09CAD7A8B02110F0A243F2C807,3353E93AA20A8008A1010FA8B5D58C5D2B0FCE09CAD7A8B02110F0A243F2C807
493,빼,U+BE7C,V319 atlas identity; V320 assignment,9/162/-1,9/184/-1,0,0,A0F17D3647C6B3199F004F0144C577A2938CAF4F02478267525AF8FF241B2264,A0F17D3647C6B3199F004F0144C577A2938CAF4F02478267525AF8FF241B2264
494,탈,U+D0C8,V319 atlas identity; V320 assignment,97/205/256,117/227/256,15,1,F7A3516E92B3136F834B35AADE5FDFEA370A577EB8C4DDE8C2E9B4E03701BD02,502D76DDCAE7EFE8819845E8901683C55E05C76624E331E6A5BD28855D847A43
495,웠,U+C6E0,V319 atlas identity,152/219/352,152/241/296,36,1,E51790066EAADA11981401F37F88BEBC078BF54BF57D49CA70EAC753F49289F3,DF5B6974E20D33D70CA7BAA7833B6A83EB43C775B2B0929E8C4E32B9A9543F7E
496,였,U+C600,V319 atlas identity; V320 assignment,92/211/268,112/233/296,22,1,6E541682D3797CC0EF151DA53DC243D332E2942C0FD1DB8CC08CAF6025BA9C32,28E9F50974D31166F1B5143ACF7CC8EA78FEE86DFE4D628052265ECFBD213067
497,응,U+C751,V319 atlas identity; V320 assignment,112/223/297,132/245/353,74,1,B56CA51DFEF861AD4517B0F97DE4A79CE35BD59206DD08B56EA06D6E45AFE42F,5B6C26EC23C765C749C0AF5ECA2930E9E110F961A2A7917684057CBD82FA8B3B
498,찬,U+CC2C,V319 atlas identity; V320 assignment,95/205/252,115/227/252,18,1,561321FD1330F17C52A3F7C07E611A19DAE07E8078DF4EF112F779A553F301CB,51B8163A1CAF367FC297BFDA498E2C6D02933C53AFA86B5F53C03F73A6CA1146
500,글,U+AE00,V319 atlas identity,101/245/284,121/223/340,43,1,086D4F80CE68E74F9A641A79ADC7C111E0013B11AF8B514E7607E3B51065104D,E1AD4B83FAD74B7B843FA655980B7DCD186B967D9DD14DE9B2EA7CF57B07397E
501,횟,U+D69F,V319 atlas identity; V320 assignment,159/216/351,159/238/295,30,1,CCDD7B6EB597B3FA87686F7C60E71EB2D04CB16D4E31F23C7911309938BA350A,590DC48827A1BE1DF8A5F8022B8C7EF79CE47BC1D384CBDD082589C128D236A5
502,짓,U+C9D3,V319 atlas identity; V320 assignment,93/225/267,113/247/295,18,1,C2BFE7320CC186A8867DF85AF55256C0C065AF0CC523C216894C8650BBA0EF28,44478711FCA60F722937501FA7ECE6D4D748A250021547A934A0C03BB8B0A6B8
503,관,U+AD00,V319 atlas identity; V320 assignment,141/236/336,141/214/252,19,1,F9DD53D7977D2F353376A6A5183E5031BBDD4505CC946560DFF43AA348B45EA9,8594A342DEEE47E612F211159F27A0E71FE387421CF80092258B5257FEC98002
