logical_physical,runtime_physical,char,unicode,sources,hanme_ink,thin_ink,hanme_sha256,thin_sha256,changed
398,398,키,U+D0A4,V319 atlas; V320 assignment; identity,48,31,5B30C0BCA3519073FE230D1FD0ED8D9DEA555CB4BC4ADB7A5FC12516AAD7CB9E,67C84C81007CEFE5C2D53E471F4B1B4D888F488EF5A85D32BA935C122A9C7D8F,1
399,399,개,U+AC1C,V319 atlas; V320 assignment; identity,68,40,00F7143EC184D038AC5A7A9D023138DAA2834AE49D9DBC4253EA2714FB0DCA2E,E06F9B00A23A12C7FC8AF87F27340DAD939E32328D537A66E26A31695F5EDF25,1
400,400,식,U+C2DD,V319 atlas; V320 assignment; identity,49,30,DC5F67D378BCCC1E56098EBEE573D38CC41D23431E09DD5A4E71F9851AF68CE0,0B4615FEC867F856CC5F06815B9893AD3F7D6BB6E41737D17AF98EAA02046FC7,1
401,401,봉,U+BD09,V319 atlas; V320 assignment; identity,69,52,F06CFC77A809B6B9654B378B53E0D9F6E9454399F141A8E334AD43C1BD89BEC9,8867C9BF3BCA42817C58A615DDC40FDB8B142C5C332BEFC79874A0ADBCBC4192,1
402,402,차,U+CC28,V319 atlas; V320 assignment; identity,52,32,1CFD42168E54D7090189D25AD1F0E2C5CF44A124654DE15AECFA08F0B5833723,16DD0E3D1470F9DCED29FEF1F33D9F070038160851D1AEF1F1278ED3C2CFD115,1
404,404,따,U+B530,V319 atlas; V320 assignment; identity,58,37,411DA4E1D9787E0F13348CEE68B2A0DCB8C64AE92E51C259E0984D9EC70105B4,B12D3F323DC2FB006D398BA5F0897FF585C2ACBCC9C242B19AEC3AA9BDD14C83,1
405,405,앞,U+C55E,V319 atlas; V320 assignment; identity,70,48,764B1701F681C85230B0A3F2D778C7A2502085C2FD918B01727986D448CAF96C,2F019B6258B9FC669527E9CD2566C6B8B533B199C43C4C80AE3BA71C575DEBF8,1
406,406,둘,U+B458,V319 atlas; V320 assignment; identity,74,61,192F89BF14A6B542D76CDEA1F3421E3C18751E23B1269D7320B155BA8C59F9A5,9D255DAC63C51FFEB861F11882A655DA27E5957AFEE631FBC65DBC12CB278E28,1
407,407,잖,U+C796,V319 atlas; V320 assignment; identity,74,49,F782D6D432507BA83096850A01C346D905ECCB9335A18020B30CB5B5135A47AC,DB5331BCC1AEC315180190BC8EBADE23119B5C4853291CF654CF7D2358DA31C7,1
408,408,겨,U+ACA8,V319 atlas; V320 assignment; identity,50,31,92766C521120265EDEE0E5706BBB2744CF40E32D68249BBEF9EA68ED0894089D,ACA8EE9146D480C176C3182F424B848B3FEAC16F63A01A8821D9BA412D173469,1
409,409,테,U+D14C,V319 atlas; V320 assignment; identity,77,49,ACA16F71FCC675E883A59C12FAA7B978F95850C686AD1DA671EA277CC9698DE6,7C3CA724957D4AB7E2CDF0C749729EB843D919B32A08A2A60B50986F34439589,1
410,410,른,U+B978,V319 atlas; V320 assignment; identity,63,52,4B08B15B71198AFD1788FF5CF036C15ADE04AE5E1DC70A45D18CDCA4C480F950,97E9BD322EDB793531F6FCAED71A45F8C0259D383B60052CAC74867778BDFD85,1
411,411,맡,U+B9E1,V319 atlas; V320 assignment; identity,71,52,1C26232482A4234B4D1AC46C4EE68305050BB1906BE052ABD85DAA202AE2CC0D,8FA40474AA31CDAD91FC204676E04FD700754AD8CE31FE6A6113F4191C299EF0,1
412,412,먼,U+BA3C,V319 atlas; V320 assignment; identity,63,43,E8911526B75EED3D753F503A36FF959C0EC01F395D341370415036335575F73D,90ED5215B9BDF08A6923BDEC58BBB66277E64A597432BA45CF81DFB9F557FE63,1
413,413,임,U+C784,V319 atlas; V320 assignment; identity,68,43,00FF067F3D81CC94DB887A1F7F8B97B56D399D243C7B000EAD099EA93CF6546B,1F5952784BE55F95846B499FAB52208075D44C03638A1292730BE8A058DDBB03,1
414,414,헤,U+D5E4,V319 atlas; V320 assignment; identity,79,49,71834506A39E4C607120C8112C04A8B66C7A8E433A056376323C1FCE2E94720D,B47A98E4E9269666592E73A5DE08BE8FC5D61DD3BD6685C7A71B01385648E2E1,1
415,415,빛,U+BE5B,V319 atlas; V320 assignment; identity,66,43,119E0256208B95DB324B140C4529570C388936C465021E63AC0A2A7430EB7931,7764E79EC84A4853370022CA074821E7E276032DBC91A8BF828F5556D1CBFD8E,1
416,416,련,U+B828,V319 atlas; V320 assignment; identity,61,46,ADF33E9850FBC15CB8BE2E3487701E762E357D501BE36DE06F3575F9781CA903,90878371265D6921CA77DE4B65B30FB23FC133A9AAE21F6703877FF543BF1F74,1
417,417,된,U+B41C,V319 atlas; V320 assignment; identity,63,46,19791825181A1D388E46A51C57EA9E4F44454B3B084D17B37BE01B8EC7748CCB,647399C2F5F16A93F6A182BB96A92854936F6F54C8DA9E08B17958D9902ECDC0,1
418,418,써,U+C368,V319 atlas; V320 assignment; identity,56,32,EC7FF022953B3CF0B0498298E2A2876BB15DD5D810B12BB3098FF8F68B6ACE87,2BE38765179A7F25EFDFFD9F0E12FA158F659ACC2B466D31159A1E3B207C1DA7,1
419,419,브,U+BE0C,V319 atlas; V320 assignment; identity,41,32,7E4B21C4F182B833855D3976E8CEDF6C7B361A3F4C946F5379E9FD506C962020,748E140A6196686CD4A25DA745AE5C94EBC9A6D841F5BBFBA2F0DA284F1D81FC,1
420,420,매,U+B9E4,V319 atlas; V320 assignment; identity,78,49,21060C05CD0B7A8574B0B72FD7B2CC83136F008280BAC334AA037FC6384E6D76,911E310AF34D5895A557C21F87E4DD6188A192469F75EBF01149101222A6839F,1
421,421,릴,U+B9B4,V319 atlas; V320 assignment; identity,66,51,E89CB0C6AB27876FAEB83316CE2A299CB2A0BA16B88CED2D09CE5365BC3D1AE3,6F9AFA3C227693D720CB240F76DBB379DE93AB3C93E84A0034D3CB88CB46D7B1,1
422,422,켜,U+CF1C,V319 atlas; V320 assignment; identity,54,37,949BAE0CCE77B570AAB57B412BAF945A1D5CD893EFC5C2A061D1AAD6EA308B5C,1A383EDBBE3AD0A3E3B6A61571B5EE6396AE92ABE47590A7B306538CAD705327,1
423,423,돼,U+B3FC,V319 atlas; V320 assignment; identity,83,54,BF0E7DA87AA131BFC8F363431C9A8B10765C3CC6F62F4861F0D480DBB4834EEF,362E290DA516CE55597C32C08FFEFB06756998DF83A4D28F74983BC7695195AF,1
424,424,디,U+B514,V319 atlas; V320 assignment; identity,45,29,D8A017996BABB318006E96FDAD66320307EAED1C9A0FAC9156863E5C036E2802,E2F76B294A4855EDD09D22472DA52D5EC9A61BEC98BAF72351149892910A3417,1
425,425,몰,U+BAB0,V319 atlas; V320 assignment; identity,79,63,3664D7B49416BFC367C45B8EB687251037A032B0596DD451E1FD74579B654C05,3C6B56BFF74DDCFB9DA17C4639FEB8508EB875E0A56220AECA99D8581E2A2612,1
426,426,함,U+D568,V319 atlas; V320 assignment; identity,76,52,D5283630374B44B57A08D014475B5F6EB1D4960A3B3051B7B414DC6FE1D6A83B,0F10F7A9963CD801B061A8CB0443E4E14A5D72343E6A38069B48D7D09A02ED55,1
427,427,점,U+C810,V319 atlas; V320 assignment; identity,71,47,2DFB1CCBAE730F91FDD031CDE220F8839767441C3278AB8B70C79C21AF472AB2,767020506617FCD15CE0B0E92032567E8979EFC253E9681920C1BF6C410809CE,1
428,428,탄,U+D0C4,V319 atlas; V320 assignment; identity,56,42,ADBB4E2444F643FAD3962300D8B0D5ED57E8CCF9D925FDA60CE2D379C65DE8CD,D1FE3C6676FF3F7730FE0F635C718290C1356BD14C3682B196D12EB2C9EE568D,1
429,429,태,U+D0DC,V319 atlas; identity,75,48,9947F609E032CC548142E394CEC7E774559D20AA093EF758A296A76D8C65F8E7,BCBB4BFD5C96DCF63FCC3F1447CA11CDABCC2F8EABD79CB0286B8C50F8CF5CE7,1
430,430,뿐,U+BFD0,V319 atlas; V320 assignment; identity,67,51,F0ADC18B055FA9176F66E92DDDEBADFD36BF503913D4D08D247B99DAAAB45DE9,4993A2EBA010D9E1D7CC04300E419C7F74A0D260E7F1CA19CC130CA8C932372F,1
431,431,린,U+B9B0,V319 atlas; V320 assignment; identity,55,40,FD9D3F152B5A095B38313C398E4BA3E1B510538650F2EB6674C22287B2C51A92,50FD9F3AD2132BABFDD24C82626A7D60C9B1370ACD571B6A88534792B8BF783A,1
432,432,셨,U+C168,V319 atlas; V320 assignment; identity,67,38,793360343872E7201CC5F7DAE843D8CA0C4C770146E4A45C94E3E812864C3A44,0CC8A898A18A1594CE1848361FD0B02EBE9FEA6EDAA3C4A05D9B3ED96057E8C6,1
433,433,밖,U+BC16,V319 atlas; V320 assignment; identity,70,48,96321FA53152E29DCC13EA0EB238D1D16F089894ABFEED4A6BF1F18D82F9FD81,4D7EC5C60BE1314869E73712A8AAAEF9B23449A5F90073B90DA2BB5DFD473B0D,1
434,434,통,U+D1B5,V319 atlas; V320 assignment; identity,72,58,9360B456901AED376DB9A99288CCB4B14E029F1AF1E2ADE010672C5EE399A6EB,3BBE27F60DB0C7C88C5599F1A09847D4196BDF8593CD3F387AC58C2708AB72D1,1
436,436,될,U+B420,V319 atlas; V320 assignment; identity,74,57,8EBBF4546609127E9C8299139F2669CBA5653AE94EF990D4A9B64E3D0C73630C,B59F049864BDDF919FB81B9082FF5AFE350571051E6DE9277EF222ECC5A0806B,1
437,437,절,U+C808,V319 atlas; V320 assignment; identity,70,49,483AB3BF29DD50E9BD239B2EAE24703549F2DE10689F64ADF43AF4FBB30B5C25,F036819D7888749E186EE761D9BEA33A7C0A0100B1B3ADC4F0F2B4A5673F6916,1
438,438,믿,U+BBFF,V319 atlas; V320 assignment; identity,66,46,46E5D04CC9899AB1C2FD9B2B8C5974AE4A3412D4EC39754DDC2BCB32121006E7,D2A80D2D547A4D778C5338AADB2F1EE96FF1AEFA9CB0A018F2195C27805CFD1C,1
439,439,됐,U+B410,V319 atlas; V320 assignment; identity,88,60,30455BD9EF5FDDC11935D78A8AA21F4E922C7389D81ACFFA0F9287B93BBCEB66,BE551DBC49309F22E14AEAA3632753D3C9A11A156DE3DBF8D854AC1999194E45,1
440,440,멸,U+BA78,V319 atlas; V320 assignment; identity,77,57,B79C626F64162F72E171ED3C3E3D547C7B6E3BF783A9871AB9F6EC921506D13D,FD279CFD43FBB1F725B81835987DEE17C7CB405B5DA9B3D3B2DAA7B1C9BABE28,1
441,441,봐,U+BD10,V319 atlas; V320 assignment; identity,66,45,2853380D0ED9A216BCA2BF02D8D848EC87BC26851110B0818F976D96D20E54B4,93DA3BD9CB48C78AFA16FD68216B16A269443AF96CDB65700E945F7D95F4FC7B,1
442,442,닌,U+B2CC,V319 atlas; V320 assignment; identity,49,32,05EB361BABFB3DDA298B6B241DC8CD47292CD01A3DC03C8A0C549BE7F7DFCBCF,BD9A8E56FCF0BDA0277B43587E2DA8A14EE6D016787630A8FAD7EB16A24FC1A7,1
443,443,틀,U+D2C0,V319 atlas; identity,77,65,1B799AD4BC6ADBFF27D32FAABE681FD9B12C8A0BC5E597F0A1582CB1922469CB,B2C3537A42ACEB1060D517D994DAD6883CB98B1E38615B4C93EBCD71834EE628,1
444,444,활,U+D65C,V319 atlas; V320 assignment; identity,84,63,3976BC9E67720F0B79372EFB2D39A126E04BF4F2A9E63ACEC93B60EE87022539,B550814A37B5D2B7EF01BB90046925CDBA5C0870B479228AFA12FFB9AADDECEC,1
445,445,집,U+C9D1,V319 atlas; V320 assignment; identity,68,44,9C09634C2580E18CAB4C6F4691CF568760EB06A6E92C60B400F0EF7CCD893BA6,75EB7882F7C573557B43820E43F2D0D27177E1AB0BFD141C75B614D7C294BB34,1
446,446,욕,U+C695,V319 atlas; V320 assignment; identity,62,45,1755DE41F2574E205618CBAA1CDA9E70410E7B6A3810AFE1E641FD2A33B2E38D,220D23EA58B6873150F326E246533F667980DB2CCBD2C6C84FFD76B529CACD3C,1
447,447,벌,U+BC8C,V319 atlas; V320 assignment; identity,74,54,AF631D129DF2A7AD10273EF591A30E9E17ABF15BFF17A480BA5316DC9269FFD5,9CAA1A97485C66ADA285EBD8EABD558129F92816B4A187DD4E393C734EE35C83,1
448,448,술,U+C220,V319 atlas; V320 assignment; identity,68,51,0BCE9B42C3F472F30AC99E38380A3151D466EE7E90C74F4178A0590E9F93B53E,76DC8D9AA67C241A921CDE7A00478238F92D86F81963DFB7E78CD77EB8D10487,1
449,449,꾸,U+AFB8,V319 atlas; identity,47,34,490869B3F4C46675A8ABEAF1C86680E4E8B3DE0592CDCBB936D87B6E3DF082F6,45909F12B3B7DF5E039C53F19B2562C223AA1E7C4060D49253AD79B156A7C983,1
450,450,천,U+CC9C,V319 atlas; V320 assignment; identity,59,38,486990A1AE598C30E6DC96FDA2B27E7CE24B677B7BA629B959C5616F7C287463,69344014FA54C3D6430FF36AB3DFE098B8ED9340FCBB9671312DB3C708887AB1,1
451,451,떠,U+B5A0,V319 atlas; V320 assignment; identity,59,37,CDDE061C5DFB7EC708C3383B068573FC36523C6634C4179E7681B1C00C9AF827,C92F65675CDFF266CA7D1902F00B66124BCB5182B9C3A5111BE4F4FCC459FC53,1
452,452,델,U+B378,V319 atlas; V320 assignment; identity,83,61,CEA2ED101A20581FD55FB783973D96864C418AFD99F3A0A7F77805F21B7FD269,4DB150D76036A1C14BF4B9BE51C49C83AB2267F24FB334E0322B810361C082BC,1
453,453,줘,U+C918,V319 atlas; V320 assignment; identity,74,48,E506FFDE69CDCCF14599184DCEB1E64200E50A43F453CC005E362D7484E94881,A1735D0C36B6F4A4C1F8FE46FC9E42CB37D6F4BAA3FF2AC4C127F3F928BC4C39,1
454,454,악,U+C545,V319 atlas; V320 assignment; identity,57,38,9B2497C2DE2BD6644CB2119A5C3D56C89552C96865FE865308D6F68F8869CFEC,2F5E781E4169939EE9D185A6429C0A9ACD8F24211C7B209069D79CF395664883,1
455,455,민,U+BBFC,V319 atlas; V320 assignment; identity,60,40,6902DFD434C8326F464F727955B4EEEFAC9B4E34F97AC8F1332D07FF97EDEBCC,EE666EF79547FCC460179A47E12A211F1F7DC712C73B2A8234A23A0DEE2AF824,1
456,456,능,U+B2A5,V319 atlas; V320 assignment; identity,54,41,FC41B1BF4555FD5E073B4D211955E1DA7B3A9CC71665B9719EA619DD8DAE029C,5AE65372A1CBD0889815DF017B977FD8C24EE572940FC823CCE7493382234855,1
457,457,겁,U+AC81,V319 atlas; V320 assignment; identity,65,43,888883938BC8943DCBEA5B9E88BFC0C3A522FA42FA9177172FF448F3F0962D56,06144CA9D2500AC2F0D0436CB70E8CEE99FEA6DD0FC7743FCA5535204F4E11F4,1
458,458,벨,U+BCA8,V319 atlas; identity,91,65,2638E5D240F46BC64C1BF39158635083D311B6FB3A0FC192B8634B6F0E48B1FA,12685696C61B320FE1DBABF83DF70FCE3AE5434C66D8E3CC0F3F0E3C0ADAEBB7,1
459,459,톨,U+D1A8,V319 atlas; V320 assignment; identity,81,68,874FF50C68D76753454DD9324D585B1ADF109C4B152C4595210DB452B9DC821E,8D3F57102B0ABB561D87A2F0D6536F5E072AAAB980E91DE5044F3CD058ABFD7E,1
460,460,쳐,U+CCD0,V319 atlas; identity,56,35,0CFDE38B53C8AC8CF6A4949CFA3F619D56BAA88D4D7B6888C4663AFAB9ABD8FB,160C788D2D19DCFE4357A0378670FE0B870D4E7D4BCE3E0229F11EE93C15B083,1
461,461,항,U+D56D,V319 atlas; V320 assignment; identity,70,48,D714D712D66CF9213AECB398D2221075A53722134D6A66C7B48F7769CCD3CD65,00E155879E664CE47D10C17DF7B2755CCACED5173AAA51D24C67E4E9C3255B78,1
462,462,별,U+BCC4,V319 atlas; V320 assignment; identity,77,57,9A3F4FE8E7E119AAD74D9223588EA54645E9824236F6A6C24585F8BCAF268F86,E48FA5FF2EA4EFD29665C2FFA23233C5BABF123207870869105C97F2E94D5652,1
463,463,넘,U+B118,V319 atlas; V320 assignment; identity,64,44,0BFC0FE625D62B1896A40F4578387C8B73F45935958AD6E465C49AF58E0EEFDD,7507BC259928A13E2EB49539A4D846E2A1C2037EC411459127E33F1249F2FF43,1
464,464,큼,U+D07C,V319 atlas; V320 assignment; identity,71,55,CE336544AA81DC924E9915C642F612A06E05BFA8A649923095D0FA483BA580A4,3A8F80E2EBE407366818B4833F4FF1AD7C50868BA685D0B2797B6A3BF951F7B2,1
465,465,커,U+CEE4,V319 atlas; V320 assignment; identity,51,34,9F5E6064A30A5934ABBC80E31DF3414D9EEA0F26A366B2E896399E8E50E88216,05A1FEAAE6CDD204117B15992C2992894176006A99062F68FA0AED647F1E52DA,1
466,466,튼,U+D2BC,V319 atlas; V320 assignment; identity,61,50,C420D16F9141DC0D49733B6440E093EABA7A39E9A9D11C6F716DCAA7ED677479,A8F7D5D7042A6FF9B57BF3DFB05C9E22153C8B27D52FFCB8ECEA5090747FE472,1
467,467,케,U+CF00,V319 atlas; V320 assignment; identity,73,47,B60449050F0399619F76FF1105B9ACE76433233F8AFF35E2E9D0A8BC8B30B078,AB562150A9A0B83379147EBE4AE45FDE9A4AAF061F3FEE3FE0E1FAD53A3838F3,1
468,468,뭔,U+BB54,V319 atlas; V320 assignment; identity,72,47,383EA5ED995BD476F892F9220B86131BD50301C1864109145C82053034E7EB9B,63D2BF482FD877A66E38F437A0F11332E565B818E3589E9E7E37B39A73D77CE0,1
469,469,영,U+C601,V319 atlas; V320 assignment; identity,68,45,8C9C0237A20421E0DB28C2FC4CB3F0E05625FCA93F04C1CF8C094A910CABD639,06A63954887CC733A03BB67E184E97E98C67A0BCFDF66CCF7AE7CC63EE3520E6,1
470,470,긴,U+AE34,V319 atlas; V320 assignment; identity,50,31,AE99F3B8F9EF4624678FE01A646C94D7F5A5F343065D21477DF1108663AE19D5,D40A49B223F0BFE4A241114FEA89C4CB759156F1BCBA3663C7CBEA34867F8533,1
471,471,슬,U+C2AC,V319 atlas; V320 assignment; identity,64,48,E690AABDE7090B1A61914E0DEDE8CC9849ED737F1DB4A13B4961477D7D3726D1,C2CB5ECDDF0CF932EB0D4E1D9762D8EBEBEF2A14EDAC29692E7D36CA984AD53C,1
472,472,졌,U+C84C,V319 atlas; V320 assignment; identity,73,44,20B3F6E992CF553A59FCA4EDBF123F5862741F860413421E355E9022AAE981C8,B1D9D0860D7176DE97723F2BF7323BF8BC83F5D9FD1CC083F546D1AFD748C4A2,1
473,473,베,U+BCA0,V319 atlas; V320 assignment; identity,80,49,E3C73A1A97036DB15CAC429FB857D73902B29386FAF3668EB0CB7E1C3D680055,A3EA376505AF369EF9490640A05013EDA01ADEB574ACB00190C585C99042EC3D,1
475,475,클,U+D074,V319 atlas; identity,73,60,2F6177875A690E17B4F38D400DC4FD5AF98207D68C4AFAF5130E0FCC89DEEBF4,47CFFF8882078DB519CF9AF1B1F96BBCEC2FEA66AE0C2AB3A53E8EB8FE99F721,1
476,476,축,U+CD95,V319 atlas; V320 assignment; identity,58,45,D1CFFCBC2D5317C5EBEA948D644D284D44789F44A99735DCD8530C2AC25FF6F5,F8F9E0443773D1876F5F25E1BD6523EF87F9970B7ECAC4C0470BDF256B77A67A,1
477,477,엄,U+C5C4,V319 atlas; V320 assignment; identity,71,46,871815999350EFEDD58AE3E996807B07F05B19410454C55A9BB956F18D7BD496,B01035308AE2E82B7F871388581A2C8975FE795E3FF5B5DA821AA73F881179E0,1
478,478,잠,U+C7A0,V319 atlas; V320 assignment; identity,70,47,89E32BA46D04DA2A0FCC8B2310BDA830D1839325748F335EF4B0D3F5736C0222,9DE58E7EA8C90B7AC0BAF23E868C6B27FE06CA81DED3368C150C96EA01373A77,1
479,479,탁,U+D0C1,V319 atlas; V320 assignment; identity,55,43,EA50D2252C56C5A87838FAE9B7CE2DBD6536F099E80CC1BAFFA73C0572DB39C4,E35C1A0E41A43006908B8F85AC4E08940680762BF847D38BCF3D408E743186C0,1
480,480,침,U+CE68,V319 atlas; V320 assignment; identity,68,44,08603931A10D0D82BF297D9E445FCCDE341DCB5AC376B995D055496A9B59F25F,40550C611B490CBCBAC746721DE765208673FF2637751A911CF64665DD6D7965,1
482,482,맨,U+B9E8,V319 atlas; V320 assignment; identity,77,52,371EDE93A0FB98FEB38C267F8EA708B1187164BD7599A37682974AE4CA132ECD,179DAD22128886F10EBBDA23141FE575AA877D2354AC317F4ADFD03BBF485F7B,1
483,483,증,U+C99D,V319 atlas; V320 assignment; identity,63,46,E331F0BC4E3CBD40FB9C9468690D10DADBA81ED66EBACBF97FD225565D49E5B1,2AB79B36FB90DEE36101B96D8C2579B62FA23E2D6D9EE69E0AE61C555991D683,1
484,484,견,U+ACAC,V319 atlas; V320 assignment; identity,56,37,F2F9E1C84A8742491F7F7516E75274815D8C5A57627E15BE61280014DF3FEC03,F4840FD293732F3EEAA2DC8C43190CDB301DC8ACFE4729C07236D492B3B79A99,1
485,485,뜨,U+B728,V319 atlas; V320 assignment; identity,42,33,A6C40D9C8485DA70C894B0D5D7EF43C656934BFDB0596A3C9735E9BC8B6B71E1,B7E2E294E2258C0B50D21F9B7AFD38845A191A15E25C11AF0E48E568EDA51331,1
486,486,갑,U+AC11,V319 atlas; V320 assignment; identity,64,43,F1871CE190BE28BE07E1CC7FA42108C6402EEDD6F6A24025AF88B5F8D1D10E2D,3E659E07F12208A209CF1ACC1DE108BE5AF6E70129302A35B44D9DB72B453DBF,1
487,487,눈,U+B208,V319 atlas; V320 assignment; identity,52,40,529BB226E64CEC77DABF0EF58083ECB0B57F6F24EC7BB5EAC249F56D3FE53BD4,0DA83E380595E504664CA85189FE0D817980F8E3ECA59997C02C975D460618E0,1
488,488,곧,U+ACE7,V319 atlas; V320 assignment; identity,61,48,51DD961D7E9DB5C418313B83E842441F565A4BC9B2A4FFC03DEEEAB5614E3554,8B0F64B1A649A5539E9876A0D84D3E9E3D54D82AEB40F298A4BC4E87B0729F5D,1
489,489,애,U+C560,V319 atlas; V320 assignment; identity,74,45,36139DFC0A2748E58A74E2E88B30D30A0DE8181C7CDD1B38169C393B1A3DC1CF,D54CF1DBADCA4C15CA8DAFCD580F94860F5486B69AD808FF490C81BC5938B7DD,1
490,490,잡,U+C7A1,V319 atlas; V320 assignment; identity,70,47,025EFC6A22C76C9345D71FE8AF43E5BD4D440494CE479A686A1951D79AAE76AC,165E24B9368EEB2EBFBF1F76983C18DFC4FF81586FA494B6691EC9180A3A1C00,1
491,491,잊,U+C78A,V319 atlas; V320 assignment; identity,61,37,A2DF7961801CC0E77537BCBCBDE628D2F120322FC33A8A0977F13BF5274B6F6B,A6D255F018DA78208065CEF876860A0BB9BFC82141FC22126E3E930D616E1B75,1
492,492,료,U+B8CC,V319 atlas; V320 assignment; identity,58,47,3353E93AA20A8008A1010FA8B5D58C5D2B0FCE09CAD7A8B02110F0A243F2C807,3517A24E99335DDDB8F2C4A834F8F251628BFAA0750E8AC8BB6AF4AE6332F36C,1
493,493,빼,U+BE7C,V319 atlas; V320 assignment; identity,87,55,A0F17D3647C6B3199F004F0144C577A2938CAF4F02478267525AF8FF241B2264,277B9F8C9AF1478C76DA7DDE87C72641CA83ED8019BD3FFCDA1B5E90A326925B,1
494,494,탈,U+D0C8,V319 atlas; V320 assignment; identity,67,53,502D76DDCAE7EFE8819845E8901683C55E05C76624E331E6A5BD28855D847A43,789AB4A867CEB38F2D5FACC39B65DBD16606E0E9EE1E887ABCC2A485BCC9DA10,1
495,495,웠,U+C6E0,V319 atlas; identity,77,46,DF5B6974E20D33D70CA7BAA7833B6A83EB43C775B2B0929E8C4E32B9A9543F7E,BCA1383D838C9773B3CF6ABE012B714647C55BAF5DE0FBD2E321EA5C82CD8B54,1
496,496,였,U+C600,V319 atlas; V320 assignment; identity,73,43,28E9F50974D31166F1B5143ACF7CC8EA78FEE86DFE4D628052265ECFBD213067,2900A719A5B07DE014ACED8E6890B5661746FE43DC3C5D35CF6C55E02CCDA149,1
497,497,응,U+C751,V319 atlas; V320 assignment; identity,61,45,5B6C26EC23C765C749C0AF5ECA2930E9E110F961A2A7917684057CBD82FA8B3B,BDA5947C6AE422F12366FBA26A9F0B5B2246E92C0870309F19C52FEF816FFB0B,1
498,498,찬,U+CC2C,V319 atlas; V320 assignment; identity,58,38,51B8163A1CAF367FC297BFDA498E2C6D02933C53AFA86B5F53C03F73A6CA1146,B2F4D29DCB3D163FB0CA151946672EB5436788E53C260B11A1AE00C8250B2DDE,1
500,500,글,U+AE00,V319 atlas; identity,63,52,E1AD4B83FAD74B7B843FA655980B7DCD186B967D9DD14DE9B2EA7CF57B07397E,63FDEAC8ABF85F8BF903A600F422D1C6BD2E7CFBFFAC68F7D6509F45CE07DCFD,1
501,501,횟,U+D69F,V319 atlas; V320 assignment; identity,71,47,590DC48827A1BE1DF8A5F8022B8C7EF79CE47BC1D384CBDD082589C128D236A5,8D95AC83B2A9F45162E643C83AFB6DF7BFB667258206D7C1585F001284D094CF,1
502,502,짓,U+C9D3,V319 atlas; V320 assignment; identity,56,33,44478711FCA60F722937501FA7ECE6D4D748A250021547A934A0C03BB8B0A6B8,D6945F0B3EF8B701DF134082DE4D1324ADAEB6CEC40DC3758DFD2549F1218ECF,1
503,503,관,U+AD00,V319 atlas; V320 assignment; identity,61,44,8594A342DEEE47E612F211159F27A0E71FE387421CF80092258B5257FEC98002,66C0951F4FB1FA5AF7FC81C547421A16EB38603D2CCC8C308A1CBE2B48140ABA,1
504,504,떤,U+B5A4,V319 atlas; identity,65,42,E2612BBAE12D950644C3674C47A75C4D1FCB60E6FB95C5A391129B93A77EFDEB,1C2EC64929BC42FDE22CE5EF9DA2CDB6416A187570B0022BF6B4FEC61A1A531E,1
505,505,며,U+BA70,V319 atlas; V320 assignment; identity,60,40,3E9605E4CCFDB3D06A4EB1D110850EC9C199F8F0009B96AF48F5EC0F84E9D0B0,D8646B1A5B5E307E6465E330EDFC87D4E93A515498C696C70A82A401974B9D8E,1
506,506,빨,U+BE68,V319 atlas; V320 assignment; identity,77,60,4A4FA40232D0E3B69882723484D75A721FCE4BF2712846B6C099349F682927BC,C378145A47395476417CB793F5AD6B29B71A53E4C6265E7A22478F70DD3FEADC,1
507,507,듣,U+B4E3,V319 atlas; V320 assignment; identity,61,49,6D42ED0BE2F877D9D4A1A666209AD878637F42DB01754E133E4D2A87E13C623A,B90FE55C7219C0434B1900BEA2026540B57D06DE8F01A2A98E89D69115CD133A,1
508,508,숨,U+C228,V319 atlas; identity,66,46,71292D174BCB3F8E4967B6FCBACC0C90CD33ED3EAAF4797212B7C15C1F4B9813,6D86F3038EF8908135DCEE4C25773055C3EE50F1C0EAA6565F0FFF9F298AE7F0,1
509,509,놓,U+B193,V319 atlas; V320 assignment; identity,64,48,A6A79F032FC825C6E23E046FE2DF1E6501A9D51D47502DCFF26B280AE601CED3,3A5F44602364F5346280D3221CD34755978A540DE8CD57AB53633A4ADCF54943,1
510,510,효,U+D6A8,V319 atlas; V320 assignment; identity,57,43,E26DDC928399452EFB2E3F9A2EBFF62CDD1CD00545436BA263748E44EDC597B4,46503E5C649FEAE990E818311B23052C5C67B96128694230A449B4F391754514,1
511,511,섯,U+C12F,V319 atlas; V320 assignment; identity,53,30,A48A1AEC498567C0E9B584E4050C79A7F8C69C728838DF167B19B45CAA7AA6A5,2795454FF04AD337EA8007A377833E8BB2097AECCBBA34781AD6ED433E15153D,1
512,512,싱,U+C2F1,V319 atlas; V320 assignment; identity,56,34,38D982138DC01B4B08E10B0EC34C43FD2F7570839C99A2860E7EE14D06B628A0,DC80F3D73A69F0591A6C225FDAC62CB869C83839BBA20144FD35E11A6EF4B5C2,1
513,513,최,U+CD5C,V319 atlas; V320 assignment; identity,62,40,C1DBB479CEE4D431DD73057ED75C1092906E0AEE7A48BE527E865997D55D9842,ED32D28B0C690C1A657E5062E6C0206B2F5F9A0AF6B58E8F8E06A45512C0F678,1
