member,offset,before,after,region
PSX.EXE,0x81CAD,C0,AF,ui_pointer
PSX.EXE,0x81CB0,A1,AD,ui_pointer
PSX.EXE,0x81CB1,AC,B0,ui_pointer
PSX.EXE,0x81CB4,A1,AD,ui_pointer
PSX.EXE,0x81CB5,AC,B0,ui_pointer
PSX.EXE,0x81CB8,A1,AD,ui_pointer
PSX.EXE,0x81CB9,AC,B0,ui_pointer
PSX.EXE,0x81CBC,A1,AD,ui_pointer
PSX.EXE,0x81CBD,AC,B0,ui_pointer
PSX.EXE,0x81CC0,A1,AD,ui_pointer
PSX.EXE,0x81CC1,AC,B0,ui_pointer
PSX.EXE,0x81CC4,A1,AD,ui_pointer
PSX.EXE,0x81CC5,AC,B0,ui_pointer
PSX.EXE,0x81CC8,A1,AD,ui_pointer
PSX.EXE,0x81CC9,AC,B0,ui_pointer
PSX.EXE,0x81CCC,A1,AD,ui_pointer
PSX.EXE,0x81CCD,AC,B0,ui_pointer
PSX.EXE,0x81CD0,A1,AD,ui_pointer
PSX.EXE,0x81CD1,AC,B0,ui_pointer
PSX.EXE,0x81CD4,A1,AD,ui_pointer
PSX.EXE,0x81CD5,AC,B0,ui_pointer
PSX.EXE,0x81CD8,A1,AD,ui_pointer
PSX.EXE,0x81CD9,AC,B0,ui_pointer
PSX.EXE,0x81CDC,A2,84,ui_pointer
PSX.EXE,0x81CDD,C0,AE,ui_pointer
PSX.EXE,0x81CE0,AC,9A,ui_pointer
PSX.EXE,0x81CE1,C0,AC,ui_pointer
PSX.EXE,0x81CE4,B8,6A,ui_pointer
PSX.EXE,0x81CE5,C0,BE,ui_pointer
PSX.EXE,0x81CE8,C2,B8,ui_pointer
PSX.EXE,0x81CE9,C0,B9,ui_pointer
PSX.EXE,0x81CEC,CC,46,ui_pointer
PSX.EXE,0x81CED,C0,C3,ui_pointer
PSX.EXE,0x81CF0,D6,5C,ui_pointer
PSX.EXE,0x81CF1,C0,BE,ui_pointer
PSX.EXE,0x81CF4,E0,63,ui_pointer
PSX.EXE,0x81CF5,C0,BE,ui_pointer
PSX.EXE,0x81CF8,EA,71,ui_pointer
PSX.EXE,0x81CF9,C0,BE,ui_pointer
PSX.EXE,0x81CFC,E9,DD,ui_pool
PSX.EXE,0x81CFD,D9,0C,ui_pool
PSX.EXE,0x81CFE,EA,DD,ui_pool
PSX.EXE,0x81CFF,07,0C,ui_pool
PSX.EXE,0x81D00,9C,DD,ui_pool
PSX.EXE,0x81D01,E1,42,ui_pool
PSX.EXE,0x81D02,47,A1,ui_pool
PSX.EXE,0x81D03,E9,DD,ui_pool
PSX.EXE,0x81D04,4F,31,ui_pool
PSX.EXE,0x81D05,EA,DD,ui_pool
PSX.EXE,0x81D06,42,32,ui_pool
PSX.EXE,0x81D07,E0,A1,ui_pool
PSX.EXE,0x81D08,C3,29,ui_pool
PSX.EXE,0x81D09,E9,A1,ui_pool
PSX.EXE,0x81D0A,F3,40,ui_pool
PSX.EXE,0x81D0B,00,80,ui_pool
PSX.EXE,0x81D0C,E9,A1,ui_pool
PSX.EXE,0x81D0D,D9,09,ui_pool
PSX.EXE,0x81D0E,9C,7C,ui_pool
PSX.EXE,0x81D0F,E9,A1,ui_pool
PSX.EXE,0x81D10,75,7A,ui_pool
PSX.EXE,0x81D11,00,DD,ui_pool
PSX.EXE,0x81D12,00,9F,ui_pool
PSX.EXE,0x81D14,00,DD,ui_pool
PSX.EXE,0x81D15,00,2C,ui_pool
PSX.EXE,0x81D16,00,55,ui_pool
PSX.EXE,0x81D17,00,2E,ui_pool
PSX.EXE,0x81D18,00,A1,ui_pool
PSX.EXE,0x81D19,00,DD,ui_pool
PSX.EXE,0x81D1A,00,38,ui_pool
PSX.EXE,0x81D1B,00,17,ui_pool
PSX.EXE,0x81D1C,00,A1,ui_pool
PSX.EXE,0x81D1D,00,71,ui_pool
PSX.EXE,0x81D1E,00,03,ui_pool
PSX.EXE,0x81D1F,DF,A1,ui_pool
PSX.EXE,0x81D20,8B,DD,ui_pool
PSX.EXE,0x81D21,E0,11,ui_pool
PSX.EXE,0x81D22,55,DD,ui_pool
PSX.EXE,0x81D23,E9,5F,ui_pool
PSX.EXE,0x81D24,93,19,ui_pool
PSX.EXE,0x81D25,E9,29,ui_pool
PSX.EXE,0x81D26,9A,54,ui_pool
PSX.EXE,0x81D27,9C,2D,ui_pool
PSX.EXE,0x81D28,E9,07,ui_pool
PSX.EXE,0x81D29,93,3B,ui_pool
PSX.EXE,0x81D2A,E9,D1,ui_pool
PSX.EXE,0x81D2B,F3,00,ui_pool
PSX.EXE,0x81D2C,E9,83,ui_pool
PSX.EXE,0x81D2D,D9,DD,ui_pool
PSX.EXE,0x81D2E,00,86,ui_pool
PSX.EXE,0x81D2F,E0,A1,ui_pool
PSX.EXE,0x81D30,63,DF,ui_pool
PSX.EXE,0x81D31,E1,6E,ui_pool
PSX.EXE,0x81D33,9C,83,ui_pool
PSX.EXE,0x81D34,E0,DF,ui_pool
PSX.EXE,0x81D35,39,1E,ui_pool
PSX.EXE,0x81D36,E9,DD,ui_pool
PSX.EXE,0x81D37,BF,62,ui_pool
PSX.EXE,0x81D38,E9,DD,ui_pool
PSX.EXE,0x81D39,BD,4C,ui_pool
PSX.EXE,0x81D3A,9C,0E,ui_pool
PSX.EXE,0x81D3B,DF,A1,ui_pool
PSX.EXE,0x81D3C,DF,45,ui_pool
PSX.EXE,0x81D3D,DF,DD,ui_pool
PSX.EXE,0x81D3E,02,06,ui_pool
PSX.EXE,0x81D3F,9C,A1,ui_pool
PSX.EXE,0x81D40,DF,6C,ui_pool
PSX.EXE,0x81D41,5E,1A,ui_pool
PSX.EXE,0x81D42,E9,00,ui_pool
PSX.EXE,0x81D43,7B,DD,ui_pool
PSX.EXE,0x81D44,00,47,ui_pool
PSX.EXE,0x81D45,E0,31,ui_pool
PSX.EXE,0x81D46,63,19,ui_pool
PSX.EXE,0x81D47,E1,3A,ui_pool
PSX.EXE,0x81D48,DD,A1,ui_pool
PSX.EXE,0x81D49,9C,40,ui_pool
PSX.EXE,0x81D4A,E0,80,ui_pool
PSX.EXE,0x81D4B,39,0E,ui_pool
PSX.EXE,0x81D4C,E9,A1,ui_pool
PSX.EXE,0x81D4D,BF,30,ui_pool
PSX.EXE,0x81D4E,E9,DE,ui_pool
PSX.EXE,0x81D4F,BD,6F,ui_pool
PSX.EXE,0x81D50,9C,0D,ui_pool
PSX.EXE,0x81D51,DF,A1,ui_pool
PSX.EXE,0x81D52,DF,34,ui_pool
PSX.EXE,0x81D53,DF,DD,ui_pool
PSX.EXE,0x81D54,02,1A,ui_pool
PSX.EXE,0x81D55,9C,DD,ui_pool
PSX.EXE,0x81D56,E9,1D,ui_pool
PSX.EXE,0x81D57,23,07,ui_pool
PSX.EXE,0x81D58,E9,01,ui_pool
PSX.EXE,0x81D59,7B,00,ui_pool
PSX.EXE,0x81D5A,00,4F,ui_pool
PSX.EXE,0x81D5B,EA,DD,ui_pool
PSX.EXE,0x81D5C,0C,39,ui_pool
PSX.EXE,0x81D5D,E9,A1,ui_pool
PSX.EXE,0x81D5E,74,4F,ui_pool
PSX.EXE,0x81D5F,E9,A1,ui_pool
PSX.EXE,0x81D60,BD,56,ui_pool
PSX.EXE,0x81D61,9C,DD,ui_pool
PSX.EXE,0x81D62,DE,06,ui_pool
PSX.EXE,0x81D63,7C,36,ui_pool
PSX.EXE,0x81D64,E0,A1,ui_pool
PSX.EXE,0x81D65,5D,31,ui_pool
PSX.EXE,0x81D66,E0,DD,ui_pool
PSX.EXE,0x81D67,FC,06,ui_pool
PSX.EXE,0x81D68,00,19,ui_pool
PSX.EXE,0x81D69,E9,29,ui_pool
PSX.EXE,0x81D6A,2C,54,ui_pool
PSX.EXE,0x81D6B,E0,2D,ui_pool
PSX.EXE,0x81D6C,9C,07,ui_pool
PSX.EXE,0x81D6D,E9,3B,ui_pool
PSX.EXE,0x81D6E,93,D1,ui_pool
PSX.EXE,0x81D6F,EA,00,ui_pool
PSX.EXE,0x81D70,58,96,ui_pool
PSX.EXE,0x81D71,9C,0C,ui_pool
PSX.EXE,0x81D72,E0,8F,ui_pool
PSX.EXE,0x81D73,C8,0C,ui_pool
PSX.EXE,0x81D74,E9,A1,ui_pool
PSX.EXE,0x81D75,1B,DD,ui_pool
PSX.EXE,0x81D76,E9,07,ui_pool
PSX.EXE,0x81D77,C7,DD,ui_pool
PSX.EXE,0x81D78,00,65,ui_pool
PSX.EXE,0x81D79,E1,50,ui_pool
PSX.EXE,0x81D7A,EC,A1,ui_pool
PSX.EXE,0x81D7B,DE,68,ui_pool
PSX.EXE,0x81D7C,74,DD,ui_pool
PSX.EXE,0x81D7D,E0,54,ui_pool
PSX.EXE,0x81D7E,31,DD,ui_pool
PSX.EXE,0x81D7F,DF,1F,ui_pool
PSX.EXE,0x81D80,2D,A1,ui_pool
PSX.EXE,0x81D81,9C,DE,ui_pool
PSX.EXE,0x81D82,DE,79,ui_pool
PSX.EXE,0x81D83,92,DE,ui_pool
PSX.EXE,0x81D84,E1,A9,ui_pool
PSX.EXE,0x81D85,E6,00,ui_pool
PSX.EXE,0x81D86,00,DD,ui_pool
PSX.EXE,0x81D87,E1,25,ui_pool
PSX.EXE,0x81D88,EC,04,ui_pool
PSX.EXE,0x81D89,DE,24,ui_pool
PSX.EXE,0x81D8A,74,0C,ui_pool
PSX.EXE,0x81D8B,E0,A1,ui_pool
PSX.EXE,0x81D8C,31,DD,ui_pool
PSX.EXE,0x81D8D,DE,28,ui_pool
PSX.EXE,0x81D8E,94,DD,ui_pool
PSX.EXE,0x81D8F,9C,2B,ui_pool
PSX.EXE,0x81D90,E1,A1,ui_pool
PSX.EXE,0x81D91,54,DD,ui_pool
PSX.EXE,0x81D92,E9,39,ui_pool
PSX.EXE,0x81D93,85,DF,ui_pool
PSX.EXE,0x81D94,EA,93,ui_pool
PSX.EXE,0x81D95,75,4E,ui_pool
PSX.EXE,0x81D96,00,D5,ui_pool
PSX.EXE,0x81D97,DE,A1,ui_pool
PSX.EXE,0x81D98,7C,80,ui_pool
PSX.EXE,0x81D99,E9,DD,ui_pool
PSX.EXE,0x81D9A,A1,83,ui_pool
PSX.EXE,0x81D9B,9C,00,ui_pool
PSX.EXE,0x81D9C,E9,DD,ui_pool
PSX.EXE,0x81D9D,04,2C,ui_pool
PSX.EXE,0x81D9E,E9,55,ui_pool
PSX.EXE,0x81D9F,2A,2E,ui_pool
PSX.EXE,0x81DA0,9C,A1,ui_pool
PSX.EXE,0x81DA1,DE,DD,ui_pool
PSX.EXE,0x81DA2,B0,38,ui_pool
PSX.EXE,0x81DA3,E9,17,ui_pool
PSX.EXE,0x81DA4,BB,36,ui_pool
PSX.EXE,0x81DA5,9C,A1,ui_pool
PSX.EXE,0x81DA6,E0,39,ui_pool
PSX.EXE,0x81DA7,FC,24,ui_pool
PSX.EXE,0x81DA8,E9,DD,ui_pool
PSX.EXE,0x81DA9,33,83,ui_pool
PSX.EXE,0x81DAA,EA,19,ui_pool
PSX.EXE,0x81DAB,07,1C,ui_pool
PSX.EXE,0x81DAC,E9,A1,ui_pool
PSX.EXE,0x81DAD,1D,1F,ui_pool
PSX.EXE,0x81DAE,E9,2D,ui_pool
PSX.EXE,0x81DAF,AF,07,ui_pool
PSX.EXE,0x81DB0,00,01,ui_pool
PSX.EXE,0x81DB1,E9,00,ui_pool
PSX.EXE,0x81DB2,07,DD,ui_pool
PSX.EXE,0x81DB3,E0,2C,ui_pool
PSX.EXE,0x81DB4,C3,55,ui_pool
PSX.EXE,0x81DB5,E9,2E,ui_pool
PSX.EXE,0x81DB6,F3,A1,ui_pool
PSX.EXE,0x81DB7,E9,DD,ui_pool
PSX.EXE,0x81DB8,02,38,ui_pool
PSX.EXE,0x81DB9,9C,17,ui_pool
PSX.EXE,0x81DBA,E9,36,ui_pool
PSX.EXE,0x81DBB,05,A1,ui_pool
PSX.EXE,0x81DBC,E9,39,ui_pool
PSX.EXE,0x81DBD,85,24,ui_pool
PSX.EXE,0x81DBE,E9,DD,ui_pool
PSX.EXE,0x81DBF,39,83,ui_pool
PSX.EXE,0x81DC0,E9,19,ui_pool
PSX.EXE,0x81DC1,1A,29,ui_pool
PSX.EXE,0x81DC2,E9,54,ui_pool
PSX.EXE,0x81DC3,15,2D,ui_pool
PSX.EXE,0x81DC4,E9,07,ui_pool
PSX.EXE,0x81DC5,2C,3B,ui_pool
PSX.EXE,0x81DC6,E9,D1,ui_pool
PSX.EXE,0x81DC7,2D,00,ui_pool
PSX.EXE,0x81DC8,00,DD,ui_pool
PSX.EXE,0x81DC9,E9,09,ui_pool
PSX.EXE,0x81DCA,2D,A1,ui_pool
PSX.EXE,0x81DCB,E9,DD,ui_pool
PSX.EXE,0x81DCC,BC,90,ui_pool
PSX.EXE,0x81DCD,9C,DD,ui_pool
PSX.EXE,0x81DCE,E9,2B,ui_pool
PSX.EXE,0x81DCF,31,0D,ui_pool
PSX.EXE,0x81DD0,E9,A1,ui_pool
PSX.EXE,0x81DD1,85,DF,ui_pool
PSX.EXE,0x81DD2,E9,5C,ui_pool
PSX.EXE,0x81DD3,BB,50,ui_pool
PSX.EXE,0x81DD4,9C,2B,ui_pool
PSX.EXE,0x81DD5,E0,A1,ui_pool
PSX.EXE,0x81DD6,FC,09,ui_pool
PSX.EXE,0x81DD7,E9,7C,ui_pool
PSX.EXE,0x81DD8,33,A1,ui_pool
PSX.EXE,0x81DD9,DE,7A,ui_pool
PSX.EXE,0x81DDA,D9,DD,ui_pool
PSX.EXE,0x81DDB,E9,9F,ui_pool
PSX.EXE,0x81DDC,2C,00,ui_pool
PSX.EXE,0x81DDD,E9,DD,ui_pool
PSX.EXE,0x81DDE,2D,2C,ui_pool
PSX.EXE,0x81DDF,00,55,ui_pool
PSX.EXE,0x81DE0,E0,2E,ui_pool
PSX.EXE,0x81DE1,BF,A1,ui_pool
PSX.EXE,0x81DE2,E9,DD,ui_pool
PSX.EXE,0x81DE3,C7,38,ui_pool
PSX.EXE,0x81DE4,9C,17,ui_pool
PSX.EXE,0x81DE5,E9,36,ui_pool
PSX.EXE,0x81DE6,07,A1,ui_pool
PSX.EXE,0x81DE7,E0,DE,ui_pool
PSX.EXE,0x81DE8,C3,2B,ui_pool
PSX.EXE,0x81DE9,E9,35,ui_pool
PSX.EXE,0x81DEA,F3,19,ui_pool
PSX.EXE,0x81DEB,E9,1C,ui_pool
PSX.EXE,0x81DEC,02,A1,ui_pool
PSX.EXE,0x81DED,9C,1F,ui_pool
PSX.EXE,0x81DEE,E9,2D,ui_pool
PSX.EXE,0x81DEF,A3,07,ui_pool
PSX.EXE,0x81DF0,E9,01,ui_pool
PSX.EXE,0x81DF1,15,00,ui_pool
PSX.EXE,0x81DF2,E9,09,ui_pool
PSX.EXE,0x81DF3,2C,58,ui_pool
PSX.EXE,0x81DF4,E9,A1,ui_pool
PSX.EXE,0x81DF5,2D,DD,ui_pool
PSX.EXE,0x81DF6,00,C9,ui_pool
PSX.EXE,0x81DF7,DF,A1,ui_pool
PSX.EXE,0x81DF8,10,DD,ui_pool
PSX.EXE,0x81DF9,E0,31,ui_pool
PSX.EXE,0x81DFA,5D,DD,ui_pool
PSX.EXE,0x81DFB,EA,32,ui_pool
PSX.EXE,0x81DFC,07,A1,ui_pool
PSX.EXE,0x81DFD,E9,DF,ui_pool
PSX.EXE,0x81DFE,93,0B,ui_pool
PSX.EXE,0x81DFF,E9,DE,ui_pool
PSX.EXE,0x81E00,0A,07,ui_pool
PSX.EXE,0x81E01,E9,A1,ui_pool
PSX.EXE,0x81E02,15,7A,ui_pool
PSX.EXE,0x81E03,E9,DD,ui_pool
PSX.EXE,0x81E04,2C,9F,ui_pool
PSX.EXE,0x81E05,E9,00,ui_pool
PSX.EXE,0x81E06,0F,DD,ui_pool
PSX.EXE,0x81E07,E0,A6,ui_pool
PSX.EXE,0x81E08,47,A1,ui_pool
PSX.EXE,0x81E09,00,50,ui_pool
PSX.EXE,0x81E0A,E0,A1,ui_pool
PSX.EXE,0x81E0B,BF,71,ui_pool
PSX.EXE,0x81E0C,E9,06,ui_pool
PSX.EXE,0x81E0D,C7,A1,ui_pool
PSX.EXE,0x81E0E,EA,DD,ui_pool
PSX.EXE,0x81E0F,07,15,ui_pool
PSX.EXE,0x81E10,E9,0E,ui_pool
PSX.EXE,0x81E11,93,A1,ui_pool
PSX.EXE,0x81E12,E9,01,ui_pool
PSX.EXE,0x81E13,0A,2E,ui_pool
PSX.EXE,0x81E14,E9,A1,ui_pool
PSX.EXE,0x81E15,15,DD,ui_pool
PSX.EXE,0x81E16,E9,36,ui_pool
PSX.EXE,0x81E17,2C,DD,ui_pool
PSX.EXE,0x81E18,E9,17,ui_pool
PSX.EXE,0x81E19,0F,00,ui_pool
PSX.EXE,0x81E1A,E0,DD,ui_pool
PSX.EXE,0x81E1B,47,ED,ui_pool
PSX.EXE,0x81E1C,00,DD,ui_pool
PSX.EXE,0x81E1D,E9,2B,ui_pool
PSX.EXE,0x81E1E,BF,A1,ui_pool
PSX.EXE,0x81E1F,E9,DF,ui_pool
PSX.EXE,0x81E20,66,0B,ui_pool
PSX.EXE,0x81E21,E9,DE,ui_pool
PSX.EXE,0x81E22,BB,07,ui_pool
PSX.EXE,0x81E23,9C,A1,ui_pool
PSX.EXE,0x81E24,E0,DD,ui_pool
PSX.EXE,0x81E25,FC,07,ui_pool
PSX.EXE,0x81E26,E9,DD,ui_pool
PSX.EXE,0x81E27,33,06,ui_pool
PSX.EXE,0x81E28,EA,A1,ui_pool
PSX.EXE,0x81E29,07,DD,ui_pool
PSX.EXE,0x81E2A,E9,DA,ui_pool
PSX.EXE,0x81E2B,1D,DD,ui_pool
PSX.EXE,0x81E2C,E9,46,ui_pool
PSX.EXE,0x81E2D,AF,00,ui_pool
PSX.EXE,0x81E2E,00,04,ui_pool
PSX.EXE,0x81E2F,DF,DE,ui_pool
PSX.EXE,0x81E30,0C,39,ui_pool
PSX.EXE,0x81E31,E9,0F,ui_pool
PSX.EXE,0x81E32,BC,A1,ui_pool
PSX.EXE,0x81E33,E9,DD,ui_pool
PSX.EXE,0x81E34,7B,11,ui_pool
PSX.EXE,0x81E35,E9,DD,ui_pool
PSX.EXE,0x81E36,F3,35,ui_pool
PSX.EXE,0x81E38,F6,D4,ui_pointer
PSX.EXE,0x81E39,C0,AB,ui_pointer
PSX.EXE,0x81E3C,04,A0,ui_pointer
PSX.EXE,0x81E3D,C1,AF,ui_pointer
PSX.EXE,0x81E40,0B,76,ui_pointer
PSX.EXE,0x81E44,17,BE,ui_pointer
PSX.EXE,0x81E45,C1,BA,ui_pointer
PSX.EXE,0x81E48,22,BC,ui_pointer
PSX.EXE,0x81E4C,2E,78,ui_pointer
PSX.EXE,0x81E4D,C1,BE,ui_pointer
PSX.EXE,0x81E50,38,1C,ui_pointer
PSX.EXE,0x81E54,44,95,ui_pointer
PSX.EXE,0x81E55,C1,BD,ui_pointer
PSX.EXE,0x81E58,11,2A,ui_pointer
PSX.EXE,0x81E59,CC,C2,ui_pointer
PSX.EXE,0x81E5C,59,05,ui_pointer
PSX.EXE,0x81E5D,C1,BD,ui_pointer
PSX.EXE,0x81E60,65,3D,ui_pointer
PSX.EXE,0x81E61,C1,BD,ui_pointer
PSX.EXE,0x81E64,6F,AD,ui_pointer
PSX.EXE,0x81E65,C1,BD,ui_pointer
PSX.EXE,0x81E68,79,26,ui_pointer
PSX.EXE,0x81E6C,85,F9,ui_pointer
PSX.EXE,0x81E6D,C1,BB,ui_pointer
PSX.EXE,0x81E70,8F,9D,ui_pointer
PSX.EXE,0x81E71,C1,C7,ui_pointer
PSX.EXE,0x81E74,9F,AF,ui_pointer
PSX.EXE,0x81E75,C1,AF,ui_pointer
PSX.EXE,0x81E78,A8,FC,ui_pointer
PSX.EXE,0x81E79,C1,AE,ui_pointer
PSX.EXE,0x81E7C,B1,92,ui_pointer
PSX.EXE,0x81E7D,C1,AB,ui_pointer
PSX.EXE,0x81E80,C1,7D,ui_pointer
PSX.EXE,0x81E81,C1,BD,ui_pointer
PSX.EXE,0x81E84,CF,55,ui_pointer
PSX.EXE,0x81E85,C1,BD,ui_pointer
PSX.EXE,0x81E88,D9,94,ui_pointer
PSX.EXE,0x81E89,C1,BE,ui_pointer
PSX.EXE,0x81E8C,E5,EE,ui_pointer
PSX.EXE,0x81E8D,C1,C8,ui_pointer
PSX.EXE,0x81E90,F3,B6,ui_pointer
PSX.EXE,0x81E91,C1,C2,ui_pointer
PSX.EXE,0x81E94,FF,D8,ui_pointer
PSX.EXE,0x81E95,C1,AE,ui_pointer
PSX.EXE,0x81E98,09,6D,ui_pointer
PSX.EXE,0x81E99,C2,BC,ui_pointer
PSX.EXE,0x81E9C,13,E1,ui_pointer
PSX.EXE,0x81E9D,C2,BE,ui_pointer
PSX.EXE,0x81EA0,1D,AC,ui_pointer
PSX.EXE,0x81EA1,C2,BA,ui_pointer
PSX.EXE,0x81EA4,29,30,ui_pointer
PSX.EXE,0x81EA5,C2,C1,ui_pointer
PSX.EXE,0x81EA8,33,E1,ui_pointer
PSX.EXE,0x81EA9,C2,AF,ui_pointer
PSX.EXE,0x81EAC,3A,15,ui_pointer
PSX.EXE,0x81EAD,C2,BE,ui_pointer
PSX.EXE,0x81EE8,AC,A2,ui_pointer
PSX.EXE,0x81EE9,C8,AE,ui_pointer
PSX.EXE,0x81EEC,A3,18,ui_pointer
PSX.EXE,0x81EED,CE,B0,ui_pointer
PSX.EXE,0x81EF0,08,3D,ui_pointer
PSX.EXE,0x81EF1,C8,BC,ui_pointer
PSX.EXE,0x81EF4,13,90,ui_pointer
PSX.EXE,0x81EF5,C8,AE,ui_pointer
PSX.EXE,0x81EF8,D0,86,ui_pointer
PSX.EXE,0x81EF9,C6,BE,ui_pointer
PSX.EXE,0x81EFC,B9,DC,ui_pointer
PSX.EXE,0x81EFD,D2,AF,ui_pointer
PSX.EXE,0x81F00,1E,1D,ui_pointer
PSX.EXE,0x81F01,C8,BC,ui_pointer
PSX.EXE,0x81F04,E7,DD,ui_pool
PSX.EXE,0x81F05,02,13,ui_pool
PSX.EXE,0x81F06,E0,DD,ui_pool
PSX.EXE,0x81F07,CB,8C,ui_pool
PSX.EXE,0x81F08,E9,A1,ui_pool
PSX.EXE,0x81F09,CD,56,ui_pool
PSX.EXE,0x81F0A,9C,DE,ui_pool
PSX.EXE,0x81F0B,E7,92,ui_pool
PSX.EXE,0x81F0C,03,A1,ui_pool
PSX.EXE,0x81F0D,E9,DD,ui_pool
PSX.EXE,0x81F0E,37,36,ui_pool
PSX.EXE,0x81F0F,E9,DD,ui_pool
PSX.EXE,0x81F10,9A,17,ui_pool
PSX.EXE,0x81F11,E9,00,ui_pool
PSX.EXE,0x81F12,02,DD,ui_pool
PSX.EXE,0x81F13,E9,24,ui_pool
PSX.EXE,0x81F14,1B,56,ui_pool
PSX.EXE,0x81F15,00,A1,ui_pool
PSX.EXE,0x81F16,E0,81,ui_pool
PSX.EXE,0x81F17,88,03,ui_pool
PSX.EXE,0x81F18,E0,02,ui_pool
PSX.EXE,0x81F19,D6,0C,ui_pool
PSX.EXE,0x81F1A,E0,A1,ui_pool
PSX.EXE,0x81F1B,B1,71,ui_pool
PSX.EXE,0x81F1C,9C,2D,ui_pool
PSX.EXE,0x81F1D,E0,07,ui_pool
PSX.EXE,0x81F1E,AC,01,ui_pool
PSX.EXE,0x81F1F,E0,00,ui_pool
PSX.EXE,0x81F20,B1,DD,ui_pool
PSX.EXE,0x81F21,9C,29,ui_pool
PSX.EXE,0x81F22,E0,14,ui_pool
PSX.EXE,0x81F23,AA,DD,ui_pool
PSX.EXE,0x81F24,DF,2B,ui_pool
PSX.EXE,0x81F25,87,A1,ui_pool
PSX.EXE,0x81F26,00,27,ui_pool
PSX.EXE,0x81F27,E0,91,ui_pool
PSX.EXE,0x81F28,C6,DD,ui_pool
PSX.EXE,0x81F29,E0,B8,ui_pool
PSX.EXE,0x81F2A,40,A1,ui_pool
PSX.EXE,0x81F2B,DF,8B,ui_pool
PSX.EXE,0x81F2C,E2,69,ui_pool
PSX.EXE,0x81F2D,9C,00,ui_pool
PSX.EXE,0x81F2E,DF,DD,ui_pool
PSX.EXE,0x81F2F,1C,29,ui_pool
PSX.EXE,0x81F30,E0,14,ui_pool
PSX.EXE,0x81F31,CB,DD,ui_pool
PSX.EXE,0x81F32,9C,2B,ui_pool
PSX.EXE,0x81F33,E0,A1,ui_pool
PSX.EXE,0x81F34,B2,4A,ui_pool
PSX.EXE,0x81F35,E0,91,ui_pool
PSX.EXE,0x81F36,AC,DD,ui_pool
PSX.EXE,0x81F37,00,B8,ui_pool
PSX.EXE,0x81F38,E9,A1,ui_pool
PSX.EXE,0x81F39,19,8B,ui_pool
PSX.EXE,0x81F3A,E9,69,ui_pool
PSX.EXE,0x81F3B,31,00,ui_pool
PSX.EXE,0x81F3C,E0,DD,ui_pool
PSX.EXE,0x81F3D,9C,29,ui_pool
PSX.EXE,0x81F3E,9C,14,ui_pool
PSX.EXE,0x81F3F,DE,DD,ui_pool
PSX.EXE,0x81F40,A7,2B,ui_pool
PSX.EXE,0x81F41,DF,A1,ui_pool
PSX.EXE,0x81F42,E0,9E,ui_pool
PSX.EXE,0x81F43,EA,91,ui_pool
PSX.EXE,0x81F44,07,DD,ui_pool
PSX.EXE,0x81F45,E9,B8,ui_pool
PSX.EXE,0x81F46,1B,A1,ui_pool
PSX.EXE,0x81F47,00,8B,ui_pool
PSX.EXE,0x81F48,E0,69,ui_pool
PSX.EXE,0x81F49,69,00,ui_pool
PSX.EXE,0x81F4A,E0,DD,ui_pool
PSX.EXE,0x81F4B,7D,6C,ui_pool
PSX.EXE,0x81F4C,DF,DD,ui_pool
PSX.EXE,0x81F4D,8C,B0,ui_pool
PSX.EXE,0x81F4E,9C,29,ui_pool
PSX.EXE,0x81F4F,E0,09,ui_pool
PSX.EXE,0x81F50,62,A1,ui_pool
PSX.EXE,0x81F51,E0,04,ui_pool
PSX.EXE,0x81F52,48,19,ui_pool
PSX.EXE,0x81F53,E0,DD,ui_pool
PSX.EXE,0x81F54,98,77,ui_pool
PSX.EXE,0x81F55,E0,DE,ui_pool
PSX.EXE,0x81F56,99,39,ui_pool
PSX.EXE,0x81F58,E9,DD,ui_pool
PSX.EXE,0x81F59,25,7B,ui_pool
PSX.EXE,0x81F5A,9C,DD,ui_pool
PSX.EXE,0x81F5B,9C,32,ui_pool
PSX.EXE,0x81F5C,9C,A1,ui_pool
PSX.EXE,0x81F5D,9C,DF,ui_pool
PSX.EXE,0x81F5E,9C,16,ui_pool
PSX.EXE,0x81F5F,9C,DD,ui_pool
PSX.EXE,0x81F60,E9,53,ui_pool
PSX.EXE,0x81F61,9A,A1,ui_pool
PSX.EXE,0x81F62,E9,DD,ui_pool
PSX.EXE,0x81F63,2C,0E,ui_pool
PSX.EXE,0x81F64,E9,34,ui_pool
PSX.EXE,0x81F65,AF,00,ui_pool
PSX.EXE,0x81F66,00,DE,ui_pool
PSX.EXE,0x81F67,E0,01,ui_pool
PSX.EXE,0x81F68,B6,8F,ui_pool
PSX.EXE,0x81F69,E0,DD,ui_pool
PSX.EXE,0x81F6A,D6,9D,ui_pool
PSX.EXE,0x81F6B,E0,DF,ui_pool
PSX.EXE,0x81F6C,68,88,ui_pool
PSX.EXE,0x81F6D,9C,A1,ui_pool
PSX.EXE,0x81F6E,E0,DE,ui_pool
PSX.EXE,0x81F6F,9F,27,ui_pool
PSX.EXE,0x81F70,E0,8B,ui_pool
PSX.EXE,0x81F71,32,DE,ui_pool
PSX.EXE,0x81F72,E0,50,ui_pool
PSX.EXE,0x81F73,50,00,ui_pool
PSX.EXE,0x81F74,00,DE,ui_pool
