over_by,source file,byte offset,needs,budget,korean
10,22/S2046.DAT,0x490BA,25,15,바치: 출발하시겠습니까?
10,22/S2046.DAT,0x4802A,31,21,이 몸에게 좋은 생각이 있느니라.
10,21/S2044.DAT,0x480B8,41,31,"초핀: 아크 님, 앞으로도 잘 부탁드립니다."
10,21/S2033.DAT,0x47AEE,27,17,"포코: 응, 알고는 있지만..."
10,21/S2033.DAT,0x479EC,13,3,아크: 뭐가?
10,21/S2033.DAT,0x47978,14,4,아크: 아마도.
10,21/S2031.DAT,0x47932,33,23,"대신: 토우빌의 아크, 들어오너라."
10,21/S2021.DAT,0x489EA,17,7,아크: 말하지 마.
10,21/S2021.DAT,0x48666,14,4,아크: 쿠쿠루!
10,21/S2014.DAT,0x47C66,36,26,"병사: 아, 저자는 시내의 경호원일세."
10,21/S2013.DAT,0x47C34,19,9,우게에에에에에에에!
10,21/S2013.DAT,0x47B2A,32,22,병사: 시끄러워! 저쪽으로 꺼져!!
10,1/S1041.DAT,0x48226,42,32,산의 정령: 성궤의 힘을 손에 넣음으로써...
10,1/S1041.DAT,0x48008,31,21,알겠어. 불을 붙이면 되는 거지?
10,1/S1041.DAT,0x47A56,63,53,아크 데몬: 무슨 소린지 모르겠군. 난 봉인을 푼 용사를 죽이고...
10,1/S1041.DAT,0x47A12,28,18,네가 아버지를 죽인 놈이구나!
10,1/S1023.DAT,0x4853C,41,31,어머니: 예전엔 저런 아이가 아니었는데...
10,1/S1023.DAT,0x484C6,35,25,어머니: 이제 정말 아무것도 없어...
10,1/S1023.DAT,0x4839E,25,15,파로의 열매를 받았습니다.
10,1/S1021.DAT,0x48DA6,38,28,"어머니: 요슈아, 아크를 지켜 주세요..."
10,1/S1021.DAT,0x48818,26,16,어머니: 산이 날뛴다고요?
9,F/SF0E1.DAT,0x47D6C,25,16,"사류족 남자: 자, 장로님!"
9,F/SF0E1.DAT,0x47A9E,63,54,장로: 우리는 시대에 뒤처진 백성. 잊혀 스러진다면 그 또한 운명.
9,F/SF0E1.DAT,0x47A3E,26,17,너무 말씀하지 않는 편이...
9,F/SF0B1.DAT,0x47D32,31,22,대신: 너 같은 어린 계집애가...
9,F/SF091.DAT,0x47AF0,56,47,용자가 봉인을 풀어 성궤가 유일한 구원이 되리라 전해진다.
9,F/SF091.DAT,0x47A92,52,43,그리고 그 성궤는 다시 인류가 멸망의 위기에 처했을 때
9,F/SF091.DAT,0x479D8,42,33,그때 세상의 끝을 전해 들은 소수의 사람들이
9,F/SF041.DAT,0x48648,22,13,불의 돌을 손에 넣었다.
9,F/SF041.DAT,0x485AC,33,24,"불의 정령: 자, 불의 돌을 받아라."
9,F/SF041.DAT,0x48204,16,7,그것은 인간이다.
9,E5/SE05A.DAT,0x490B2,24,15,"으앙, 누가 좀 세워 줘..."
9,E5/SE05A.DAT,0x48D1A,50,41,"아리바샤의 레이덴 유적, 사라 사막, 이슈마의 바위터"
9,E5/SE05A.DAT,0x48CBC,53,44,"다만 수메리아의 코르보 평원, 쿠이나 언덕, 카라간 평야"
9,E5/SE05A.DAT,0x48C52,42,33,나는 세계 제일의 대마법사 초코. 잘 부탁해.
9,D/SD031.DAT,0x48AA4,17,8,돌을 손에 넣었다!
9,D/SD031.DAT,0x48A5A,17,8,돌을 손에 넣었다!
9,D/SD031.DAT,0x463FC,28,19,로맨싱 스톤을 가지고 있었다!
9,D/SD031.DAT,0x46276,26,17,"그렇다, 그러할 터인데...?"
9,D/SD031.DAT,0x45F8E,25,16,그건 어디서 온 것이려나?
9,D/SD015.DAT,0x4791C,21,12,봉인의 불꽃이 꺼졌어!
9,C2/SC0B6.DAT,0x48020,26,17,일각수의 뿔을 손에 넣었다.
9,C2/SC0B6.DAT,0x47F06,26,17,치유의 부적을 손에 넣었다.
9,C2/SC0B6.DAT,0x47E34,23,14,선글라스를 손에 넣었다.
9,C2/SC0B6.DAT,0x47D16,28,19,질풍의 반다나를 손에 넣었다.
9,C2/SC0B6.DAT,0x47CCE,26,17,마법의 카트를 손에 넣었다.
9,C2/SC0B6.DAT,0x47BFE,24,15,마력의 샘을 손에 넣었다.
9,C2/SC0B6.DAT,0x47B2C,24,15,힘의 열매를 손에 넣었다.
9,C2/SC0B6.DAT,0x47658,26,17,치유의 부적을 손에 넣었다.
9,C2/SC0B6.DAT,0x471D2,23,14,선글라스를 손에 넣었다.
9,C2/SC0B6.DAT,0x46E46,28,19,질풍의 반다나를 손에 넣었다.
9,C2/SC0B6.DAT,0x46DAE,26,17,마법의 카트를 손에 넣었다.
9,C2/SC0B6.DAT,0x46ABC,24,15,마력의 샘을 손에 넣었다.
9,C2/SC0B6.DAT,0x468FA,24,15,힘의 열매를 손에 넣었다.
9,C1/SC011.DAT,0x46F74,38,29,전투가 되는데 괜찮겠나?|예|그만둔다
9,B/SB041.DAT,0x47B7C,30,21,이대로면 우리도 휩쓸리고 말아!
9,9/S9031.DAT,0x486C4,30,21,소장: 서둘러 대신님께 연락해!
9,9/S9012.DAT,0x47C00,18,9,기다려! 나도 갈래.
9,9/S9012.DAT,0x47B98,35,26,녀석들은 내가 맡을게. 먼저 가 있어.
9,8/S8031.DAT,0x4881C,29,20,"매트 버틀러: 뭐냐, 네놈은?!"
9,8/S8031.DAT,0x48662,24,15,살아남은 사람은 없는가?
9,8/S8013.DAT,0x4766E,25,16,초핀: 출발하시겠습니까?
9,7/S7028.DAT,0x48094,23,14,대회 위원: 그렇습니까.
9,7/S7026.DAT,0x48CDA,19,10,그만둘 리가 없잖아.
9,7/S7026.DAT,0x48BFA,40,31,그런 것 때문에 하는 게 아니야. 정말이지.
9,7/S7026.DAT,0x48830,30,21,요즘 두목은 변신하니까 말이야.
9,7/S7025.DAT,0x48A26,29,20,그런 건 말 안 해도 알고 있어.
9,7/S7023.DAT,0x4848C,27,18,여기 있던 것은 이미 주웠다.
9,7/S7021.DAT,0x48D8C,23,14,대회 위원: 그렇습니까.
9,7/S7021.DAT,0x48498,27,18,여기 있던 것은 이미 주웠다.
9,7/S7012.DAT,0x47AD4,25,16,초핀: 출발하시겠습니까?
9,7/S7012.DAT,0x47A2C,25,16,초핀: 출발하시겠습니까?
9,7/S7012.DAT,0x47066,40,31,곧 개회사가 시작됩니다. 서둘러 주십시오.
9,7/S7011.DAT,0x47FEE,25,16,초핀: 출발하시겠습니까?
9,6/S6041.DAT,0x488A2,18,9,당신은 땅의 정령?
9,6/S6031.DAT,0x47AEA,23,14,"부르셨습니까, 대승정님."
9,6/S6014.DAT,0x47EA2,25,16,초핀: 출발하시겠습니까?
9,6/S6014.DAT,0x479AA,25,16,초핀: 출발하시겠습니까?
9,6/S6014.DAT,0x47902,25,16,초핀: 출발하시겠습니까?
9,6/S6014.DAT,0x475F0,25,16,초핀: 출발하시겠습니까?
9,6/S6013.DAT,0x47FE8,25,16,초핀: 출발하시겠습니까?
9,6/S6012.DAT,0x481A6,22,13,"뭐야, 한판 해 볼 테냐!"
9,5/S5041.DAT,0x47D30,22,13,빛의 돌을 손에 넣었다.
9,5/S5021.DAT,0x47F3A,22,13,어딘가 믿을 수 없는데.
9,5/S5013.DAT,0x47C76,25,16,초핀: 출발하시겠습니까?
9,5/S5013.DAT,0x47BCE,25,16,초핀: 출발하시겠습니까?
9,5/S5013.DAT,0x478B6,25,16,초핀: 출발하시겠습니까?
9,5/S5013.DAT,0x47538,25,16,초핀: 출발하시겠습니까?
9,5/S5012.DAT,0x47FC4,25,16,초핀: 출발하시겠습니까?
9,4/S4061.DAT,0x478AE,23,14,어딘가 상태가 이상해...
9,4/S4036.DAT,0x4835E,18,9,(내가 알 게 뭐야!)
9,4/S4036.DAT,0x4818E,26,17,그건 스스로 알아보는 게지.
9,4/S4036.DAT,0x47C74,25,16,요슈아에게서 편지가 왔어.
9,4/S4035.DAT,0x4856C,16,7,그러면 좋겠지만.
9,4/S4035.DAT,0x47CC8,25,16,요슈아에게서 편지가 왔어.
9,4/S4034.DAT,0x47CC8,25,16,요슈아에게서 편지가 왔어.
9,4/S4033.DAT,0x48102,41,32,전투 때는  를 함께 누르면 프리 커서가 돼.
9,4/S4033.DAT,0x480B6,27,18,여기 있던 것은 이미 주웠다.
9,4/S4033.DAT,0x47C74,25,16,요슈아에게서 편지가 왔어.
9,4/S4031.DAT,0x48516,28,19,좋아! 우선 전기를 손에 넣자.
9,4/S4012.DAT,0x4796C,20,11,분명 뭔가 있을 거야.
9,4/S4011.DAT,0x48A6C,39,30,어떻게 된 거야? 병사가 몬스터라니...?
9,32/S3062.DAT,0x47E48,36,27,"은혜의 정령: 자, 토우빌로 향하거라."
9,32/S3061.DAT,0x48190,36,27,그런 말을 들어도 어떻게 해야 할지...
9,32/S3061.DAT,0x47EA2,35,26,잠깐만! 인간은 정말 멸망하는 거야?
9,32/S3061.DAT,0x47B7A,17,8,아버지가 여기에?
9,32/S3051.DAT,0x48E70,32,23,이 근처에서 사라졌는데 말이야...
9,32/S3051.DAT,0x48DB0,28,19,병사: 계속 따라와 주십시오.
9,31/S3032.DAT,0x47C3C,28,19,몬스터: 제게 맡겨 주십시오.
9,31/S3024.DAT,0x46EF6,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x46D92,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x46C9A,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x46BA4,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x46AB2,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x469BE,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x468C8,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x467D2,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x466DE,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x465E6,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x464F2,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x463FE,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3024.DAT,0x46308,44,35,노인|괴물 출몰 뒤론|군에서 식량을 사야 해.
9,31/S3022.DAT,0x482B4,47,38,남자: 몬스터와 싸우기 위한 임시 군대일 텐데...
9,31/S3022.DAT,0x4826A,20,11,위험하지 않다는데도.
9,31/S3014.DAT,0x46CA8,25,16,초핀: 출발하시겠습니까?
9,31/S3014.DAT,0x46C00,25,16,초핀: 출발하시겠습니까?
9,31/S3014.DAT,0x468D2,25,16,초핀: 출발하시겠습니까?
9,31/S3014.DAT,0x46546,25,16,초핀: 출발하시겠습니까?
9,23/S2082.DAT,0x478E0,28,19,거울: 야군 장군에게 들었다.
9,23/S2082.DAT,0x47890,38,29,대신: 아크가 밀마나에서 돌아왔습니다.
9,22/S2058.DAT,0x478F4,40,31,국왕: 나도 요즘 아주 쇠약해진 모양이야.
9,22/S2052.DAT,0x47E94,35,26,병사: 전혀 상대가 되지 않습니다...
9,22/S2051.DAT,0x479EC,19,10,국왕: 정령에게서?
9,22/S2047.DAT,0x480A2,23,14,지금까지 정말 고마웠어.
9,22/S2046.DAT,0x48996,25,16,우리 나라의 대신들이지요.
9,22/S2046.DAT,0x4854A,17,8,무슨 일이신지요?
9,22/S2046.DAT,0x48358,39,30,"병사: 뭐야, 입국 연락은 받지 못했는데."
9,22/S2046.DAT,0x480FC,30,21,"할아버지, 잠깐 귀를 빌려 줘..."
9,22/S2046.DAT,0x48074,16,7,어떻게 할 건데?
9,21/S2045.DAT,0x47C92,25,16,초핀: 출발하시겠습니까?
9,21/S2045.DAT,0x47BEA,25,16,초핀: 출발하시겠습니까?
9,21/S2045.DAT,0x478CC,25,16,초핀: 출발하시겠습니까?
9,21/S2045.DAT,0x47546,25,16,초핀: 출발하시겠습니까?
9,21/S2022.DAT,0x47B62,26,17,"좋아, 지하 창고로 가 보자!"
9,21/S2011.DAT,0x47C68,46,37,병사: 토우빌의 아크. 이렇게 어린아이였다니...
9,1/S1072.DAT,0x47A68,20,11,촌장: 무슨 일이냐?
9,1/S1061.DAT,0x478A4,19,10,이제 여기까지면 돼.
9,1/S1022.DAT,0x47A06,37,28,병사가 되면 엄마도 편히 지낼 수 있어.
9,1/S1021.DAT,0x478AC,27,18,여기 있던 것은 이미 주웠다.
8,F/SF0F1.DAT,0x47974,33,25,한결같이 주먹을 단련해 온 내가...
8,F/SF0E1.DAT,0x47DDC,26,18,카사토르라는 자는 누구야?
8,F/SF0D1.DAT,0x478DA,45,37,아크는 신기해. 너와 있으면 힘이 솟는 것 같아.
8,F/SF0A1.DAT,0x478F8,18,10,절대로 용서 못 해!
8,F/SF091.DAT,0x478F0,14,6,"전설에 따르면,"
8,F/SF041.DAT,0x4881E,23,15,상황이 위험해지고 있군.
8,F/SF041.DAT,0x47D2C,21,13,나도 감사를 표하겠다.
8,F/SF021.DAT,0x483E6,25,17,비극의 안경을 손에 넣었다
8,F/SF021.DAT,0x47F12,20,12,아름다운 물건이구먼.
8,F/SF021.DAT,0x47E9C,32,24,"어디, 나에게도 보여 주지 않겠나."
8,D/SD071.DAT,0x486B4,38,30,어서 성궤가 있는 곳으로 가야 하는데...
8,D/SD031.DAT,0x45F3C,38,30,이끈 것...? 아버지가 보내온 편지구나!
8,D/SD013.DAT,0x47A2C,57,49,"소문은 팔렌시아 왕도까지 퍼졌고, 아크는 성으로 불려 갔다."
8,C2/SC0C1.DAT,0x48B88,24,16,"벌었다, 벌었어. 우히히히"
8,C2/SC0C1.DAT,0x48B40,28,20,일단 내 수집품에 더해 두겠네
8,C2/SC0B6.DAT,0x47EBE,26,18,하이퍼 부츠를 손에 넣었다.
8,C2/SC0B6.DAT,0x47DF2,19,11,거울을 손에 넣었다.
8,C2/SC0B6.DAT,0x47DAA,25,17,안티헤모지를 손에 넣었다.
8,C2/SC0B6.DAT,0x47AE6,24,16,부활의 약을 손에 넣었다.
8,C2/SC0B6.DAT,0x47A12,26,18,넘치는 과실을 손에 넣었다.
8,C2/SC0B6.DAT,0x475C0,26,18,하이퍼 부츠를 손에 넣었다.
8,C2/SC0B6.DAT,0x47140,19,11,거울을 손에 넣었다.
8,C2/SC0B6.DAT,0x470A8,25,17,안티헤모지를 손에 넣었다.
8,C2/SC0B6.DAT,0x46736,24,16,부활의 약을 손에 넣었다.
8,C2/SC0B6.DAT,0x46572,26,18,넘치는 과실을 손에 넣었다.
8,9/S9051.DAT,0x47CE8,32,24,아나운서: 임시 국가안전위원회의
8,8/S8051.DAT,0x48688,27,19,왜 사류족 마을을 파괴했지?
8,8/S8013.DAT,0x47716,22,14,"초핀: 그럼, 이쪽으로."
8,8/S8011.DAT,0x48166,15,7,아버지한테서!?
8,7/S7031.DAT,0x47986,25,17,장난감 반지를 손에 넣었다
8,7/S7028.DAT,0x48228,27,19,클라비스의 책을 받았습니다.
8,7/S7028.DAT,0x481B8,40,32,대회 위원: 이것을 드릴 테니 봐주십시오.
8,7/S7028.DAT,0x47650,40,32,"뭐 그건, 우리도 이렇게 와 있는 셈이고..."
8,7/S7026.DAT,0x4887A,17,9,안 하면 좋겠는데.
8,7/S7023.DAT,0x484D6,30,22,"대회 위원: 아아, 바쁘다 바빠."
8,7/S7022.DAT,0x488AA,21,13,불행이 어쨌다는 거야.
8,7/S7021.DAT,0x484E2,30,22,"대회 위원: 아아, 바쁘다 바빠."
8,7/S7012.DAT,0x487FE,16,8,친절하기도 하군.
8,7/S7012.DAT,0x485F2,50,42,물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.
8,7/S7012.DAT,0x47B7C,22,14,"초핀: 그럼, 이쪽으로."
8,6/S6051.DAT,0x47AB4,22,14,여기가 라마다사인가...
8,6/S6014.DAT,0x48D06,16,8,친절하기도 하군.
8,6/S6014.DAT,0x48AFA,50,42,물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.
8,6/S6014.DAT,0x47F38,22,14,"초핀: 그럼, 이쪽으로."
8,6/S6014.DAT,0x47A52,22,14,"초핀: 그럼, 이쪽으로."
8,6/S6014.DAT,0x47686,22,14,"초핀: 그럼, 이쪽으로."
8,5/S5041.DAT,0x47D74,22,14,왕의 상을 손에 넣었다.
8,5/S5032.DAT,0x479E4,16,8,나도 돌아가야지.
8,5/S5026.DAT,0x47872,47,39,이래도 되는 걸까? 분명 보물은 손에 넣었지만...
8,5/S5025.DAT,0x47F9C,23,15,가게에는 아무도 없어...
8,5/S5023.DAT,0x479C4,22,14,우선 물건을 보여 주게.
8,5/S5023.DAT,0x4797C,28,20,"아아, 약속을 지켜 주시겠지?"
8,5/S5022.DAT,0x47878,27,19,"뭐야, 아직 가져오지 않았나."
8,5/S5021.DAT,0x47D86,24,16,"아가씨, 눈치가 빠르구나."
8,5/S5013.DAT,0x48D5A,16,8,친절하기도 하군.
8,5/S5013.DAT,0x48B4E,50,42,물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.
8,5/S5013.DAT,0x47D1E,22,14,"초핀: 그럼, 이쪽으로."
8,5/S5013.DAT,0x4795A,22,14,"초핀: 그럼, 이쪽으로."
8,5/S5011.DAT,0x482A2,13,5,어떻게 할래?
8,5/S5011.DAT,0x4810A,23,15,이쪽도 장사니까 말이야.
8,4/S4034.DAT,0x4845E,49,41,"마법이 레벨업하면 효과 범위가 바뀌는 일이 있는데,"
8,4/S4033.DAT,0x482A6,22,14,어떻게 해야 없어질까?
8,4/S4022.DAT,0x47BF6,27,19,병사2: 그런데 잘도 타는군.
8,4/S4022.DAT,0x47AB4,26,18,병사1: 약속? 그게 뭐야?
8,4/S4021.DAT,0x47AFA,33,25,"병사2: 개조하는 거지, 살기 좋게."
8,4/S4021.DAT,0x47992,40,32,병사1: 팔렌시아 최고의 경호원도 잘됐군.
8,4/S4011.DAT,0x48E64,38,30,성의 병사들까지 몬스터로 둔갑하다니...
8,32/S3061.DAT,0x484CE,20,12,수메리아로 돌아가요.
8,31/S3031.DAT,0x480B0,48,40,야군: ...좋습니다. 여러분의 힘을 보여 주시지요.
8,31/S3031.DAT,0x47E08,33,25,"야군: 이건 실례했습니다, 아가씨."
8,31/S3023.DAT,0x4816E,39,31,노인: 그런가. 자네 수메리아에서 왔나?
8,31/S3022.DAT,0x47CBA,26,18,우리 셋만으로도 괜찮겠지?
8,31/S3014.DAT,0x47D92,16,8,친절하기도 하군.
8,31/S3014.DAT,0x47B86,50,42,물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.
8,31/S3012.DAT,0x4811E,53,45,|어떻게 하면 강해져?|무슨 싸움 요령이 있어?|그만
8,23/S2071.DAT,0x47A8E,22,14,네 검에 서린 정령이다.
8,23/S2061.DAT,0x48B6C,12,4,아크: 간다!
8,23/S2061.DAT,0x48700,31,23,뭐야. 난 또 마물인 줄 알았잖아.
8,22/S205C.DAT,0x47C2C,22,14,"왕님, 정신 차리십시오."
8,22/S2059.DAT,0x478B4,26,18,국왕: 정령은 그런 일을...
8,22/S2057.DAT,0x47B28,22,14,"아크: 가, 감사합니다."
8,22/S2052.DAT,0x47908,47,39,코르보 평원의 몬스터 토벌 보고를 하러 왔습니다.
8,22/S2046.DAT,0x48EAC,23,15,"그렇군요. 가자, 너희들!"
8,22/S2046.DAT,0x48780,21,13,"응, 그렇단다. 이분이."
8,22/S2046.DAT,0x480B0,32,24,"자자, 이 촌가라 님에게 맡기거라."
8,21/S2045.DAT,0x48D6E,16,8,친절하기도 하군.
8,21/S2045.DAT,0x48B62,50,42,물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.
8,21/S2045.DAT,0x47D3A,22,14,"초핀: 그럼, 이쪽으로."
8,21/S2045.DAT,0x47970,22,14,"초핀: 그럼, 이쪽으로."
8,21/S2041.DAT,0x48398,18,10,응? 뭐라고 했어?
8,21/S2022.DAT,0x47D86,31,23,그게 안 되니까 부탁하는 건데...
8,21/S2021.DAT,0x4899E,31,23,쿠쿠루: 괜찮아. 조금만 쉬면...
8,21/S2021.DAT,0x488FE,16,8,아크: 쿠쿠루...
8,21/S2013.DAT,0x47BDA,24,16,"병사 
어서 비켜라！！"
8,1/S1072.DAT,0x47B94,62,54,촌장: 후후후... 잘됐군. 안델 대신에게 상을 많이 받아야겠어...
8,1/S1061.DAT,0x47E44,11,3,아크: 길?
8,1/S1061.DAT,0x47D52,16,8,아크: 쿠쿠루...
8,1/S1041.DAT,0x479BA,44,36,아크 데몬: 네가 봉인을 풀어 버린 용사인가?
8,1/S1023.DAT,0x47E78,56,48,공격받을 때는 정면을 향하도록 하면 적에게 반격하기 쉽다.
8,1/S1022.DAT,0x479A2,55,47,별일 아니야. 왕의 부름을 받아 팔렌시아로 가는 것뿐이야.
8,1/S1021.DAT,0x48A4E,29,21,아버지의 유품을 장비해야겠어.
8,1/S1021.DAT,0x4807A,48,40,아버지의 갑옷과 검이 여기 있는 건 알고 있지만...
8,1/S1021.DAT,0x47B34,32,24,그렇진 않을 거야. 그럼 가져갈게.
7,E5/SE05A.DAT,0x48948,23,16,뒤라고 말하고 있는데...
7,D/SD071.DAT,0x48782,27,20,와 줬다고. 약속대로 말이야!
7,D/SD031.DAT,0x45924,29,22,"보기와 달리 강하구먼, 너희들."
7,D/SD015.DAT,0x47A9C,11,4,알겠습니다.
7,D/SD015.DAT,0x4795C,19,12,그 녀석들이 걱정돼.
7,D/SD014.DAT,0x479BE,16,9,"다들, 기다려 줘."
7,C2/SC0C1.DAT,0x489BC,39,32,"오오, 이런 곳에 순수한 헤모지가 있구먼."
7,C1/SC011.DAT,0x46EAA,36,29,할 거다. 물론 괜찮겠지|예|그만둔다
7,C1/SC011.DAT,0x46DE6,35,28,전투가 된다. 괜찮나?|예|그만둔다
7,B/SB072.DAT,0x480F6,18,11,병사: 있었습니다.
7,B/SB041.DAT,0x47986,17,10,대체 무슨 일이야!
7,B/SB022.DAT,0x478D8,36,29,"아크, 너희들의 마음은 분명히 받았다."
7,8/S8062.DAT,0x47C00,25,18,여신의 기도를 받았습니다.
7,8/S8061.DAT,0x47A0A,19,12,시원하고 기분 좋아.
7,8/S8041.DAT,0x47BDA,24,17,무슨 짓을... 용서 못 해!
7,8/S8031.DAT,0x48736,23,16,레드 스켈레톤: 우가아!
7,8/S8021.DAT,0x48296,35,28,"사류족 남자: 마, 마을이, 마을이..."
7,7/S7028.DAT,0x48666,46,39,|촌가라|다음 페이지|그만두기|밖으로 나가기
7,7/S7027.DAT,0x48FAA,16,9,역시 쿠쿠루구나.
7,7/S7027.DAT,0x487E2,39,32,"로크톨: 아가씨, 생각하신 그대로입니다."
7,7/S7027.DAT,0x48662,52,45,로크톨: 하지만 오브는 이대로 넘겨 드릴 수는 없지요.
7,7/S7021.DAT,0x4921C,46,39,|촌가라|다음 페이지|그만두기|밖으로 나가기
7,6/S6054.DAT,0x45A80,20,13,라마다 승: 대정답!!
7,6/S6031.DAT,0x47CD8,11,4,알겠습니다.
7,6/S6031.DAT,0x47A7E,23,16,대승정: 이가를 불러라.
7,6/S6031.DAT,0x47944,47,40,대승정: 목적은 라마다 산 정령의 구출인가......
7,6/S6014.DAT,0x48050,18,11,이상한 간판이네...
7,6/S6013.DAT,0x48176,20,13,아무 말도 안 했잖아!
7,5/S5041.DAT,0x47DB4,29,22,"빛의 정령: 아크, 부탁할게..."
7,5/S5032.DAT,0x47946,21,14,"그런가, 그럼 잘 있게."
7,5/S5021.DAT,0x4806C,37,30,믿자. 달리 단서가 있는 것도 아니니까.
7,5/S5021.DAT,0x4800C,28,21,"음, 하는 말은 틀리지 않았어."
7,5/S5021.DAT,0x47DCA,56,49,유적의 보물은 좋은 물건일수록 강한 몬스터가 지키고 있어.
7,5/S5013.DAT,0x475DC,22,15,"초핀: 그럼, 이쪽으로."
7,5/S5011.DAT,0x481C6,27,20,햣햣햣! 이거 강해 보이는군.
7,5/S5011.DAT,0x480CA,13,6,어떻게 그걸?
7,4/S4033.DAT,0x48574,33,26,기본 중의 기본이야. 알고 있느냐?
7,4/S4033.DAT,0x483EA,27,20,중요한 것은 잊지 않도록 해.
7,4/S4033.DAT,0x47F94,50,43,적이라는 건 대체 뭘까? 분명 큰 힘은 느껴지지만...
7,4/S4031.DAT,0x481F8,34,27,사랑하는 내 아들에게. 아버지로부터
7,4/S4031.DAT,0x4807A,23,16,너 자신도 당황스럽겠지.
7,4/S4011.DAT,0x48FC2,20,13,일단 감사는 해 두지.
7,4/S4011.DAT,0x48C44,27,20,싸울 상대는 정해졌군. 가자!
7,4/S4011.DAT,0x48BEC,42,35,그에게도 정령의 힘이 서려 있는 모양이야...
7,4/S4011.DAT,0x48B1A,24,17,거울이... 빛나고 있어...
7,32/S3061.DAT,0x47AE4,12,5,기다렸다고?
7,31/S3024.DAT,0x46F4C,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46EA8,25,18,여신의 기도를 받았습니다.
7,31/S3024.DAT,0x46DE8,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46CF0,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46BFA,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46B08,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46A14,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x4691E,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46828,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46734,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x4663C,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46548,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x46454,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x4635E,28,21,노인|그게 결코 싸지 않다네.
7,31/S3024.DAT,0x461E4,38,31,병사|강하다며?|우리 군에 들어올래?
7,31/S3022.DAT,0x4816E,40,33,노인: 언제쯤이면 편안히 살 수 있을까...
7,31/S3014.DAT,0x46D50,22,15,"초핀: 그럼, 이쪽으로."
7,31/S3014.DAT,0x46976,22,15,"초핀: 그럼, 이쪽으로."
7,31/S3014.DAT,0x465EA,22,15,"초핀: 그럼, 이쪽으로."
7,22/S2057.DAT,0x47BC2,10,3,아크: 예.
7,22/S2053.DAT,0x47A1E,22,15,"국왕: 그만하게, 안델!"
7,22/S2051.DAT,0x478F0,10,3,아크: 예.
7,22/S2051.DAT,0x478A6,22,15,국왕: 네가 아크인가?
7,22/S2047.DAT,0x47FD2,21,14,"다들, 잠깐 기다려 줘."
7,22/S2046.DAT,0x48242,29,22,아이고 도착했다. 도착했다고!!
7,21/S2045.DAT,0x475EA,22,15,"초핀: 그럼, 이쪽으로."
7,21/S2041.DAT,0x481CC,24,17,"승무원: 그럼, 타십시오."
7,21/S2013.DAT,0x47AAA,18,11,"뭐라고, 이 자식아!"
7,21/S2011.DAT,0x4791A,24,17,여기가 팔렌시아성인가...
7,1/S1041.DAT,0x47ABE,41,34,아크 데몬: 삼천 년의 저주를 끊어 내겠다!
7,1/S1023.DAT,0x48358,23,16,힘의 열매를 받았습니다.
7,1/S1023.DAT,0x478BC,32,25,어머니: 지치면 언제든 돌아오렴.
7,1/S1021.DAT,0x48308,42,35,어머니: 산에는 분명 무서운 괴물이 있어...
7,1/S1013.DAT,0x47A90,15,8,"쿠쿠루, 부탁해."
6,F/SF0E1.DAT,0x47FE4,31,25,나는 어찌 이렇게 무력한 걸까...
