row_number,source_file,offset,classification,target_korean,span_count,control_count,inline_spans,slot_a_spans,slot_b_spans,binary_changed,placement_json,review_status
1709,6/S6054.DAT,0x451F4,선택지,|아크|쿠쿠루|다다|헤모,8,7,3,0,1,1,"[{""mode"":""inline"",""bytes"":2,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아크""},{""mode"":""slot-B"",""bytes"":6,""room"":3,""rows"":1,""slot"":3,""disk_id"":""D4"",""span"":3,""text"":""쿠쿠루""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""다다""},{""mode"":""inline"",""bytes"":3,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""헤모""}]",
1710,6/S6054.DAT,0x4525C,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1711,6/S6054.DAT,0x4529A,B검수필요,라마다 승려: 스메리아 다운타운에 있는 술 취한 사람의 이름은?,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":33,""room"":25,""rows"":2,""slot"":4,""disk_id"":""D5"",""span"":1,""text"":""스메리아 다운타운에 있는 술 취한 사람의 이름은?""}]",needs_human_review
1713,6/S6054.DAT,0x4535A,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1714,6/S6054.DAT,0x45398,빌드대기,라마다승려: 아크더래드 속편은?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":14,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아크더래드 속편은?""}]",
1716,6/S6054.DAT,0x4544A,빌드대기,라마다승려: 정답!정말이냐?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":10,""room"":11,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!정말이냐?""}]",
1717,6/S6054.DAT,0x4548E,빌드대기,라마다 승려: 아크 더 래드 제작진은?,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":17,""room"":15,""rows"":1,""slot"":5,""disk_id"":""D6"",""span"":1,""text"":""아크 더 래드 제작진은?""}]",
1719,6/S6054.DAT,0x45542,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1720,6/S6054.DAT,0x45580,B검수필요,라마다 승려: 수도의 군 본부에는 사실 지하 50층짜리 던전이...,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":34,""room"":32,""rows"":2,""slot"":6,""disk_id"":""D7"",""span"":1,""text"":""수도의 군 본부에는 사실 지하 50층짜리 던전이...""}]",needs_human_review
1722,6/S6054.DAT,0x45648,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1723,6/S6054.DAT,0x45686,B검수필요,라마다 승려: 유적 던전의 최하층에 있는 것은?,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":22,""room"":21,""rows"":1,""slot"":7,""disk_id"":""D8"",""span"":1,""text"":""유적 던전의 최하층에 있는 것은?""}]",needs_human_review
1725,6/S6054.DAT,0x4573A,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1726,6/S6054.DAT,0x45778,B검수필요,라마다 승려: 라마다 사원의 문이 열렸을 때 안에 보이는 사람은 몇 명인가?,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":40,""room"":29,""rows"":2,""slot"":8,""disk_id"":""D9"",""span"":1,""text"":""라마다 사원의 문이 열렸을 때 안에 보이는 사람은 몇 명인가?""}]",needs_human_review
1727,6/S6054.DAT,0x457D4,선택지,|20|21|22|23,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":2,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""20""},{""mode"":""inline"",""bytes"":2,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""21""},{""mode"":""inline"",""bytes"":2,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""22""},{""mode"":""inline"",""bytes"":2,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""23""}]",
1728,6/S6054.DAT,0x45836,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1729,6/S6054.DAT,0x45874,빌드대기,라마다 승려: 스톤서클에서 촌가라가 찾은 아이템은?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":24,""room"":26,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤서클에서 촌가라가 찾은 아이템은?""}]",
1730,6/S6054.DAT,0x458CE,선택지,|대단함|고장|찌그러진|달라붙음,8,7,3,0,1,1,"[{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""대단함""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""고장""},{""mode"":""inline"",""bytes"":6,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""찌그러진""},{""mode"":""slot-B"",""bytes"":6,""room"":4,""rows"":1,""slot"":9,""disk_id"":""DA"",""span"":7,""text"":""달라붙음""}]",
1731,6/S6054.DAT,0x45940,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1732,6/S6054.DAT,0x4597E,빌드대기,라마다 승려: 초코의 머리빛은 무엇인가?,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":18,""room"":13,""rows"":1,""slot"":10,""disk_id"":""DB"",""span"":1,""text"":""초코의 머리빛은 무엇인가?""}]",
1733,6/S6054.DAT,0x459CA,선택지,|황금|갈|빨강|누구?,8,7,3,0,1,1,"[{""mode"":""slot-B"",""bytes"":4,""room"":3,""rows"":1,""slot"":11,""disk_id"":""DC"",""span"":1,""text"":""황금""},{""mode"":""inline"",""bytes"":2,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""갈""},{""mode"":""inline"",""bytes"":4,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""빨강""},{""mode"":""inline"",""bytes"":4,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""누구?""}]",
1734,6/S6054.DAT,0x45A38,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1735,6/S6054.DAT,0x45A80,빌드대기,라마다승려: 정답!!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":5,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!!""}]",
1736,6/S6054.DAT,0x45AC8,빌드대기,라마다승려: 문제를 모두 맞힌 건 네가 처음이다. 상으로 이걸 주마.,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":38,""room"":39,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""문제를 모두 맞힌 건 네가 처음이다. 상으로 이걸 주마.""}]",
1737,6/S6054.DAT,0x45B2C,B검수필요,라마다 승려: 내 문제를 모두 맞힌 사람은 네가 두 번째다. 상으로 이걸 주마.,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":43,""room"":38,""rows"":2,""slot"":12,""disk_id"":""DD"",""span"":1,""text"":""내 문제를 모두 맞힌 사람은 네가 두 번째다. 상으로 이걸 주마.""}]",needs_human_review
1739,6/S6054.DAT,0x45BF4,빌드대기,이미 가지고 있지 않느냐? 놀리지 마라.,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":25,""room"":28,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""이미 가지고 있지 않느냐? 놀리지 마라.""}]",
1740,6/S6054.DAT,0x45C42,빌드대기,세계에는 정령의 돌 말고 모두 모으면 효과가 나타나는 돌이 또 있다고 들었다.,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":49,""room"":49,""rows"":3,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""세계에는 정령의 돌 말고 모두 모으면 효과가 나타나는 돌이 또 있다고 들었다.""}]",
1741,6/S6054.DAT,0x45CA6,빌드대기,그 돌은 모험가들을 위험에서 구해 줄 위대한 힘이 될것이다.,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":37,""room"":37,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""그 돌은 모험가들을 위험에서 구해 줄 위대한 힘이 될것이다.""}]",
1742,6/S6054.DAT,0x45D02,B검수필요,라마다 승려: 항상 목적을 가지고 행동하도록 하거라.,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":27,""room"":19,""rows"":2,""slot"":13,""disk_id"":""DE"",""span"":1,""text"":""항상 목적을 가지고 행동하도록 하거라.""}]",needs_human_review
1743,6/S6054.DAT,0x45D52,B검수필요,"라마다 승려: 그건 틀렸지만, 노력은 인정해 주마.",2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":25,""room"":21,""rows"":2,""slot"":14,""disk_id"":""DF"",""span"":1,""text"":""그건 틀렸지만, 노력은 인정해 주마.""}]",needs_human_review
1744,6/S6054.DAT,0x45DA0,B검수필요,라마다 승려: 그러니 이것을 주마.,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":11,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""그러니 이것을 주마.""}]",needs_human_review
1746,6/S6054.DAT,0x45E2E,B검수필요,라마다 승려: 수행이 부족한 듯하구나. 다시 도전하도록 해라.,3,2,1,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":19,""room"":13,""rows"":1,""slot"":15,""disk_id"":""E0"",""span"":1,""text"":""수행이 부족한 듯하구나. 다시""},{""mode"":""inline"",""bytes"":10,""room"":11,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""도전하도록 해라.""}]",needs_human_review
1747,6/S6054.DAT,0x45F00,B검수필요,라마다 승려: 정말 잘하셨습니다. 이것을 드리겠습니다.,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":24,""room"":23,""rows"":2,""slot"":16,""disk_id"":""E1"",""span"":1,""text"":""정말 잘하셨습니다. 이것을 드리겠습니다.""}]",needs_human_review
1748,6/S6054.DAT,0x45F6E,빌드대기,환수의어금니를받았습니다.,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":17,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""환수의어금니를받았습니다.""}]",
1749,6/S6054.DAT,0x45FDC,빌드대기,라마다 승려: 이거 이거. 그린 슬라임 버스터 여러분.,3,2,2,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""이거 이거.""},{""mode"":""inline"",""bytes"":18,""room"":18,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""그린 슬라임 버스터 여러분.""}]",
1752,6/S6054.DAT,0x460DE,B검수필요,"라마다 승려: 이런, 자이언트 배트 버스터 여러분이군요.",3,2,1,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":16,""room"":7,""rows"":1,""slot"":17,""disk_id"":""E2"",""span"":1,""text"":""이런, 자이언트 배트""},{""mode"":""inline"",""bytes"":11,""room"":19,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""버스터 여러분이군요.""}]",needs_human_review
1755,6/S6054.DAT,0x461E2,빌드대기,라마다 승려: 이거 이거. 뱀파이어 배트 버스터 여러분.,3,2,2,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""이거 이거.""},{""mode"":""inline"",""bytes"":20,""room"":21,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""뱀파이어 배트 버스터 여러분.""}]",
1756,6/S6054.DAT,0x4623C,B검수필요,"라마다 승려: 이런, 데스 플레임 버스터 여러분이군요.",3,2,1,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":14,""room"":7,""rows"":1,""slot"":18,""disk_id"":""E3"",""span"":1,""text"":""이런, 데스 플레임""},{""mode"":""inline"",""bytes"":11,""room"":16,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""버스터 여러분이군요.""}]",needs_human_review
1758,6/S6054.DAT,0x462E4,B검수필요,"라마다 승려: 이런, 애시드 슬라임 버스터 여러분이군요.",3,2,1,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":15,""room"":7,""rows"":1,""slot"":19,""disk_id"":""E4"",""span"":1,""text"":""이런, 애시드 슬라임""},{""mode"":""inline"",""bytes"":11,""room"":18,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""버스터 여러분이군요.""}]",needs_human_review
1760,6/S6054.DAT,0x46394,B검수필요,라마다 승려: 처음 도전하시는군요. 우선 몸풀기부터 시작하지요.,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":32,""room"":34,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""처음 도전하시는군요. 우선 몸풀기부터 시작하지요.""}]",needs_human_review
1762,6/S6054.DAT,0x46440,빌드대기,라마다 승려: 두 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":32,""room"":35,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""두 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?""}]",
1764,6/S6054.DAT,0x464EC,빌드대기,라마다 승려: 세 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":31,""room"":35,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""세 번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?""}]",
1766,6/S6054.DAT,0x46598,빌드대기,라마다 승려: 네 번째 도전이시군요. 아직은 이 정도겠지요?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":26,""room"":29,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""네 번째 도전이시군요. 아직은 이 정도겠지요?""}]",
1768,6/S6054.DAT,0x4663E,B검수필요,라마다 승려: 다섯 번째 도전이시군요. 이제 진심으로 싸워 주십시오.,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":34,""room"":27,""rows"":2,""slot"":20,""disk_id"":""E5"",""span"":1,""text"":""다섯 번째 도전이시군요. 이제 진심으로 싸워 주십시오.""}]",needs_human_review
1770,6/S6054.DAT,0x466E2,B검수필요,라마다 승려: 여섯 번째 도전이시군요.,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":14,""room"":12,""rows"":1,""slot"":21,""disk_id"":""E6"",""span"":1,""text"":""여섯 번째 도전이시군요.""}]",needs_human_review
1772,6/S6054.DAT,0x46778,빌드대기,"라마다 승려: 7번째 도전이시군요. 슬슬 힘들어지셨겠지만, 힘내시는군요.",2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":35,""room"":38,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""7번째 도전이시군요. 슬슬 힘들어지셨겠지만, 힘내시는군요.""}]",
1774,6/S6054.DAT,0x46828,빌드대기,라마다 승려: 8번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":30,""room"":35,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""8번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?""}]",
1778,6/S6054.DAT,0x46980,빌드대기,라마다 승려: 열번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":31,""room"":36,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""열번째 도전이시군요. 그러면 이 정도는 어떻겠습니까?""}]",
1780,6/S6054.DAT,0x46A2E,빌드대기,라마다 승려: 열한번째 도전이시군요. 이것으로 마지막입니다.,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":27,""room"":30,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""열한번째 도전이시군요. 이것으로 마지막입니다.""}]",
1782,6/S6054.DAT,0x46AD6,빌드대기,더는 상대할 사람이 없습니다. 물러나 주십시오.,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":28,""room"":33,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""더는 상대할 사람이 없습니다. 물러나 주십시오.""}]",
1815,7/S7012.DAT,0x47DDA,선택지,|전투 요령 2|유용한 정보|그만,6,5,2,1,0,1,"[{""mode"":""inline"",""bytes"":8,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""전투 요령 2""},{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":3,""text"":""유용한 정보""},{""mode"":""inline"",""bytes"":2,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""그만""}]",
1826,7/S7012.DAT,0x481FC,빌드대기,...,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""...""}]",
1832,7/S7012.DAT,0x48402,선택지,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아라라토스 유적""},{""mode"":""inline"",""bytes"":10,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""미르마나의 이후""},{""mode"":""inline"",""bytes"":7,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""라마다 수행""},{""mode"":""inline"",""bytes"":2,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1843,7/S7012.DAT,0x487FE,빌드대기,친절하기도 하군.,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":11,""room"":8,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""친절하기도 하군.""}]",
1847,7/S7012.DAT,0x48950,빌드대기,초핀: 어느 것에 관해 말씀드릴까요?,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":18,""room"":15,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":1,""text"":""어느 것에 관해 말씀드릴까요?""}]",
1848,7/S7012.DAT,0x489A8,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수에 대해""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1849,7/S7012.DAT,0x48A24,선택지,|포코의 악기|투기장|키토우올|그만,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1850,7/S7012.DAT,0x48A96,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":5,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
