pointer,japanese,current,original_hex,current_hex,missing_controls,empty_after
0x82454,カート1,카드 1,bc 31 95 12,dd 38 17 a1 4a,,False
0x82458,カート2,카드 2,bc 31 95 13,dd 38 17 a1 0b,,False
0x8245c,フ<N:=:12><N:｣:11>ルを選んで下さい,파일을 선택하세요,a6 de 4e 65 53 2f de 0a 2d 30 70 3a 1b,dd 7b 6b 0d a1 dd 53 df 9a 19 8c 2c,,False
0x82460,メモリーカートがありません,메모리 카드가 없습니다,78 5f 6b 31 bc 31 95 2a 3f 39 27 59 2d,dd 2c 55 2e a1 dd 38 17 0c a1 71 2d 07 01,,False
0x82474,へを手に入れた,」를 손에 넣었습니다.,5a 2f 87 23 86 32 1f,df 09 36 a1 85 0e a1 6f 61 2d 07 01 21,,False
0x82498,ステージ内で得た経験値,스테이지에서 얻은 경험치,47 db 31 7f dd 81 30 dd a7 1f dd de de 75 dd d2,30 dd be 03 04 0e 25 a1 dd 9c 26 a1 68 dd 54 dd 1f,,False
0x8249c,倒した敵の数,격파한 적 수,dd 83 1e 1f bd 1c de d7,dd 0a dd 7b 53 a1 dd 09 a1 50,,False
0x82518,<N:リ:12>ベルアッ<N:フ:11>！！,레벨 상승!!,6f dd b4 53 42 82 dd 55 02 02,dd 66 dd ef a1 8b 69 a9 a9,,False
0x8251c,最大<N:ヒ:5>ットポ<N:｣:11>ント,최대 체력,dd 2b 50 dd b5 82 5c d7 65 34 5c,de 27 37 a1 dd 90 dd 2b,,False
0x82520,最大マジックポ<N:｣:11>ント,최대 마력,dd 2b 50 64 7f 82 4e d7 65 34 5c,de 27 37 a1 45 dd 2b,,False
0x82524,攻撃力,공격력,d0 b1 61,dd 10 dd 0a dd 2b,,False
0x82528,防御力,방어력,dd a6 dd ad 61,dd 29 14 dd 2b,,False
0x8252c,魔力,마력,dd 1b 61,45 dd 2b,,False
0x82530,すばやさ,민첩성,2b 58 40 3a,dd ec df 5e dd 17,,False
0x82538,上がつた, 상승,b9 2a 29 1f,a1 8b 69,,False
0x8253c,ジャン<N:フ:11>,점프,7f d6 34 dd 55,dd d0 dd 9d,,False
0x82540,投げ,던지기,de 04 9c,dd 25 04 24,,False
0x82544,受け,받기,dd 68 49,dd 19 24,,False
0x82548,反撃,반격,de 02 b1,dd 46 dd 0a,,False
0x8254c,<N:リ:12>ベルが上がつた,레벨 상승,6f dd b4 53 2a b9 2a 29 1f,dd 66 dd ef a1 8b 69,,False
0x82554,へをお<N:げ:26>えた,」를 배웠다.,5a 2f 3b d2 46 1f,df 09 36 a1 dd 93 de 15 01 21,,False
0x825c8,サウント出力,사운드 출력,77 71 34 95 56 61,34 86 17 a1 76 dd 2b,,False
0x825cc,パットななめ入力,대각선 입력,a3 82 95 1d 1d 51 86 61,37 dd 6d dd 53 a1 7f dd 2b,,False
0x825d0,<N:午:15>ャンセルかくにん,돌아가기 확인,dd 4e d6 34 dd 60 53 20 3e 23 2d,72 09 0c 24 a1 de 2b 35,,False
0x825d4,へル<N:フ:11>ウ<N:｣:11>ントウ,도움말 보기,dd 3b 53 dd 55 71 65 34 95 71,33 dd 70 1b a1 60 24,,False
0x825d8,チョン<N:力:5>ラのモンスターすかんを<N:閂:11>く,몬스터 도감,6c 69 34 dd 02 57 1c 5f 34 47 62 31 8c 20 2d 2f dd e0 3e,64 30 02 a1 33 dd 77,,False
0x825dc,ステ<N:リ:12>オ,스테레오,47 db 6f 8f,30 dd be dd 66 46,,False
0x825e0,モ<N:メ:6>ラル,모노,5f dd 5f 57 53,55 dd 57,,False
0x825e4,ふつう,일반,97 45 26,6b dd 46,,False
0x825e8,よくする,사용,3d 3e 2b 22,34 dd 1a,,False
0x825ec,しない,사용안함,1e 1d 1b,34 dd 1a 94 dd cf,,False
0x8262c,対戦せいせき,대전 성적,dd 9a 63 59 1b 59 44,37 4f a1 dd 17 dd 09,,False
0x82638,能力,기량,dd 80 61,24 d2,,False
0x8293c,マ<N:ヒ:5>攻撃,마비 공격,64 dd b5 d0 b1,45 dd 06 a1 dd 10 dd 0a,,False
0x82940,頭なげ,머리 던지기,de 5c 1d 9c,dd 5d 2e a1 dd 25 04 24,,False
0x82944,サ<N:｣:11><N:リ:12>ント,사일런트,77 65 6f 34 5c,34 6b dd 2a dd 5b,,False
0x82948,<N:毒:1>攻撃,해로운 공격,dd cf d0 b1,2b d5 86 a1 dd 10 dd 0a,,False
0x8294c,ぶんれつ,분열,ca 2d 32 45,92 dd 89,,False
0x82950,ばくれつ手裏剣,폭발 수리검,58 3e 32 45 87 dd fe dd 8d,dd 62 dd 0e a1 50 2e dd a1,,False
0x82954,自爆,자폭,a4 dd 41,28 dd 62,,False
0x82958,トリーム<N:メ:6>ック,드림 노크,95 6b 31 d8 dd 5f 82 4e,17 de 29 a1 dd 57 58,,False
0x8295c,エクス<N:フ:11>ロージョン,대폭발,dd 23 4e 47 dd 55 a2 31 7f 69 34,37 dd 62 dd 0e,,False
0x82960,ウ<N:｣:11>ントスラッシャー,바람 검,71 65 34 95 47 57 82 60 d6 31,dd 08 dd 22 a1 dd a1,,False
0x82964,サンダーストーム,전기 폭풍,77 34 67 31 47 5c 31 d8,4f 24 a1 dd 62 de 2e,,False
0x82968,ダ<N:｣:11>アモントダスト,다이아몬드 더스트,67 65 42 5f 34 95 67 47 5c,01 03 09 64 17 a1 dd 96 30 dd 5b,,False
0x8296c,デポ<N:｣:11><N:ス:15>ン,해로운 기운 제거,81 d7 65 de 1f 34,2b d5 86 a1 24 86 a1 66 32,,False
0x82970,天のさばき,하늘의 심판,dd 26 1c 3a 58 44,19 dd 71 0f a1 9d de 7f,,False
0x82974,リ<N:ザ:8><N:リ:12>クション,부활,6b dd c8 6f 4e 60 69 34,6c dd e1,,False
0x82978,デ<N:ｲ:6>バ<N:｣:11>ト,디바이드,81 dd 03 af 65 95,dd cd dd 08 03 17,,False
0x8297c,<N:振:2>りおろし,내려치기,de d9 39 3b 55 1e,47 3c dd 1f 24,,False
0x82980,<N:午:15>ュア,회복,dd 4e ab 42,7a dd 9f,,False
0x82984,つつみこみ,감싸기,45 45 6d 2e 6d,dd 77 dd 14 24,,False
0x82988,<N:毒:1>のきり,해로운 기운,dd cf 1c 44 39,2b d5 86 a1 24 86,,False
0x8298c,き<N:ぃ:20>うけつ,피 빨기,44 de 20 26 49 45,dd 3c a1 de 20 24,,False
0x82990,ちょうおんっ,초음파,4b 73 26 3b 2d 75,39 8d dd 7b,,False
0x82994,石化,돌 상태,94 dd 7c,72 a1 8b dd d2,,False
0x82998,し<N:ぃ:20>うい攻撃,주위 공격,1e de 20 26 1b d0 b1,40 8e a1 dd 10 dd 0a,,False
0x829a0,たたきつけ,강타,1f 1f 44 45 49,dd 28 dd 7f,,False
0x829a4,かふん攻撃,꽃가루 공격,20 97 2d d0 b1,dd 8c 0c dd 42 a1 dd 10 dd 0a,,False
0x829a8,たねとばし,씨 날리기,1f 4c 36 58 1e,dd 67 a1 dd 61 2e 24,,False
0x829ac,くろの雷,검은 전기,3e 55 1c dd a5,dd a1 26 a1 4f 24,,False
0x829b0,じごくへの階段,지옥의 계단,4a 79 3e 8a 1c dd b2 de 61,04 de 39 0f a1 dd 11 dd 35,,False
0x829b4,死のふち,죽음의 문,dd 22 1c 97 4b,dd 94 8d 0f a1 dd af,,False
0x829b8,合体,합체,dd ac dd 2d,dd 1d dd 90,,False
0x829bc,暗闇,시야 차단,de b3 de b2,29 49 a1 dd b7 dd 35,,False
0x829c0,人形らんぶ,인형 난무,52 de 42 33 2d ca,35 dd 7d a1 dd 6a 5f,,False
0x829c4,へモジー,헤모지,dd 3b 5f 7f 31,dd c3 55 04,,False
0x829c8,雷しんは,전기 파동,dd a5 1e 2d 28,4f 24 a1 dd 7b dd 32,,False
0x829cc,炎しんは,불꽃 파동,bf 1e 2d 28,dd 13 dd 8c a1 dd 7b dd 32,,False
0x829d0,よみのつばさ,황천 비행,3d 6d 1c 45 58 3a,de 3c dd e7 a1 dd 06 dd 31,,False
0x829d4,<N:波:1>黙,마법 봉인,de 5b de 8b,45 dd 37 a1 dd b6 35,,False
0x829d8,デス<N:卞:16>ール,죽음 회복,81 47 dd a1 31 53,dd 94 8d a1 7a dd 9f,,False
0x829dc,ダストルー<N:｣:11>ン,더스트 문양,67 47 5c 53 31 65 34,dd 96 30 dd 5b a1 dd af dd 82,,False
0x829e0,かみつき,물기,20 6d 45 44,6d 24,,False
0x829e4,バーン<N:ク:12>ラウント,번 그라운드,af 31 34 80 57 71 34 95,9b a1 15 8f 86 17,,False
0x829e8,トータル<N:ヒ:5>ーリン<N:ク:12>,전체 회복,5c 31 62 53 dd b5 31 6b 34 80,4f dd 90 a1 7a dd 9f,,False
0x829ec,ゲ<N:｣:11>ルフラッシュ,게일 플래시,dd 4d 65 53 a6 57 82 60 ab,41 6b a1 de 36 dd 12 29,,False
0x829f0,スロウエ<N:ネ:13>ミー,슬로우 에너미,47 a2 71 dd 23 dd c6 dd 3a 31,dd fc d5 3d a1 0e 89 dd 2f,,False
0x829f4,メテオフ<N:｣:13>ール,별 내리기,78 db 8f a6 de b4 31 53,dd f3 a1 47 2e 24,,False
0x829f8,<N:午:15>ュア,회복,dd 4e ab 42,7a dd 9f,,False
0x829fc,デポ<N:｣:11><N:ス:15>ン,해로운 기운 제거,81 d7 65 de 1f 34,2b d5 86 a1 24 86 a1 66 32,,False
0x82a00,サ<N:｣:11><N:リ:12>ント,사일런트,77 65 6f 34 5c,34 6b dd 2a dd 5b,,False
0x82a04,リフ<N:リ:12>ッシュ,리프레시,6b a6 6f 82 60 ab,2e dd 9d dd 66 29,,False
0x82a08,天のさばき,하늘의 심판,dd 26 1c 3a 58 44,19 dd 71 0f a1 9d de 7f,,False
0x82a0c,リ<N:ザ:8><N:リ:12>クション,부활,6b dd c8 6f 4e 60 69 34,6c dd e1,,False
0x82a10,デ<N:ｲ:6>バ<N:｣:11>ト,디바이드,81 dd 03 af 65 95,dd cd dd 08 03 17,,False
0x82a14,桜花雷爆斬,토슈 비기,de 3c de 1b dd a5 dd 41 dd 5c,83 dd 86 a1 dd 06 24,,False
0x82a18,呪縛剣,봉인검,de 35 de 94 dd 8d,dd b6 35 dd a1,,False
0x82a1c,<N:真:2><N:空:2>斬,진공검,de 9f dd 18 dd 5c,dd 3f dd 10 dd a1,,False
0x82a20,<N:虎:5><N:影:1>斬,그림자검,de e9 de 81 dd 5c,15 de 29 28 dd a1,,False
0x82a24,戦の小太鼓,전투 큰 북,63 1c dd 88 dd a9 dd f1,4f dd 39 a1 aa a1 de 64,,False
0x82a28,荒獅子太鼓,황사자태고,dd c0 de a7 96 dd a9 dd f1,de 3c 34 28 dd d2 1c,,False
0x82a2c,気合いラッパ,기합 나팔,a9 dd ac 1b 57 82 a3,24 dd 1d a1 1e dd 6c,,False
0x82a30,へろへろラッパ,비틀비틀 나팔,8a 55 8a 55 57 82 a3,dd 06 dd e0 dd 06 dd e0 a1 1e dd 6c,,False
0x82a34,いやしのたてごと,치유의 하프,1b 40 1e 1c 1f 21 79 36,dd 1f 8a 0f a1 19 dd 9d,,False
0x82a38,のろまのベース,느림의 연주,1c 55 27 1c dd b4 31 47,4d de 29 0f a1 dd ad 40,,False
0x82a3c,い<N:駄:2>天のオカリナ,위타천 오카리나,1b de cd dd 26 1c 8f bc 6b 7c,8e dd 7f dd e7 a1 46 dd 38 2e 1e,,False
0x82a40,向き直りの笛,방향잡이 피리,dd 01 44 dd 85 39 1c de 2f,dd 29 dd b2 de 10 03 a1 dd 3c 2e,,False
0x82a44,エクス<N:フ:11>ロージョン,대폭발,dd 23 4e 47 dd 55 a2 31 7f 69 34,37 dd 62 dd 0e,,False
0x82a48,トリーム<N:メ:6>ック,드림 노크,95 6b 31 d8 dd 5f 82 4e,17 de 29 a1 dd 57 58,,False
0x82a4c,ダ<N:｣:11>ヤモントダスト,다이아몬드 더스트,67 65 bb 5f 34 95 67 47 5c,01 03 09 64 17 a1 dd 96 30 dd 5b,,False
0x82a50,ウ<N:｣:11>ントスラッシャー,바람 검,71 65 34 95 47 57 82 60 d6 31,dd 08 dd 22 a1 dd a1,,False
0x82a54,サンダーストーム,전기 폭풍,77 34 67 31 47 5c 31 d8,4f 24 a1 dd 62 de 2e,,False
0x82a58,旋風撃蹴,회오리 차기,de 9c c1 b1 de a3,7a 46 2e a1 dd b7 24,,False
0x82a5c,流星爆,유성폭,de 24 de d6 dd 41,8a dd 17 dd 62,,False
0x82a60,鬼神流<N:影:1><N:波:1>,유령 파동,de f4 dd 2f de 24 de 81 de 5b,8a 51 a1 dd 7b dd 32,,False
0x82a64,滅掌烈破,멸장열파,dd 40 de da de 85 dd 62,dd dd 56 dd 89 dd 7b,,False
0x82a6c,召喚,불러내기,dd 78 dd 7b,dd 13 20 47 24,,False
0x82a70,調ベる,조사,dd 86 dd 35 22,90 34,,False
0x82a74,回復,회복,9e dd 2c,7a dd 9f,,False
0x82a78,<N:ｴ:24>か造り,다리 만들기,dd 04 20 dd d5 39,01 2e a1 38 0a 24,,False
0x82a7c,風雷破,바람 전기,c1 dd a5 dd 62,dd 08 dd 22 a1 4f 24,,False
0x82a80,乗り移り,몸 가져오기,dd 43 39 de fc 39,de 2d a1 0c dd 63 46 24,,False
0x82a84,やる気なし,기운 없음,40 22 a9 1d 1e,24 86 a1 71 8d,,False
0x82ac0,,예      아니요,28 1b 01 01 1b 1b 46,97 a1 a1 a1 a1 a1 a1 09 07 2c,,False
0x82ac4,,저장하시겠습니까?,01 01 dd 60 31 c9 1e 27 2b 20 3c 01 01,dd 24 56 19 29 54 2d 07 3b d1,,False
0x82ac8,,전투 전 장비를 정비하시겠습니까?,01 df 27 c5 2f 36 36 1c 46 27 2b 20 3c 01,4f dd 39 a1 4f a1 56 dd 06 36 a1 31 dd 06 19 29 54 2d 07 3b d1,,False
0x82acc,,진행하시겠습니까?,01 01 3d 55 1e 1b 30 2b 20 3c 01 01,dd 3f dd 31 19 29 54 2d 07 3b d1,,False
